time,V1,V2,V3,I_R,I_C,I_D1_res,I_D1_cap,I_D2_res,I_D2_cap,I_D3_res,I_D3_cap,I_D4_res,I_D4_cap
0.070592,-0.377671,9.580856,9.203186,9.203186e-03,4.612471e-02,-2.500000e-08,-1.057136e-10,5.533711e-02,-8.285310e-11,5.533711e-02,-8.285310e-11,-2.500000e-08,-1.057136e-10
0.070600,-0.377195,9.584141,9.206945,9.206945e-03,4.511295e-02,-2.500000e-08,-1.028374e-10,5.432921e-02,-8.402840e-11,5.432921e-02,-8.402840e-11,-2.500000e-08,-1.028374e-10
0.070608,-0.376713,9.587334,9.210621,9.210621e-03,4.410487e-02,-2.500000e-08,-9.996703e-11,5.332491e-02,-8.523068e-11,5.332491e-02,-8.523068e-11,-2.500000e-08,-9.996703e-11
0.070617,-0.376223,9.590436,9.214212,9.214212e-03,4.310060e-02,-2.500000e-08,-9.710252e-11,5.232435e-02,-8.646071e-11,5.232435e-02,-8.646071e-11,-2.500000e-08,-9.710252e-11
0.070625,-0.375726,9.593447,9.217721,9.217721e-03,4.210029e-02,-2.500000e-08,-9.424407e-11,5.132765e-02,-8.771932e-11,5.132765e-02,-8.771932e-11,-2.500000e-08,-9.424407e-11
0.070633,-0.375221,9.596368,9.221146,9.221146e-03,4.110408e-02,-2.500000e-08,-9.139184e-11,5.033497e-02,-8.900733e-11,5.033497e-02,-8.900733e-11,-2.500000e-08,-9.139184e-11
0.070642,-0.374709,9.599198,9.224489,9.224489e-03,4.011211e-02,-2.500000e-08,-8.854600e-11,4.934646e-02,-9.032560e-11,4.934646e-02,-9.032560e-11,-2.500000e-08,-8.854600e-11
0.070650,-0.374188,9.601937,9.227749,9.227749e-03,3.912453e-02,-2.500000e-08,-8.570672e-11,4.836225e-02,-9.167501e-11,4.836225e-02,-9.167501e-11,-2.500000e-08,-8.570672e-11
0.070658,-0.373659,9.604587,9.230928,9.230928e-03,3.814150e-02,-2.500000e-08,-8.287416e-11,4.738252e-02,-9.305646e-11,4.738252e-02,-9.305646e-11,-2.500000e-08,-8.287416e-11
0.070667,-0.373121,9.607146,9.234025,9.234025e-03,3.716318e-02,-2.500000e-08,-8.004852e-11,4.640741e-02,-9.447088e-11,4.640741e-02,-9.447088e-11,-2.500000e-08,-8.004852e-11
0.070675,-0.372575,9.609616,9.237040,9.237040e-03,3.618973e-02,-2.500000e-08,-7.722997e-11,4.543709e-02,-9.591921e-11,4.543709e-02,-9.591921e-11,-2.500000e-08,-7.722997e-11
0.070683,-0.372020,9.611996,9.239976,9.239976e-03,3.522132e-02,-2.500000e-08,-7.441872e-11,4.447172e-02,-9.740242e-11,4.447172e-02,-9.740242e-11,-2.500000e-08,-7.441872e-11
0.070692,-0.371456,9.614286,9.242830,9.242830e-03,3.425812e-02,-2.500000e-08,-7.161495e-11,4.351149e-02,-9.892152e-11,4.351149e-02,-9.892152e-11,-2.500000e-08,-7.161495e-11
0.070700,-0.370882,9.616487,9.245605,9.245605e-03,3.330030e-02,-2.500000e-08,-6.881889e-11,4.255656e-02,-1.004775e-10,4.255656e-02,-1.004775e-10,-2.500000e-08,-6.881889e-11
0.070708,-0.370299,9.618600,9.248301,9.248301e-03,3.234805e-02,-2.500000e-08,-6.603073e-11,4.160713e-02,-1.020715e-10,4.160713e-02,-1.020715e-10,-2.500000e-08,-6.603073e-11
0.070717,-0.369706,9.620624,9.250918,9.250918e-03,3.140155e-02,-2.500000e-08,-6.325069e-11,4.066337e-02,-1.037045e-10,4.066337e-02,-1.037045e-10,-2.500000e-08,-6.325069e-11
0.070725,-0.369103,9.622559,9.253456,9.253456e-03,3.046100e-02,-2.500000e-08,-6.047901e-11,3.972547e-02,-1.053776e-10,3.972547e-02,-1.053776e-10,-2.500000e-08,-6.047901e-11
0.070733,-0.368489,9.624406,9.255917,9.255917e-03,2.952659e-02,-2.500000e-08,-5.771591e-11,3.879364e-02,-1.070920e-10,3.879364e-02,-1.070920e-10,-2.500000e-08,-5.771591e-11
0.070742,-0.367865,9.626165,9.258300,9.258300e-03,2.859852e-02,-2.500000e-08,-5.496162e-11,3.786807e-02,-1.088488e-10,3.786807e-02,-1.088488e-10,-2.500000e-08,-5.496162e-11
0.070750,-0.367230,9.627836,9.260606,9.260606e-03,2.767700e-02,-2.500000e-08,-5.221640e-11,3.694897e-02,-1.106491e-10,3.694897e-02,-1.106491e-10,-2.500000e-08,-5.221640e-11
0.070758,-0.366583,9.629420,9.262837,9.262837e-03,2.676223e-02,-2.500000e-08,-4.948049e-11,3.603654e-02,-1.124942e-10,3.603654e-02,-1.124942e-10,-2.500000e-08,-4.948049e-11
0.070767,-0.365925,9.630917,9.264991,9.264991e-03,2.585443e-02,-2.500000e-08,-4.675414e-11,3.513102e-02,-1.143852e-10,3.513102e-02,-1.143852e-10,-2.500000e-08,-4.675414e-11
0.070775,-0.365256,9.632326,9.267071,9.267071e-03,2.495382e-02,-2.500000e-08,-4.403763e-11,3.423260e-02,-1.163234e-10,3.423260e-02,-1.163234e-10,-2.500000e-08,-4.403763e-11
0.070783,-0.364574,9.633650,9.269076,9.269076e-03,2.406063e-02,-2.500000e-08,-4.133123e-11,3.334153e-02,-1.183101e-10,3.334153e-02,-1.183101e-10,-2.500000e-08,-4.133123e-11
0.070792,-0.363880,9.634887,9.271007,9.271007e-03,2.317508e-02,-2.500000e-08,-3.863520e-11,3.245803e-02,-1.203466e-10,3.245803e-02,-1.203466e-10,-2.500000e-08,-3.863520e-11
0.070800,-0.363173,9.636038,9.272865,9.272865e-03,2.229740e-02,-2.500000e-08,-3.594984e-11,3.158232e-02,-1.224341e-10,3.158232e-02,-1.224341e-10,-2.500000e-08,-3.594984e-11
0.070808,-0.362453,9.637103,9.274651,9.274651e-03,2.142785e-02,-2.500000e-08,-3.327542e-11,3.071467e-02,-1.245739e-10,3.071467e-02,-1.245739e-10,-2.500000e-08,-3.327542e-11
0.070817,-0.361719,9.638084,9.276365,9.276365e-03,2.056665e-02,-2.500000e-08,-3.061226e-11,2.985529e-02,-1.267673e-10,2.985529e-02,-1.267673e-10,-2.500000e-08,-3.061226e-11
0.070825,-0.360972,9.638979,9.278007,9.278007e-03,1.971406e-02,-2.500000e-08,-2.796064e-11,2.900445e-02,-1.290158e-10,2.900445e-02,-1.290158e-10,-2.500000e-08,-2.796064e-11
0.070833,-0.360210,9.639790,9.279580,9.279580e-03,1.887032e-02,-2.500000e-08,-2.532087e-11,2.816239e-02,-1.313206e-10,2.816239e-02,-1.313206e-10,-2.500000e-08,-2.532087e-11
0.070842,-0.359434,9.640517,9.281083,9.281083e-03,1.803569e-02,-2.500000e-08,-2.269327e-11,2.732936e-02,-1.336832e-10,2.732936e-02,-1.336832e-10,-2.500000e-08,-2.269327e-11
0.070850,-0.358643,9.641160,9.282517,9.282517e-03,1.721042e-02,-2.500000e-08,-2.007815e-11,2.650563e-02,-1.361048e-10,2.650563e-02,-1.361048e-10,-2.500000e-08,-2.007815e-11
0.070858,-0.357836,9.641720,9.283883,9.283883e-03,1.639479e-02,-2.500000e-08,-1.747582e-11,2.569146e-02,-1.385868e-10,2.569146e-02,-1.385868e-10,-2.500000e-08,-1.747582e-11
0.070867,-0.357014,9.642196,9.285182,9.285182e-03,1.558904e-02,-2.500000e-08,-1.488663e-11,2.488711e-02,-1.411306e-10,2.488711e-02,-1.411306e-10,-2.500000e-08,-1.488663e-11
0.070875,-0.356176,9.642591,9.286415,9.286415e-03,1.479344e-02,-2.500000e-08,-1.231088e-11,2.409284e-02,-1.437376e-10,2.409284e-02,-1.437376e-10,-2.500000e-08,-1.231088e-11
0.070883,-0.355320,9.642903,9.287583,9.287583e-03,1.400827e-02,-2.500000e-08,-9.748916e-12,2.330892e-02,-1.464090e-10,2.330892e-02,-1.464090e-10,-2.500000e-08,-9.748916e-12
0.070892,-0.354448,9.643134,9.288685,9.288685e-03,1.323379e-02,-2.500000e-08,-7.201067e-12,2.253562e-02,-1.491463e-10,2.253562e-02,-1.491463e-10,-2.500000e-08,-7.201067e-12
0.070900,-0.353559,9.643283,9.289725,9.289725e-03,1.247027e-02,-2.500000e-08,-4.667668e-12,2.177321e-02,-1.519507e-10,2.177321e-02,-1.519507e-10,-2.500000e-08,-4.667668e-12
0.070908,-0.352651,9.643352,9.290701,9.290701e-03,1.171798e-02,-2.500000e-08,-2.149053e-12,2.102197e-02,-1.548236e-10,2.102197e-02,-1.548236e-10,-2.500000e-08,-2.149053e-12
0.070917,-0.351725,9.643341,9.291616,9.291616e-03,1.097718e-02,-2.500000e-08,3.544432e-13,2.028215e-02,-1.577662e-10,2.028215e-02,-1.577662e-10,-2.500000e-08,3.544432e-13
0.070925,-0.350780,9.643250,9.292470,9.292470e-03,1.024815e-02,-2.500000e-08,2.842486e-12,1.955403e-02,-1.607797e-10,1.955403e-02,-1.607797e-10,-2.500000e-08,2.842486e-12
0.070933,-0.349815,9.643079,9.293264,9.293264e-03,9.531148e-03,-2.500000e-08,5.314743e-12,1.883788e-02,-1.638654e-10,1.883788e-02,-1.638654e-10,-2.500000e-08,5.314743e-12
0.070942,-0.348831,9.642831,9.294000,9.294000e-03,8.826442e-03,-2.500000e-08,7.770886e-12,1.813396e-02,-1.670243e-10,1.813396e-02,-1.670243e-10,-2.500000e-08,7.770886e-12
0.070950,-0.347826,9.642503,9.294678,9.294678e-03,8.134289e-03,-2.500000e-08,1.021059e-11,1.744252e-02,-1.702576e-10,1.744252e-02,-1.702576e-10,-2.500000e-08,1.021059e-11
0.070958,-0.346800,9.642099,9.295299,9.295299e-03,7.454944e-03,-2.500000e-08,1.263353e-11,1.676382e-02,-1.735664e-10,1.676382e-02,-1.735664e-10,-2.500000e-08,1.263353e-11
0.070967,-0.345753,9.641617,9.295865,9.295865e-03,6.788657e-03,-2.500000e-08,1.503940e-11,1.609812e-02,-1.769515e-10,1.609812e-02,-1.769515e-10,-2.500000e-08,1.503940e-11
0.070975,-0.344683,9.641059,9.296376,9.296376e-03,6.135671e-03,-2.500000e-08,1.742789e-11,1.544566e-02,-1.804139e-10,1.544566e-02,-1.804139e-10,-2.500000e-08,1.742789e-11
0.070983,-0.343591,9.640425,9.296834,9.296834e-03,5.496223e-03,-2.500000e-08,1.979871e-11,1.480668e-02,-1.839544e-10,1.480668e-02,-1.839544e-10,-2.500000e-08,1.979871e-11
0.070992,-0.342475,9.639715,9.297240,9.297240e-03,4.870538e-03,-2.500000e-08,2.215156e-11,1.418139e-02,-1.875738e-10,1.418139e-02,-1.875738e-10,-2.500000e-08,2.215156e-11
0.071000,-0.341336,9.638931,9.297595,9.297595e-03,4.258835e-03,-2.500000e-08,2.448618e-11,1.357002e-02,-1.912726e-10,1.357002e-02,-1.912726e-10,-2.500000e-08,2.448618e-11
0.071008,-0.340173,9.638073,9.297900,9.297900e-03,3.661322e-03,-2.500000e-08,2.680229e-11,1.297279e-02,-1.950515e-10,1.297279e-02,-1.950515e-10,-2.500000e-08,2.680229e-11
0.071017,-0.338984,9.637141,9.298156,9.298156e-03,3.078192e-03,-2.500000e-08,2.909966e-11,1.238988e-02,-1.989107e-10,1.238988e-02,-1.989107e-10,-2.500000e-08,2.909966e-11
0.071025,-0.337770,9.636136,9.298365,9.298365e-03,2.509627e-03,-2.500000e-08,3.137806e-11,1.182147e-02,-2.028507e-10,1.182147e-02,-2.028507e-10,-2.500000e-08,3.137806e-11
0.071033,-0.336530,9.635059,9.298528,9.298528e-03,1.955797e-03,-2.500000e-08,3.363726e-11,1.126774e-02,-2.068715e-10,1.126774e-02,-2.068715e-10,-2.500000e-08,3.363726e-11
0.071042,-0.335263,9.633910,9.298646,9.298646e-03,1.416851e-03,-2.500000e-08,3.587708e-11,1.072884e-02,-2.109733e-10,1.072884e-02,-2.109733e-10,-2.500000e-08,3.587708e-11
0.071050,-0.333969,9.632690,9.298721,9.298721e-03,8.929276e-04,-2.500000e-08,3.809735e-11,1.020490e-02,-2.151559e-10,1.020490e-02,-2.151559e-10,-2.500000e-08,3.809735e-11
0.071058,-0.332647,9.631400,9.298753,9.298753e-03,3.841430e-04,-2.500000e-08,4.029792e-11,9.696046e-03,-2.194191e-10,9.696046e-03,-2.194191e-10,-2.500000e-08,4.029792e-11
0.071067,-0.331296,9.630040,9.298744,9.298744e-03,-1.094034e-04,-2.500000e-08,4.247865e-11,9.202376e-03,-2.237625e-10,9.202376e-03,-2.237625e-10,-2.500000e-08,4.247865e-11
0.071075,-0.329916,9.628611,9.298695,9.298695e-03,-5.876325e-04,-2.500000e-08,4.463946e-11,8.723971e-03,-2.281854e-10,8.723971e-03,-2.281854e-10,-2.500000e-08,4.463946e-11
0.071083,-0.328506,9.627113,9.298607,9.298607e-03,-1.050486e-03,-2.500000e-08,4.678025e-11,8.260890e-03,-2.326872e-10,8.260890e-03,-2.326872e-10,-2.500000e-08,4.678025e-11
0.071092,-0.327066,9.625548,9.298482,9.298482e-03,-1.497927e-03,-2.500000e-08,4.890100e-11,7.813170e-03,-2.372669e-10,7.813170e-03,-2.372669e-10,-2.500000e-08,4.890100e-11
0.071100,-0.325594,9.623916,9.298322,9.298322e-03,-1.929943e-03,-2.500000e-08,5.100168e-11,7.380826e-03,-2.419234e-10,7.380826e-03,-2.419234e-10,-2.500000e-08,5.100168e-11
0.071108,-0.324091,9.622217,9.298126,9.298126e-03,-2.346543e-03,-2.500000e-08,5.308229e-11,6.963850e-03,-2.466556e-10,6.963850e-03,-2.466556e-10,-2.500000e-08,5.308229e-11
0.071117,-0.322555,9.620452,9.297897,9.297897e-03,-2.747761e-03,-2.500000e-08,5.514289e-11,6.562209e-03,-2.514618e-10,6.562209e-03,-2.514618e-10,-2.500000e-08,5.514289e-11
0.071125,-0.320987,9.618623,9.297636,9.297636e-03,-3.133656e-03,-2.500000e-08,5.718356e-11,6.175847e-03,-2.563406e-10,6.175847e-03,-2.563406e-10,-2.500000e-08,5.718356e-11
0.071133,-0.319385,9.616729,9.297344,9.297344e-03,-3.504310e-03,-2.500000e-08,5.920438e-11,5.804681e-03,-2.612901e-10,5.804681e-03,-2.612901e-10,-2.500000e-08,5.920438e-11
0.071142,-0.317748,9.614770,9.297022,9.297022e-03,-3.859833e-03,-2.500000e-08,6.120551e-11,5.448604e-03,-2.663084e-10,5.448604e-03,-2.663084e-10,-2.500000e-08,6.120551e-11
0.071150,-0.316077,9.612749,9.296672,9.296672e-03,-4.200359e-03,-2.500000e-08,6.318712e-11,5.107484e-03,-2.713931e-10,5.107484e-03,-2.713931e-10,-2.500000e-08,6.318712e-11
0.071158,-0.314370,9.610665,9.296295,9.296295e-03,-4.526047e-03,-2.500000e-08,6.514940e-11,4.781164e-03,-2.765421e-10,4.781164e-03,-2.765421e-10,-2.500000e-08,6.514940e-11
0.071167,-0.312628,9.608519,9.295892,9.295892e-03,-4.837081e-03,-2.500000e-08,6.709259e-11,4.469461e-03,-2.817527e-10,4.469461e-03,-2.817527e-10,-2.500000e-08,6.709259e-11
0.071175,-0.310848,9.606312,9.295464,9.295464e-03,-5.133671e-03,-2.500000e-08,6.901697e-11,4.172167e-03,-2.870224e-10,4.172167e-03,-2.870224e-10,-2.500000e-08,6.901697e-11
0.071183,-0.309032,9.604045,9.295013,9.295013e-03,-5.416051e-03,-2.500000e-08,7.092283e-11,3.889051e-03,-2.923483e-10,3.889051e-03,-2.923483e-10,-2.500000e-08,7.092283e-11
0.071192,-0.307178,9.601717,9.294539,9.294539e-03,-5.684475e-03,-2.500000e-08,7.281049e-11,3.619859e-03,-2.977273e-10,3.619859e-03,-2.977273e-10,-2.500000e-08,7.281049e-11
0.071200,-0.305285,9.599329,9.294044,9.294044e-03,-5.939224e-03,-2.500000e-08,7.468032e-11,3.364314e-03,-3.031565e-10,3.364314e-03,-3.031565e-10,-2.500000e-08,7.468032e-11
0.071208,-0.303354,9.596883,9.293529,9.293529e-03,-6.180599e-03,-2.500000e-08,7.653270e-11,3.122116e-03,-3.086324e-10,3.122116e-03,-3.086324e-10,-2.500000e-08,7.653270e-11
0.071217,-0.301383,9.594378,9.292995,9.292995e-03,-6.408919e-03,-2.500000e-08,7.836804e-11,2.892948e-03,-3.141519e-10,2.892948e-03,-3.141519e-10,-2.500000e-08,7.836804e-11
0.071225,-0.299373,9.591816,9.292443,9.292443e-03,-6.624524e-03,-2.500000e-08,8.018677e-11,2.676472e-03,-3.197113e-10,2.676472e-03,-3.197113e-10,-2.500000e-08,8.018677e-11
0.071233,-0.297322,9.589196,9.291874,9.291874e-03,-6.827771e-03,-2.500000e-08,8.198936e-11,2.472333e-03,-3.253073e-10,2.472333e-03,-3.253073e-10,-2.500000e-08,8.198936e-11
0.071242,-0.295230,9.586519,9.291289,9.291289e-03,-7.019034e-03,-2.500000e-08,8.377628e-11,2.280160e-03,-3.309360e-10,2.280160e-03,-3.309360e-10,-2.500000e-08,8.377628e-11
0.071250,-0.293097,9.583786,9.290689,9.290689e-03,-7.198698e-03,-2.500000e-08,8.554802e-11,2.099569e-03,-3.365938e-10,2.099569e-03,-3.365938e-10,-2.500000e-08,8.554802e-11
0.071258,-0.290922,9.580998,9.290075,9.290075e-03,-7.367163e-03,-2.500000e-08,8.730511e-11,1.930164e-03,-3.422771e-10,1.930164e-03,-3.422771e-10,-2.500000e-08,8.730511e-11
0.071267,-0.288706,9.578154,9.289448,9.289448e-03,-7.524837e-03,-2.500000e-08,8.904806e-11,1.771536e-03,-3.479819e-10,1.771536e-03,-3.479819e-10,-2.500000e-08,8.904806e-11
0.071275,-0.286446,9.575255,9.288809,9.288809e-03,-7.672138e-03,-2.500000e-08,9.077742e-11,1.623270e-03,-3.537046e-10,1.623270e-03,-3.537046e-10,-2.500000e-08,9.077742e-11
0.071283,-0.284144,9.572302,9.288158,9.288158e-03,-7.809491e-03,-2.500000e-08,9.249372e-11,1.484944e-03,-3.594414e-10,1.484944e-03,-3.594414e-10,-2.500000e-08,9.249372e-11
0.071292,-0.281798,9.569295,9.287497,9.287497e-03,-7.937324e-03,-2.500000e-08,9.419752e-11,1.356131e-03,-3.651884e-10,1.356131e-03,-3.651884e-10,-2.500000e-08,9.419752e-11
0.071300,-0.279409,9.566234,9.286825,9.286825e-03,-8.056068e-03,-2.500000e-08,9.588937e-11,1.236401e-03,-3.709420e-10,1.236401e-03,-3.709420e-10,-2.500000e-08,9.588937e-11
0.071308,-0.276976,9.563121,9.286145,9.286145e-03,-8.166155e-03,-2.500000e-08,9.756982e-11,1.125325e-03,-3.766984e-10,1.125325e-03,-3.766984e-10,-2.500000e-08,9.756982e-11
0.071317,-0.274498,9.559954,9.285456,9.285456e-03,-8.268016e-03,-2.500000e-08,9.923944e-11,1.022473e-03,-3.824541e-10,1.022473e-03,-3.824541e-10,-2.500000e-08,9.923944e-11
0.071325,-0.271976,9.556735,9.284759,9.284759e-03,-8.362078e-03,-2.500000e-08,1.008988e-10,9.274192e-04,-3.882054e-10,9.274192e-04,-3.882054e-10,-2.500000e-08,1.008988e-10
0.071333,-0.269409,9.553464,9.284055,9.284055e-03,-8.448763e-03,-2.500000e-08,1.025483e-10,8.397424e-04,-3.939488e-10,8.397424e-04,-3.939488e-10,-2.500000e-08,1.025483e-10
0.071342,-0.266797,9.550141,9.283344,9.283344e-03,-8.528489e-03,-2.500000e-08,1.041887e-10,7.590272e-04,-3.996811e-10,7.590272e-04,-3.996811e-10,-2.500000e-08,1.041887e-10
0.071350,-0.264139,9.546766,9.282627,9.282627e-03,-8.601664e-03,-2.500000e-08,1.058204e-10,6.848662e-04,-4.053989e-10,6.848662e-04,-4.053989e-10,-2.500000e-08,1.058204e-10
0.071358,-0.261436,9.543341,9.281905,9.281905e-03,-8.668687e-03,-2.500000e-08,1.074439e-10,6.168612e-04,-4.110990e-10,6.168612e-04,-4.110990e-10,-2.500000e-08,1.074439e-10
0.071367,-0.258687,9.539864,9.281177,9.281177e-03,-8.729947e-03,-2.500000e-08,1.090598e-10,5.546243e-04,-4.167785e-10,5.546243e-04,-4.167785e-10,-2.500000e-08,1.090598e-10
0.071375,-0.255891,9.536337,9.280445,9.280445e-03,-8.785820e-03,-2.500000e-08,1.106684e-10,4.977793e-04,-4.224343e-10,4.977793e-04,-4.224343e-10,-2.500000e-08,1.106684e-10
0.071383,-0.253050,9.532759,9.279709,9.279709e-03,-8.836672e-03,-2.500000e-08,1.122704e-10,4.459624e-04,-4.280637e-10,4.459624e-04,-4.280637e-10,-2.500000e-08,1.122704e-10
0.071392,-0.250162,9.529131,9.278969,9.278969e-03,-8.882853e-03,-2.500000e-08,1.138660e-10,3.988232e-04,-4.336641e-10,3.988232e-04,-4.336641e-10,-2.500000e-08,1.138660e-10
0.071400,-0.247228,9.525453,9.278225,9.278225e-03,-8.924700e-03,-2.500000e-08,1.154559e-10,3.560251e-04,-4.392329e-10,3.560251e-04,-4.392329e-10,-2.500000e-08,1.154559e-10
0.071408,-0.244247,9.521725,9.277478,9.277478e-03,-8.962536e-03,-2.500000e-08,1.170403e-10,3.172463e-04,-4.447678e-10,3.172463e-04,-4.447678e-10,-2.500000e-08,1.170403e-10
0.071417,-0.241220,9.517948,9.276728,9.276728e-03,-8.996667e-03,-2.500000e-08,1.186197e-10,2.821800e-04,-4.502667e-10,2.821800e-04,-4.502667e-10,-2.500000e-08,1.186197e-10
0.071425,-0.238145,9.514121,9.275976,9.275976e-03,-9.027386e-03,-2.500000e-08,1.201944e-10,2.505346e-04,-4.557273e-10,2.505346e-04,-4.557273e-10,-2.500000e-08,1.201944e-10
0.071433,-0.235024,9.510245,9.275222,9.275222e-03,-9.054968e-03,-2.500000e-08,1.217649e-10,2.220339e-04,-4.611478e-10,2.220339e-04,-4.611478e-10,-2.500000e-08,1.217649e-10
0.071442,-0.231855,9.506320,9.274465,9.274465e-03,-9.079675e-03,-2.500000e-08,1.233314e-10,1.964172e-04,-4.665265e-10,1.964172e-04,-4.665265e-10,-2.500000e-08,1.233314e-10
0.071450,-0.228639,9.502346,9.273706,9.273706e-03,-9.101752e-03,-2.500000e-08,1.248942e-10,1.734390e-04,-4.718616e-10,1.734390e-04,-4.718616e-10,-2.500000e-08,1.248942e-10
0.071458,-0.225376,9.498323,9.272946,9.272946e-03,-9.121428e-03,-2.500000e-08,1.264537e-10,1.528691e-04,-4.771517e-10,1.528691e-04,-4.771517e-10,-2.500000e-08,1.264537e-10
0.071467,-0.222066,9.494251,9.272185,9.272185e-03,-9.138919e-03,-2.500000e-08,1.280101e-10,1.344924e-04,-4.823954e-10,1.344924e-04,-4.823954e-10,-2.500000e-08,1.280101e-10
0.071475,-0.218709,9.490131,9.271422,9.271422e-03,-9.154426e-03,-2.500000e-08,1.295638e-10,1.181081e-04,-4.875915e-10,1.181081e-04,-4.875915e-10,-2.500000e-08,1.295638e-10
0.071483,-0.215304,9.485962,9.270658,9.270658e-03,-9.168135e-03,-2.500000e-08,1.311148e-10,1.035295e-04,-4.927388e-10,1.035295e-04,-4.927388e-10,-2.500000e-08,1.311148e-10
0.071492,-0.211852,9.481745,9.269893,9.269893e-03,-9.180218e-03,-2.500000e-08,1.326635e-10,9.058389e-05,-4.978364e-10,9.058389e-05,-4.978364e-10,-2.500000e-08,1.326635e-10
0.071500,-0.208352,9.477479,9.269127,9.269127e-03,-9.190835e-03,-2.500000e-08,1.342100e-10,7.911140e-05,-5.028834e-10,7.911140e-05,-5.028834e-10,-2.500000e-08,1.342100e-10
0.071508,-0.204805,9.473166,9.268360,9.268360e-03,-9.200133e-03,-2.500000e-08,1.357545e-10,6.896487e-05,-5.078789e-10,6.896487e-05,-5.078789e-10,-2.500000e-08,1.357545e-10
0.071517,-0.201211,9.468804,9.267593,9.267593e-03,-9.208246e-03,-2.500000e-08,1.372973e-10,6.000905e-05,-5.128224e-10,6.000905e-05,-5.128224e-10,-2.500000e-08,1.372973e-10
0.071525,-0.197569,9.464394,9.266825,9.266825e-03,-9.215299e-03,-2.500000e-08,1.388384e-10,5.212006e-05,-5.177133e-10,5.212006e-05,-5.177133e-10,-2.500000e-08,1.388384e-10
0.071533,-0.193880,9.459936,9.266056,9.266056e-03,-9.221404e-03,-2.500000e-08,1.403780e-10,4.518473e-05,-5.225510e-10,4.518473e-05,-5.225510e-10,-2.500000e-08,1.403780e-10
0.071542,-0.190143,9.455431,9.265288,9.265288e-03,-9.226663e-03,-2.500000e-08,1.419163e-10,3.909996e-05,-5.273352e-10,3.909996e-05,-5.273352e-10,-2.500000e-08,1.419163e-10
0.071550,-0.186359,9.450878,9.264518,9.264518e-03,-9.231171e-03,-2.500000e-08,1.434533e-10,3.377210e-05,-5.320656e-10,3.377210e-05,-5.320656e-10,-2.500000e-08,1.434533e-10
0.071558,-0.182528,9.446277,9.263749,9.263749e-03,-9.235011e-03,-2.500000e-08,1.449891e-10,2.911628e-05,-5.367420e-10,2.911628e-05,-5.367420e-10,-2.500000e-08,1.449891e-10
0.071567,-0.178649,9.441628,9.262979,9.262979e-03,-9.238261e-03,-2.500000e-08,1.465240e-10,2.505583e-05,-5.413641e-10,2.505583e-05,-5.413641e-10,-2.500000e-08,1.465240e-10
0.071575,-0.174723,9.436932,9.262209,9.262209e-03,-9.240988e-03,-2.500000e-08,1.480578e-10,2.152163e-05,-5.459318e-10,2.152163e-05,-5.459318e-10,-2.500000e-08,1.480578e-10
0.071583,-0.170749,9.432188,9.261439,9.261439e-03,-9.243254e-03,-2.500000e-08,1.495908e-10,1.845158e-05,-5.504452e-10,1.845158e-05,-5.504452e-10,-2.500000e-08,1.495908e-10
0.071592,-0.166728,9.427396,9.260668,9.260668e-03,-9.245116e-03,-2.500000e-08,1.511229e-10,1.578999e-05,-5.549042e-10,1.578999e-05,-5.549042e-10,-2.500000e-08,1.511229e-10
0.071600,-0.162660,9.422558,9.259898,9.259898e-03,-9.246622e-03,-2.500000e-08,1.526543e-10,1.348707e-05,-5.593089e-10,1.348707e-05,-5.593089e-10,-2.500000e-08,1.526543e-10
0.071608,-0.158545,9.417672,9.259127,9.259127e-03,-9.247816e-03,-2.500000e-08,1.541850e-10,1.149841e-05,-5.636593e-10,1.149841e-05,-5.636593e-10,-2.500000e-08,1.541850e-10
0.071617,-0.154382,9.412738,9.258356,9.258356e-03,-9.248739e-03,-2.500000e-08,1.557151e-10,9.784502e-06,-5.679557e-10,9.784502e-06,-5.679557e-10,-2.500000e-08,1.557151e-10
0.071625,-0.150172,9.407758,9.257585,9.257585e-03,-9.249424e-03,-2.500000e-08,1.572445e-10,8.310279e-06,-5.721983e-10,8.310279e-06,-5.721983e-10,-2.500000e-08,1.572445e-10
0.071633,-0.145915,9.402730,9.256815,9.256815e-03,-9.249902e-03,-2.500000e-08,1.587734e-10,7.044703e-06,-5.763871e-10,7.044703e-06,-5.763871e-10,-2.500000e-08,1.587734e-10
0.071642,-0.141611,9.397655,9.256044,9.256044e-03,-9.250202e-03,-2.500000e-08,1.603017e-10,5.960367e-06,-5.805226e-10,5.960367e-06,-5.805226e-10,-2.500000e-08,1.603017e-10
0.071650,-0.137260,9.392533,9.255273,9.255273e-03,-9.250345e-03,-2.500000e-08,1.618295e-10,5.033126e-06,-5.846049e-10,5.033126e-06,-5.846049e-10,-2.500000e-08,1.618295e-10
0.071658,-0.132862,9.387364,9.254502,9.254502e-03,-9.250355e-03,-2.500000e-08,1.633567e-10,4.241762e-06,-5.886344e-10,4.241762e-06,-5.886344e-10,-2.500000e-08,1.633567e-10
0.071667,-0.128417,9.382148,9.253731,9.253731e-03,-9.250249e-03,-2.500000e-08,1.648836e-10,3.567674e-06,-5.926115e-10,3.567674e-06,-5.926115e-10,-2.500000e-08,1.648836e-10
0.071675,-0.123925,9.376885,9.252960,9.252960e-03,-9.250042e-03,-2.500000e-08,1.664099e-10,2.994594e-06,-5.965363e-10,2.994594e-06,-5.965363e-10,-2.500000e-08,1.664099e-10
