time,V1,V2,V3,I_R,I_C,I_D1_res,I_D1_cap,I_D2_res,I_D2_cap,I_D3_res,I_D3_cap,I_D4_res,I_D4_cap
0.000000,-0.000000,0.000000,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000008,-0.015708,0.015708,0.000000,0.000000e+00,0.000000e+00,-1.138437e-08,-1.884952e-09,2.090311e-08,1.884952e-09,2.090311e-08,1.884952e-09,-1.138437e-08,-1.884952e-09
0.000017,-0.031416,0.031416,0.000000,2.431513e-12,2.917815e-08,-1.758454e-08,-1.864135e-09,5.928333e-08,1.906445e-09,5.928333e-08,1.906445e-09,-1.758454e-08,-1.864135e-09
0.000025,-0.047123,0.047123,0.000000,9.804979e-12,8.848160e-08,-2.096128e-08,-1.843973e-09,1.297519e-07,1.928672e-09,1.297519e-07,1.928672e-09,-2.096128e-08,-1.843973e-09
0.000033,-0.062830,0.062830,0.000000,2.651063e-11,2.004678e-07,-2.280033e-08,-1.824433e-09,2.591334e-07,1.951677e-09,2.591334e-07,1.951677e-09,-2.280033e-08,-1.824433e-09
0.000042,-0.078537,0.078537,0.000000,6.048935e-11,4.077446e-07,-2.380193e-08,-1.805482e-09,4.966728e-07,1.975507e-09,4.966728e-07,1.975507e-09,-2.380193e-08,-1.805482e-09
0.000050,-0.094242,0.094242,0.000000,1.262544e-10,7.891804e-07,-2.434744e-08,-1.787090e-09,9.327688e-07,2.000214e-09,9.327688e-07,2.000214e-09,-2.434744e-08,-1.787090e-09
0.000058,-0.109947,0.109947,0.000000,2.504130e-10,1.489903e-06,-2.464456e-08,-1.769231e-09,1.733357e-06,2.025854e-09,1.733357e-06,2.025854e-09,-2.464456e-08,-1.769231e-09
0.000067,-0.125650,0.125651,0.000000,4.817872e-10,2.776491e-06,-2.480639e-08,-1.751880e-09,3.203006e-06,2.052488e-09,3.203006e-06,2.052488e-09,-2.480639e-08,-1.751880e-09
0.000075,-0.141352,0.141353,0.000001,9.099801e-10,5.138315e-06,-2.489453e-08,-1.735013e-09,5.900693e-06,2.080180e-09,5.900693e-06,2.080180e-09,-2.489453e-08,-1.735013e-09
0.000083,-0.157053,0.157055,0.000002,1.699441e-09,9.473526e-06,-2.494254e-08,-1.718614e-09,1.085221e-05,2.109000e-09,1.085221e-05,2.109000e-09,-2.494254e-08,-1.718614e-09
0.000092,-0.172752,0.172755,0.000003,3.151960e-09,1.743024e-05,-2.496870e-08,-1.702666e-09,1.993976e-05,2.139020e-09,1.993976e-05,2.139020e-09,-2.496870e-08,-1.702666e-09
0.000100,-0.188448,0.188454,0.000006,5.821314e-09,3.203224e-05,-2.498295e-08,-1.687164e-09,3.661640e-05,2.170311e-09,3.661640e-05,2.170311e-09,-2.498295e-08,-1.687164e-09
0.000108,-0.204141,0.204152,0.000011,1.072348e-08,5.882601e-05,-2.499071e-08,-1.672112e-09,6.721533e-05,2.202938e-09,6.721533e-05,2.202938e-09,-2.499071e-08,-1.672112e-09
0.000117,-0.219831,0.219850,0.000020,1.972197e-08,1.079819e-04,-2.499494e-08,-1.657536e-09,1.233478e-04,2.236948e-09,1.233478e-04,2.236948e-09,-2.499494e-08,-1.657536e-09
0.000125,-0.235514,0.235550,0.000036,3.623351e-08,1.981385e-04,-2.499724e-08,-1.643497e-09,2.262880e-04,2.272341e-09,2.262880e-04,2.272341e-09,-2.499724e-08,-1.643497e-09
0.000133,-0.251188,0.251255,0.000067,6.651871e-08,3.634224e-04,-2.499850e-08,-1.630122e-09,4.149718e-04,2.309028e-09,4.149718e-04,2.309028e-09,-2.499850e-08,-1.630122e-09
0.000142,-0.266847,0.266969,0.000122,1.220368e-07,6.662171e-04,-2.499918e-08,-1.617654e-09,7.605225e-04,2.346740e-09,7.605225e-04,2.346740e-09,-2.499918e-08,-1.617654e-09
0.000150,-0.282481,0.282705,0.000224,2.237229e-07,1.220233e-03,-2.499956e-08,-1.606543e-09,1.392413e-03,2.384859e-09,1.392413e-03,2.384859e-09,-2.499956e-08,-1.606543e-09
0.000158,-0.298069,0.298479,0.000410,4.096952e-07,2.231668e-03,-2.499976e-08,-1.597615e-09,2.544874e-03,2.422116e-09,2.544874e-03,2.422116e-09,-2.499976e-08,-1.597615e-09
0.000167,-0.313578,0.314327,0.000749,7.489393e-07,4.070929e-03,-2.499987e-08,-1.592349e-09,4.636880e-03,2.456036e-09,4.636880e-03,2.456036e-09,-2.499987e-08,-1.592349e-09
0.000175,-0.328946,0.330310,0.001365,1.364944e-06,7.392054e-03,-2.499993e-08,-1.593347e-09,8.402484e-03,2.481987e-09,8.402484e-03,2.481987e-09,-2.499993e-08,-1.593347e-09
0.000183,-0.344063,0.346537,0.002474,2.474433e-06,1.331388e-02,-2.499996e-08,-1.605023e-09,1.507957e-02,2.491658e-09,1.507957e-02,2.491658e-09,-2.499996e-08,-1.605023e-09
0.000192,-0.358747,0.363191,0.004445,4.444503e-06,2.364083e-02,-2.499998e-08,-1.634426e-09,2.661237e-02,2.471036e-09,2.661237e-02,2.471036e-09,-2.499998e-08,-1.634426e-09
0.000200,-0.372705,0.380564,0.007859,7.859008e-06,4.097407e-02,-2.499999e-08,-1.691550e-09,4.566512e-02,2.398901e-09,4.566512e-02,2.398901e-09,-2.499999e-08,-1.691550e-09
0.000208,-0.385520,0.399070,0.013550,1.354997e-05,6.829151e-02,-2.500000e-08,-1.787473e-09,7.497218e-02,2.249116e-09,7.497218e-02,2.249116e-09,-2.500000e-08,-1.787473e-09
0.000217,-0.396704,0.419202,0.022499,2.249865e-05,1.073842e-01,-2.500000e-08,-1.927981e-09,1.155540e-01,2.002173e-09,1.155540e-01,2.002173e-09,-2.500000e-08,-1.927981e-09
0.000225,-0.405842,0.441371,0.035529,3.552930e-05,1.563679e-01,-2.500000e-08,-2.103874e-09,1.645554e-01,1.665937e-09,1.645554e-01,1.665937e-09,-2.500000e-08,-2.103874e-09
0.000233,-0.412793,0.465719,0.052925,5.292540e-05,2.087531e-01,-2.500000e-08,-2.288072e-09,2.153270e-01,1.286790e-09,2.153270e-01,1.286790e-09,-2.500000e-08,-2.288072e-09
0.000242,-0.417749,0.492053,0.074303,7.430338e-05,2.565358e-01,-2.500000e-08,-2.448785e-09,2.608331e-01,9.284707e-10,2.608331e-01,9.284707e-10,-2.500000e-08,-2.448785e-09
0.000250,-0.421112,0.519971,0.098859,9.885886e-05,2.946658e-01,-2.500000e-08,-2.567269e-09,2.970707e-01,6.354984e-10,2.970707e-01,6.354984e-10,-2.500000e-08,-2.567269e-09
0.000258,-0.423319,0.549036,0.125717,1.257175e-04,3.223033e-01,-2.500000e-08,-2.641977e-09,3.235429e-01,4.195063e-10,3.235429e-01,4.195063e-10,-2.500000e-08,-2.641977e-09
0.000267,-0.424736,0.578881,0.154145,1.541449e-04,3.411290e-01,-2.500000e-08,-2.681092e-09,3.417786e-01,2.705398e-10,3.417786e-01,2.705398e-10,-2.500000e-08,-2.681092e-09
0.000275,-0.425634,0.609235,0.183601,1.836008e-04,3.534707e-01,-2.500000e-08,-2.694837e-09,3.538631e-01,1.718825e-10,3.538631e-01,1.718825e-10,-2.500000e-08,-2.694837e-09
0.000283,-0.426198,0.639913,0.213715,2.137149e-04,3.613696e-01,-2.500000e-08,-2.691845e-09,3.616682e-01,1.081002e-10,3.616682e-01,1.081002e-10,-2.500000e-08,-2.691845e-09
0.000292,-0.426550,0.670793,0.244243,2.442434e-04,3.663422e-01,-2.500000e-08,-2.678365e-09,3.666200e-01,6.744825e-11,3.666200e-01,6.744825e-11,-2.500000e-08,-2.678365e-09
0.000300,-0.426767,0.701797,0.275029,2.750292e-04,3.694294e-01,-2.500000e-08,-2.658592e-09,3.697175e-01,4.175480e-11,3.697175e-01,4.175480e-11,-2.500000e-08,-2.658592e-09
0.000308,-0.426901,0.732873,0.305972,3.059723e-04,3.713172e-01,-2.500000e-08,-2.635226e-09,3.716281e-01,2.559331e-11,3.716281e-01,2.559331e-11,-2.500000e-08,-2.635226e-09
0.000317,-0.426981,0.763991,0.337010,3.370096e-04,3.724474e-01,-2.500000e-08,-2.609962e-09,3.727863e-01,1.545270e-11,3.727863e-01,1.545270e-11,-2.500000e-08,-2.609962e-09
0.000325,-0.427028,0.795130,0.368101,3.681013e-04,3.731008e-01,-2.500000e-08,-2.583846e-09,3.734695e-01,9.095114e-12,3.734695e-01,9.095114e-12,-2.500000e-08,-2.583846e-09
0.000333,-0.427055,0.826277,0.399223,3.992225e-04,3.734542e-01,-2.500000e-08,-2.557512e-09,3.738537e-01,5.106873e-12,3.738537e-01,5.106873e-12,-2.500000e-08,-2.557512e-09
0.000342,-0.427068,0.857426,0.430357,4.303574e-04,3.736189e-01,-2.500000e-08,-2.531336e-09,3.740494e-01,2.599689e-12,3.740494e-01,2.599689e-12,-2.500000e-08,-2.531336e-09
0.000350,-0.427074,0.888570,0.461496,4.614961e-04,3.736644e-01,-2.500000e-08,-2.505537e-09,3.741260e-01,1.017222e-12,3.741260e-01,1.017222e-12,-2.500000e-08,-2.505537e-09
0.000358,-0.427074,0.919706,0.492632,4.926323e-04,3.736342e-01,-2.500000e-08,-2.480238e-09,3.741268e-01,1.171338e-14,3.741268e-01,1.171338e-14,-2.500000e-08,-2.480238e-09
0.000367,-0.427070,0.950832,0.523762,5.237619e-04,3.735553e-01,-2.500000e-08,-2.455499e-09,3.740791e-01,-6.339575e-13,3.740791e-01,-6.339575e-13,-2.500000e-08,-2.455499e-09
0.000375,-0.427065,0.981947,0.554882,5.548823e-04,3.734447e-01,-2.500000e-08,-2.431349e-09,3.739997e-01,-1.055254e-12,3.739997e-01,-1.055254e-12,-2.500000e-08,-2.431349e-09
0.000383,-0.427058,1.013050,0.585992,5.859917e-04,3.733130e-01,-2.500000e-08,-2.407791e-09,3.738990e-01,-1.336661e-12,3.738990e-01,-1.336661e-12,-2.500000e-08,-2.407791e-09
0.000392,-0.427050,1.044139,0.617089,6.170890e-04,3.731667e-01,-2.500000e-08,-2.384820e-09,3.737838e-01,-1.530855e-12,3.737838e-01,-1.530855e-12,-2.500000e-08,-2.384820e-09
0.000400,-0.427041,1.075215,0.648173,6.481731e-04,3.730099e-01,-2.500000e-08,-2.362421e-09,3.736581e-01,-1.670682e-12,3.736581e-01,-1.670682e-12,-2.500000e-08,-2.362421e-09
0.000408,-0.427032,1.106276,0.679244,6.792436e-04,3.728452e-01,-2.500000e-08,-2.340577e-09,3.735245e-01,-1.776618e-12,3.735245e-01,-1.776618e-12,-2.500000e-08,-2.340577e-09
0.000417,-0.427022,1.137322,0.710300,7.102997e-04,3.726742e-01,-2.500000e-08,-2.319268e-09,3.733846e-01,-1.861433e-12,3.733846e-01,-1.861433e-12,-2.500000e-08,-2.319268e-09
0.000425,-0.427012,1.168354,0.741341,7.413412e-04,3.724979e-01,-2.500000e-08,-2.298473e-09,3.732393e-01,-1.933086e-12,3.732393e-01,-1.933086e-12,-2.500000e-08,-2.298473e-09
0.000433,-0.427002,1.199370,0.772368,7.723676e-04,3.723169e-01,-2.500000e-08,-2.278173e-09,3.730893e-01,-1.996543e-12,3.730893e-01,-1.996543e-12,-2.500000e-08,-2.278173e-09
0.000442,-0.426991,1.230370,0.803379,8.033786e-04,3.721316e-01,-2.500000e-08,-2.258349e-09,3.729350e-01,-2.054902e-12,3.729350e-01,-2.054902e-12,-2.500000e-08,-2.258349e-09
0.000450,-0.426980,1.261354,0.834374,8.343738e-04,3.719422e-01,-2.500000e-08,-2.238980e-09,3.727766e-01,-2.110093e-12,3.727766e-01,-2.110093e-12,-2.500000e-08,-2.238980e-09
0.000458,-0.426969,1.292322,0.865353,8.653529e-04,3.717489e-01,-2.500000e-08,-2.220050e-09,3.726143e-01,-2.163322e-12,3.726143e-01,-2.163322e-12,-2.500000e-08,-2.220050e-09
0.000467,-0.426958,1.323273,0.896316,8.963155e-04,3.715518e-01,-2.500000e-08,-2.201541e-09,3.724481e-01,-2.215342e-12,3.724481e-01,-2.215342e-12,-2.500000e-08,-2.201541e-09
0.000475,-0.426946,1.354207,0.927261,9.272614e-04,3.713509e-01,-2.500000e-08,-2.183437e-09,3.722782e-01,-2.266622e-12,3.722782e-01,-2.266622e-12,-2.500000e-08,-2.183437e-09
0.000483,-0.426934,1.385124,0.958190,9.581903e-04,3.711463e-01,-2.500000e-08,-2.165722e-09,3.721045e-01,-2.317456e-12,3.721045e-01,-2.317456e-12,-2.500000e-08,-2.165722e-09
0.000492,-0.426921,1.416023,0.989102,9.891018e-04,3.709380e-01,-2.500000e-08,-2.148381e-09,3.719272e-01,-2.368027e-12,3.719272e-01,-2.368027e-12,-2.500000e-08,-2.148381e-09
0.000500,-0.426909,1.446904,1.019996,1.019996e-03,3.707260e-01,-2.500000e-08,-2.131400e-09,3.717461e-01,-2.418450e-12,3.717461e-01,-2.418450e-12,-2.500000e-08,-2.131400e-09
0.000508,-0.426896,1.477767,1.050871,1.050871e-03,3.705104e-01,-2.500000e-08,-2.114766e-09,3.715613e-01,-2.468799e-12,3.715613e-01,-2.468799e-12,-2.500000e-08,-2.114766e-09
0.000517,-0.426883,1.508612,1.081729,1.081729e-03,3.702911e-01,-2.500000e-08,-2.098466e-09,3.713729e-01,-2.519116e-12,3.713729e-01,-2.519116e-12,-2.500000e-08,-2.098466e-09
0.000525,-0.426869,1.539438,1.112568,1.112568e-03,3.700682e-01,-2.500000e-08,-2.082489e-09,3.711808e-01,-2.569433e-12,3.711808e-01,-2.569433e-12,-2.500000e-08,-2.082489e-09
0.000533,-0.426856,1.570244,1.143388,1.143388e-03,3.698416e-01,-2.500000e-08,-2.066822e-09,3.709851e-01,-2.619767e-12,3.709851e-01,-2.619767e-12,-2.500000e-08,-2.066822e-09
0.000542,-0.426842,1.601031,1.174189,1.174189e-03,3.696114e-01,-2.500000e-08,-2.051455e-09,3.707856e-01,-2.670129e-12,3.707856e-01,-2.670129e-12,-2.500000e-08,-2.051455e-09
0.000550,-0.426828,1.631798,1.204971,1.204971e-03,3.693775e-01,-2.500000e-08,-2.036378e-09,3.705826e-01,-2.720527e-12,3.705826e-01,-2.720527e-12,-2.500000e-08,-2.036378e-09
0.000558,-0.426813,1.662546,1.235732,1.235732e-03,3.691400e-01,-2.500000e-08,-2.021580e-09,3.703758e-01,-2.770968e-12,3.703758e-01,-2.770968e-12,-2.500000e-08,-2.021580e-09
0.000567,-0.426799,1.693272,1.266474,1.266474e-03,3.688989e-01,-2.500000e-08,-2.007052e-09,3.701654e-01,-2.821454e-12,3.701654e-01,-2.821454e-12,-2.500000e-08,-2.007052e-09
0.000575,-0.426784,1.723979,1.297195,1.297195e-03,3.686541e-01,-2.500000e-08,-1.992786e-09,3.699514e-01,-2.871987e-12,3.699514e-01,-2.871987e-12,-2.500000e-08,-1.992786e-09
0.000583,-0.426768,1.754664,1.327896,1.327896e-03,3.684057e-01,-2.500000e-08,-1.978772e-09,3.697337e-01,-2.922571e-12,3.697337e-01,-2.922571e-12,-2.500000e-08,-1.978772e-09
0.000592,-0.426753,1.785328,1.358575,1.358575e-03,3.681537e-01,-2.500000e-08,-1.965002e-09,3.695123e-01,-2.973207e-12,3.695123e-01,-2.973207e-12,-2.500000e-08,-1.965002e-09
0.000600,-0.426737,1.815970,1.389233,1.389233e-03,3.678980e-01,-2.500000e-08,-1.951469e-09,3.692874e-01,-3.023895e-12,3.692874e-01,-3.023895e-12,-2.500000e-08,-1.951469e-09
0.000608,-0.426721,1.846591,1.419870,1.419870e-03,3.676388e-01,-2.500000e-08,-1.938164e-09,3.690587e-01,-3.074638e-12,3.690587e-01,-3.074638e-12,-2.500000e-08,-1.938164e-09
0.000617,-0.426705,1.877189,1.450484,1.450484e-03,3.673759e-01,-2.500000e-08,-1.925082e-09,3.688265e-01,-3.125437e-12,3.688265e-01,-3.125437e-12,-2.500000e-08,-1.925082e-09
0.000625,-0.426688,1.907765,1.481077,1.481077e-03,3.671094e-01,-2.500000e-08,-1.912214e-09,3.685906e-01,-3.176292e-12,3.685906e-01,-3.176292e-12,-2.500000e-08,-1.912214e-09
0.000633,-0.426672,1.938318,1.511647,1.511647e-03,3.668393e-01,-2.500000e-08,-1.899555e-09,3.683510e-01,-3.227205e-12,3.683510e-01,-3.227205e-12,-2.500000e-08,-1.899555e-09
0.000642,-0.426655,1.968848,1.542194,1.542194e-03,3.665656e-01,-2.500000e-08,-1.887097e-09,3.681079e-01,-3.278177e-12,3.681079e-01,-3.278177e-12,-2.500000e-08,-1.887097e-09
0.000650,-0.426637,1.999355,1.572718,1.572718e-03,3.662883e-01,-2.500000e-08,-1.874836e-09,3.678611e-01,-3.329209e-12,3.678611e-01,-3.329209e-12,-2.500000e-08,-1.874836e-09
0.000658,-0.426620,2.029838,1.603219,1.603219e-03,3.660073e-01,-2.500000e-08,-1.862765e-09,3.676107e-01,-3.380301e-12,3.676107e-01,-3.380301e-12,-2.500000e-08,-1.862765e-09
0.000667,-0.426602,2.060297,1.633695,1.633695e-03,3.657228e-01,-2.500000e-08,-1.850878e-09,3.673566e-01,-3.431456e-12,3.673566e-01,-3.431456e-12,-2.500000e-08,-1.850878e-09
0.000675,-0.426584,2.090732,1.664148,1.664148e-03,3.654347e-01,-2.500000e-08,-1.839171e-09,3.670989e-01,-3.482674e-12,3.670989e-01,-3.482674e-12,-2.500000e-08,-1.839171e-09
0.000683,-0.426565,2.121142,1.694577,1.694577e-03,3.651430e-01,-2.500000e-08,-1.827638e-09,3.668377e-01,-3.533956e-12,3.668377e-01,-3.533956e-12,-2.500000e-08,-1.827638e-09
0.000692,-0.426547,2.151527,1.724981,1.724981e-03,3.648477e-01,-2.500000e-08,-1.816274e-09,3.665728e-01,-3.585303e-12,3.665728e-01,-3.585303e-12,-2.500000e-08,-1.816274e-09
0.000700,-0.426528,2.181888,1.755360,1.755360e-03,3.645488e-01,-2.500000e-08,-1.805074e-09,3.663043e-01,-3.636717e-12,3.663043e-01,-3.636717e-12,-2.500000e-08,-1.805074e-09
0.000708,-0.426508,2.212222,1.785714,1.785714e-03,3.642463e-01,-2.500000e-08,-1.794034e-09,3.660321e-01,-3.688198e-12,3.660321e-01,-3.688198e-12,-2.500000e-08,-1.794034e-09
0.000717,-0.426489,2.242531,1.816042,1.816042e-03,3.639402e-01,-2.500000e-08,-1.783150e-09,3.657564e-01,-3.739747e-12,3.657564e-01,-3.739747e-12,-2.500000e-08,-1.783150e-09
0.000725,-0.426469,2.272814,1.846345,1.846345e-03,3.636306e-01,-2.500000e-08,-1.772416e-09,3.654771e-01,-3.791366e-12,3.654771e-01,-3.791366e-12,-2.500000e-08,-1.772416e-09
0.000733,-0.426449,2.303070,1.876621,1.876621e-03,3.633174e-01,-2.500000e-08,-1.761830e-09,3.651941e-01,-3.843055e-12,3.651941e-01,-3.843055e-12,-2.500000e-08,-1.761830e-09
0.000742,-0.426429,2.333300,1.906871,1.906871e-03,3.630006e-01,-2.500000e-08,-1.751387e-09,3.649076e-01,-3.894816e-12,3.649076e-01,-3.894816e-12,-2.500000e-08,-1.751387e-09
0.000750,-0.426408,2.363503,1.937095,1.937095e-03,3.626803e-01,-2.500000e-08,-1.741084e-09,3.646175e-01,-3.946650e-12,3.646175e-01,-3.946650e-12,-2.500000e-08,-1.741084e-09
0.000758,-0.426387,2.393678,1.967291,1.967291e-03,3.623563e-01,-2.500000e-08,-1.730916e-09,3.643238e-01,-3.998558e-12,3.643238e-01,-3.998558e-12,-2.500000e-08,-1.730916e-09
0.000767,-0.426366,2.423826,1.997460,1.997460e-03,3.620289e-01,-2.500000e-08,-1.720881e-09,3.640265e-01,-4.050541e-12,3.640265e-01,-4.050541e-12,-2.500000e-08,-1.720881e-09
0.000775,-0.426345,2.453946,2.027601,2.027601e-03,3.616978e-01,-2.500000e-08,-1.710974e-09,3.637256e-01,-4.102600e-12,3.637256e-01,-4.102600e-12,-2.500000e-08,-1.710974e-09
0.000783,-0.426323,2.484038,2.057715,2.057715e-03,3.613632e-01,-2.500000e-08,-1.701193e-09,3.634211e-01,-4.154737e-12,3.634211e-01,-4.154737e-12,-2.500000e-08,-1.701193e-09
0.000792,-0.426301,2.514102,2.087801,2.087801e-03,3.610251e-01,-2.500000e-08,-1.691534e-09,3.631131e-01,-4.206952e-12,3.631131e-01,-4.206952e-12,-2.500000e-08,-1.691534e-09
0.000800,-0.426279,2.544137,2.117857,2.117857e-03,3.606834e-01,-2.500000e-08,-1.681995e-09,3.628014e-01,-4.259246e-12,3.628014e-01,-4.259246e-12,-2.500000e-08,-1.681995e-09
0.000808,-0.426257,2.574142,2.147886,2.147886e-03,3.603382e-01,-2.500000e-08,-1.672571e-09,3.624862e-01,-4.311621e-12,3.624862e-01,-4.311621e-12,-2.500000e-08,-1.672571e-09
0.000817,-0.426234,2.604119,2.177885,2.177885e-03,3.599894e-01,-2.500000e-08,-1.663262e-09,3.621675e-01,-4.364078e-12,3.621675e-01,-4.364078e-12,-2.500000e-08,-1.663262e-09
0.000825,-0.426211,2.634065,2.207855,2.207855e-03,3.596371e-01,-2.500000e-08,-1.654063e-09,3.618451e-01,-4.416618e-12,3.618451e-01,-4.416618e-12,-2.500000e-08,-1.654063e-09
0.000833,-0.426188,2.663982,2.237795,2.237795e-03,3.592813e-01,-2.500000e-08,-1.644972e-09,3.615192e-01,-4.469242e-12,3.615192e-01,-4.469242e-12,-2.500000e-08,-1.644972e-09
0.000842,-0.426164,2.693869,2.267705,2.267705e-03,3.589219e-01,-2.500000e-08,-1.635987e-09,3.611898e-01,-4.521952e-12,3.611898e-01,-4.521952e-12,-2.500000e-08,-1.635987e-09
0.000850,-0.426140,2.723725,2.297585,2.297585e-03,3.585590e-01,-2.500000e-08,-1.627104e-09,3.608568e-01,-4.574748e-12,3.608568e-01,-4.574748e-12,-2.500000e-08,-1.627104e-09
0.000858,-0.426116,2.753550,2.327434,2.327434e-03,3.581926e-01,-2.500000e-08,-1.618323e-09,3.605202e-01,-4.627632e-12,3.605202e-01,-4.627632e-12,-2.500000e-08,-1.618323e-09
0.000867,-0.426092,2.783344,2.357253,2.357253e-03,3.578227e-01,-2.500000e-08,-1.609639e-09,3.601801e-01,-4.680605e-12,3.601801e-01,-4.680605e-12,-2.500000e-08,-1.609639e-09
0.000875,-0.426067,2.813107,2.387040,2.387040e-03,3.574492e-01,-2.500000e-08,-1.601051e-09,3.598365e-01,-4.733667e-12,3.598365e-01,-4.733667e-12,-2.500000e-08,-1.601051e-09
0.000883,-0.426042,2.842838,2.416796,2.416796e-03,3.570723e-01,-2.500000e-08,-1.592557e-09,3.594893e-01,-4.786822e-12,3.594893e-01,-4.786822e-12,-2.500000e-08,-1.592557e-09
0.000892,-0.426017,2.872537,2.446520,2.446520e-03,3.566918e-01,-2.500000e-08,-1.584155e-09,3.591385e-01,-4.840068e-12,3.591385e-01,-4.840068e-12,-2.500000e-08,-1.584155e-09
0.000900,-0.425991,2.902204,2.476213,2.476213e-03,3.563078e-01,-2.500000e-08,-1.575842e-09,3.587843e-01,-4.893409e-12,3.587843e-01,-4.893409e-12,-2.500000e-08,-1.575842e-09
0.000908,-0.425966,2.931838,2.505873,2.505873e-03,3.559204e-01,-2.500000e-08,-1.567617e-09,3.584265e-01,-4.946845e-12,3.584265e-01,-4.946845e-12,-2.500000e-08,-1.567617e-09
0.000917,-0.425939,2.961440,2.535500,2.535500e-03,3.555294e-01,-2.500000e-08,-1.559477e-09,3.580651e-01,-5.000376e-12,3.580651e-01,-5.000376e-12,-2.500000e-08,-1.559477e-09
0.000925,-0.425913,2.991008,2.565095,2.565095e-03,3.551350e-01,-2.500000e-08,-1.551421e-09,3.577003e-01,-5.054006e-12,3.577003e-01,-5.054006e-12,-2.500000e-08,-1.551421e-09
0.000933,-0.425887,3.020543,2.594656,2.594656e-03,3.547371e-01,-2.500000e-08,-1.543447e-09,3.573319e-01,-5.107734e-12,3.573319e-01,-5.107734e-12,-2.500000e-08,-1.543447e-09
0.000942,-0.425860,3.050044,2.624184,2.624184e-03,3.543356e-01,-2.500000e-08,-1.535552e-09,3.569601e-01,-5.161562e-12,3.569601e-01,-5.161562e-12,-2.500000e-08,-1.535552e-09
0.000950,-0.425832,3.079511,2.653678,2.653678e-03,3.539308e-01,-2.500000e-08,-1.527737e-09,3.565847e-01,-5.215491e-12,3.565847e-01,-5.215491e-12,-2.500000e-08,-1.527737e-09
0.000958,-0.425805,3.108944,2.683139,2.683139e-03,3.535224e-01,-2.500000e-08,-1.519997e-09,3.562058e-01,-5.269523e-12,3.562058e-01,-5.269523e-12,-2.500000e-08,-1.519997e-09
0.000967,-0.425777,3.138342,2.712565,2.712565e-03,3.531106e-01,-2.500000e-08,-1.512333e-09,3.558234e-01,-5.323659e-12,3.558234e-01,-5.323659e-12,-2.500000e-08,-1.512333e-09
0.000975,-0.425749,3.167705,2.741956,2.741956e-03,3.526953e-01,-2.500000e-08,-1.504742e-09,3.554375e-01,-5.377900e-12,3.554375e-01,-5.377900e-12,-2.500000e-08,-1.504742e-09
0.000983,-0.425721,3.197033,2.771312,2.771312e-03,3.522765e-01,-2.500000e-08,-1.497224e-09,3.550481e-01,-5.432248e-12,3.550481e-01,-5.432248e-12,-2.500000e-08,-1.497224e-09
0.000992,-0.425692,3.226325,2.800633,2.800633e-03,3.518543e-01,-2.500000e-08,-1.489775e-09,3.546552e-01,-5.486703e-12,3.546552e-01,-5.486703e-12,-2.500000e-08,-1.489775e-09
0.001000,-0.425663,3.255582,2.829919,2.829919e-03,3.514287e-01,-2.500000e-08,-1.482396e-09,3.542588e-01,-5.541268e-12,3.542588e-01,-5.541268e-12,-2.500000e-08,-1.482396e-09
0.001008,-0.425634,3.284803,2.859169,2.859169e-03,3.509995e-01,-2.500000e-08,-1.475084e-09,3.538590e-01,-5.595942e-12,3.538590e-01,-5.595942e-12,-2.500000e-08,-1.475084e-09
0.001017,-0.425605,3.313988,2.888383,2.888383e-03,3.505670e-01,-2.500000e-08,-1.467838e-09,3.534556e-01,-5.650729e-12,3.534556e-01,-5.650729e-12,-2.500000e-08,-1.467838e-09
0.001025,-0.425575,3.343135,2.917561,2.917561e-03,3.501310e-01,-2.500000e-08,-1.460657e-09,3.530488e-01,-5.705629e-12,3.530488e-01,-5.705629e-12,-2.500000e-08,-1.460657e-09
0.001033,-0.425545,3.372246,2.946702,2.946702e-03,3.496916e-01,-2.500000e-08,-1.453540e-09,3.526386e-01,-5.760644e-12,3.526386e-01,-5.760644e-12,-2.500000e-08,-1.453540e-09
0.001042,-0.425514,3.401320,2.975806,2.975806e-03,3.492487e-01,-2.500000e-08,-1.446484e-09,3.522248e-01,-5.815774e-12,3.522248e-01,-5.815774e-12,-2.500000e-08,-1.446484e-09
0.001050,-0.425484,3.430356,3.004872,3.004872e-03,3.488025e-01,-2.500000e-08,-1.439490e-09,3.518076e-01,-5.871022e-12,3.518076e-01,-5.871022e-12,-2.500000e-08,-1.439490e-09
0.001058,-0.425453,3.459355,3.033902,3.033902e-03,3.483528e-01,-2.500000e-08,-1.432556e-09,3.513870e-01,-5.926389e-12,3.513870e-01,-5.926389e-12,-2.500000e-08,-1.432556e-09
0.001067,-0.425422,3.488315,3.062893,3.062893e-03,3.478997e-01,-2.500000e-08,-1.425680e-09,3.509629e-01,-5.981875e-12,3.509629e-01,-5.981875e-12,-2.500000e-08,-1.425680e-09
0.001075,-0.425390,3.517237,3.091847,3.091847e-03,3.474432e-01,-2.500000e-08,-1.418862e-09,3.505353e-01,-6.037484e-12,3.505353e-01,-6.037484e-12,-2.500000e-08,-1.418862e-09
