Time (s),Source Voltage (V),Node 1 Voltage (V),Node 2 Voltage (V),Resistor Voltage (V),Resistor Current (A),Diode Current (A)
0.004914,-2.572198,2.572198,2.572198,-0.000000,-2.857314e-14,1.532906e-13
0.004915,-2.545207,2.545207,2.545207,-0.000000,-1.720535e-14,4.747834e-14
0.004916,-2.518116,2.518116,2.518116,-0.000000,-1.275957e-14,1.015390e-14
0.004917,-2.490926,2.490926,2.490926,-0.000000,-1.703659e-14,0.000000e+00
0.004918,-2.463637,2.463637,2.463637,-0.000000,-2.728884e-14,0.000000e+00
0.004919,-2.436251,2.436251,2.436251,-0.000000,-2.738565e-14,0.000000e+00
0.004920,-2.408768,2.408768,2.408768,-0.000000,-2.748246e-14,0.000000e+00
0.004921,-2.381191,2.381191,2.381191,-0.000000,-2.757750e-14,0.000000e+00
0.004922,-2.353520,2.353520,2.353520,-0.000000,-2.767164e-14,0.000000e+00
0.004923,-2.325755,2.325755,2.325755,-0.000000,-2.776401e-14,0.000000e+00
0.004924,-2.297899,2.297899,2.297899,-0.000000,-2.785638e-14,0.000000e+00
0.004925,-2.269952,2.269952,2.269952,-0.000000,-2.794653e-14,0.000000e+00
0.004926,-2.241916,2.241916,2.241916,-0.000000,-2.803624e-14,0.000000e+00
0.004927,-2.213791,2.213791,2.213791,-0.000000,-2.812506e-14,0.000000e+00
0.004928,-2.185579,2.185579,2.185579,-0.000000,-2.821254e-14,0.000000e+00
0.004929,-2.157280,2.157280,2.157280,-0.000000,-2.829870e-14,0.000000e+00
0.004930,-2.128896,2.128896,2.128896,-0.000000,-2.838396e-14,0.000000e+00
0.004931,-2.100429,2.100429,2.100429,-0.000000,-2.846789e-14,0.000000e+00
0.004932,-2.071878,2.071878,2.071878,-0.000000,-2.855094e-14,0.000000e+00
0.004933,-2.043245,2.043245,2.043245,-0.000000,-2.863221e-14,0.000000e+00
0.004934,-2.014532,2.014532,2.014532,-0.000000,-2.871348e-14,0.000000e+00
0.004935,-1.985739,1.985739,1.985739,-0.000000,-2.879275e-14,0.000000e+00
0.004936,-1.956868,1.956868,1.956868,-0.000000,-2.887091e-14,0.000000e+00
0.004937,-1.927920,1.927920,1.927920,-0.000000,-2.894840e-14,0.000000e+00
0.004938,-1.898895,1.898895,1.898895,-0.000000,-2.902456e-14,0.000000e+00
0.004939,-1.869796,1.869796,1.869796,-0.000000,-2.909961e-14,0.000000e+00
0.004940,-1.840623,1.840623,1.840623,-0.000000,-2.917333e-14,0.000000e+00
0.004941,-1.811377,1.811377,1.811377,-0.000000,-2.924594e-14,0.000000e+00
0.004942,-1.782059,1.782059,1.782059,-0.000000,-2.931722e-14,0.000000e+00
0.004943,-1.752672,1.752672,1.752672,-0.000000,-2.938783e-14,0.000000e+00
0.004944,-1.723215,1.723215,1.723215,-0.000000,-2.945688e-14,0.000000e+00
0.004945,-1.693690,1.693690,1.693690,-0.000000,-2.952505e-14,0.000000e+00
0.004946,-1.664098,1.664098,1.664098,-0.000000,-2.959211e-14,0.000000e+00
0.004947,-1.634440,1.634440,1.634440,-0.000000,-2.965761e-14,0.000000e+00
0.004948,-1.604718,1.604718,1.604718,-0.000000,-2.972222e-14,0.000000e+00
0.004949,-1.574933,1.574933,1.574933,-0.000000,-2.978551e-14,0.000000e+00
0.004950,-1.545085,1.545085,1.545085,-0.000000,-2.984768e-14,0.000000e+00
0.004951,-1.515176,1.515176,1.515176,-0.000000,-2.990874e-14,0.000000e+00
0.004952,-1.485208,1.485208,1.485208,-0.000000,-2.996847e-14,0.000000e+00
0.004953,-1.455181,1.455181,1.455181,-0.000000,-3.002709e-14,0.000000e+00
0.004954,-1.425096,1.425096,1.425096,-0.000000,-3.008438e-14,0.000000e+00
0.004955,-1.394956,1.394956,1.394956,-0.000000,-3.014100e-14,0.000000e+00
0.004956,-1.364760,1.364760,1.364760,-0.000000,-3.019585e-14,0.000000e+00
0.004957,-1.334510,1.334510,1.334510,-0.000000,-3.024980e-14,0.000000e+00
0.004958,-1.304208,1.304208,1.304208,-0.000000,-3.030243e-14,0.000000e+00
0.004959,-1.273854,1.273854,1.273854,-0.000000,-3.035416e-14,0.000000e+00
0.004960,-1.243449,1.243449,1.243449,-0.000000,-3.040412e-14,0.000000e+00
0.004961,-1.212996,1.212996,1.212996,-0.000000,-3.045320e-14,0.000000e+00
0.004962,-1.182495,1.182495,1.182495,-0.000000,-3.050094e-14,0.000000e+00
0.004963,-1.151947,1.151947,1.151947,-0.000000,-3.054801e-14,0.000000e+00
0.004964,-1.121354,1.121354,1.121354,-0.000000,-3.059308e-14,0.000000e+00
0.004965,-1.090716,1.090716,1.090716,-0.000000,-3.063771e-14,0.000000e+00
0.004966,-1.060036,1.060036,1.060036,-0.000000,-3.068079e-14,0.000000e+00
0.004967,-1.029313,1.029313,1.029313,-0.000000,-3.072254e-14,0.000000e+00
0.004968,-0.998550,0.998550,0.998550,-0.000000,-3.076328e-14,0.000000e+00
0.004969,-0.967747,0.967747,0.967747,-0.000000,-3.080247e-14,0.000000e+00
0.004970,-0.936907,0.936907,0.936907,-0.000000,-3.084077e-14,0.000000e+00
0.004971,-0.906029,0.906029,0.906029,-0.000000,-3.087774e-14,0.000000e+00
0.004972,-0.875115,0.875115,0.875115,-0.000000,-3.091349e-14,0.000000e+00
0.004973,-0.844167,0.844167,0.844167,-0.000000,-3.094802e-14,0.000000e+00
0.004974,-0.813186,0.813186,0.813186,-0.000000,-3.098133e-14,0.000000e+00
0.004975,-0.782172,0.782172,0.782172,-0.000000,-3.101341e-14,0.000000e+00
0.004976,-0.751128,0.751128,0.751128,-0.000000,-3.104439e-14,0.000000e+00
0.004977,-0.720054,0.720054,0.720054,-0.000000,-3.107403e-14,0.000000e+00
0.004978,-0.688951,0.688951,0.688951,-0.000000,-3.110245e-14,0.000000e+00
0.004979,-0.657822,0.657822,0.657822,-0.000000,-3.112965e-14,0.000000e+00
0.004980,-0.626666,0.626666,0.626666,-0.000000,-3.115563e-14,0.000000e+00
0.004981,-0.595486,0.595486,0.595486,-0.000000,-3.118039e-14,0.000000e+00
0.004982,-0.564282,0.564282,0.564282,-0.000000,-3.120393e-14,0.000000e+00
0.004983,-0.533056,0.533056,0.533056,-0.000000,-3.122613e-14,0.000000e+00
0.004984,-0.501809,0.501809,0.501809,-0.000000,-3.124723e-14,0.000000e+00
0.004985,-0.470542,0.470542,0.470542,-0.000000,-3.126699e-14,0.000000e+00
0.004986,-0.439256,0.439256,0.439256,-0.000000,-3.128559e-14,0.000000e+00
0.004987,-0.407953,0.407953,0.407953,-0.000000,-3.130296e-14,0.000000e+00
0.004988,-0.376634,0.376634,0.376634,-0.000000,-3.131906e-14,0.000000e+00
0.004989,-0.345300,0.345300,0.345300,-0.000000,-3.133394e-14,0.000000e+00
0.004990,-0.313953,0.313953,0.313953,-0.000000,-3.134754e-14,0.000000e+00
0.004991,-0.282593,0.282593,0.282593,-0.000000,-3.135991e-14,0.000000e+00
0.004992,-0.251222,0.251222,0.251222,-0.000000,-3.137113e-14,0.000000e+00
0.004993,-0.219841,0.219841,0.219841,-0.000000,-3.138101e-14,0.000000e+00
0.004994,-0.188451,0.188451,0.188451,-0.000000,-3.138967e-14,0.000000e+00
0.004995,-0.157054,0.157054,0.157054,-0.000000,-3.139711e-14,0.000000e+00
0.004996,-0.125650,0.125650,0.125650,-0.000000,-3.140330e-14,0.000000e+00
0.004997,-0.094242,0.094242,0.094242,-0.000000,-3.140828e-14,0.000000e+00
0.004998,-0.062830,0.062830,0.062830,-0.000000,-3.141201e-14,0.000000e+00
0.004999,-0.031416,0.031416,0.031416,-0.000000,-3.141448e-14,0.000000e+00
0.005000,-0.000000,0.000000,0.000000,-0.000000,-3.141572e-14,0.000000e+00
0.005001,0.031416,-0.031416,-0.031416,-0.000000,-3.141572e-14,0.000000e+00
0.005002,0.062830,-0.062830,-0.062830,-0.000000,-3.141448e-14,0.000000e+00
0.005003,0.094242,-0.094242,-0.094242,-0.000000,-3.141200e-14,0.000000e+00
0.005004,0.125650,-0.125650,-0.125650,-0.000000,-3.140829e-14,0.000000e+00
0.005005,0.157054,-0.157054,-0.157054,-0.000000,-3.140332e-14,0.000000e+00
0.005006,0.188451,-0.188451,-0.188451,-0.000000,-3.139713e-14,0.000000e+00
0.005007,0.219841,-0.219841,-0.219841,-0.000000,-3.138967e-14,0.000000e+00
0.005008,0.251222,-0.251222,-0.251222,-0.000000,-3.138095e-14,0.000000e+00
0.005009,0.282593,-0.282593,-0.282593,-0.000000,-3.137107e-14,0.000000e+00
0.005010,0.313953,-0.313953,-0.313953,-0.000000,-3.135986e-14,0.000000e+00
0.005011,0.345300,-0.345300,-0.345300,-0.000000,-3.134754e-14,0.000000e+00
0.005012,0.376634,-0.376634,-0.376634,-0.000000,-3.133388e-14,0.000000e+00
0.005013,0.407953,-0.407953,-0.407953,-0.000000,-3.131900e-14,0.000000e+00
0.005014,0.439256,-0.439256,-0.439256,-0.000000,-3.130290e-14,0.000000e+00
0.005015,0.470542,-0.470542,-0.470542,-0.000000,-3.128559e-14,0.000000e+00
0.005016,0.501809,-0.501809,-0.501809,-0.000000,-3.126699e-14,0.000000e+00
0.005017,0.533056,-0.533056,-0.533056,-0.000000,-3.124723e-14,0.000000e+00
0.005018,0.564282,-0.564282,-0.564282,-0.000000,-3.122613e-14,0.000000e+00
0.005019,0.595486,-0.595486,-0.595486,-0.000000,-3.120393e-14,0.000000e+00
0.005020,0.626666,-0.626666,-0.626666,-0.000000,-3.118028e-14,0.000000e+00
0.005021,0.657822,-0.657822,-0.657822,-0.000000,-3.115563e-14,0.000000e+00
0.005022,0.688951,-0.688951,-0.688951,-0.000000,-3.112977e-14,0.000000e+00
0.005023,0.720054,-0.720054,-0.720054,-0.000000,-3.110234e-14,0.000000e+00
0.005024,0.751128,-0.751128,-0.751128,-0.000000,-3.107403e-14,0.000000e+00
0.005025,0.782172,-0.782172,-0.782172,-0.000000,-3.104439e-14,0.000000e+00
0.005026,0.813186,-0.813186,-0.813186,-0.000000,-3.101353e-14,0.000000e+00
0.005027,0.844167,-0.844167,-0.844167,-0.000000,-3.098144e-14,0.000000e+00
0.005028,0.875115,-0.875115,-0.875115,-0.000000,-3.094813e-14,0.000000e+00
0.005029,0.906029,-0.906029,-0.906029,-0.000000,-3.091349e-14,0.000000e+00
0.005030,0.936907,-0.936907,-0.936907,-0.000000,-3.087774e-14,0.000000e+00
0.005031,0.967747,-0.967747,-0.967747,-0.000000,-3.084077e-14,0.000000e+00
0.005032,0.998550,-0.998550,-0.998550,-0.000000,-3.080258e-14,0.000000e+00
0.005033,1.029313,-1.029313,-1.029313,-0.000000,-3.076295e-14,0.000000e+00
0.005034,1.060036,-1.060036,-1.060036,-0.000000,-3.072231e-14,0.000000e+00
0.005035,1.090716,-1.090716,-1.090716,-0.000000,-3.068079e-14,0.000000e+00
0.005036,1.121354,-1.121354,-1.121354,-0.000000,-3.063749e-14,0.000000e+00
0.005037,1.151947,-1.151947,-1.151947,-0.000000,-3.059331e-14,0.000000e+00
0.005038,1.182495,-1.182495,-1.182495,-0.000000,-3.054801e-14,0.000000e+00
0.005039,1.212996,-1.212996,-1.212996,-0.000000,-3.050094e-14,0.000000e+00
0.005040,1.243449,-1.243449,-1.243449,-0.000000,-3.045342e-14,0.000000e+00
0.005041,1.273854,-1.273854,-1.273854,-0.000000,-3.040412e-14,0.000000e+00
0.005042,1.304208,-1.304208,-1.304208,-0.000000,-3.035394e-14,0.000000e+00
0.005043,1.334510,-1.334510,-1.334510,-0.000000,-3.030221e-14,0.000000e+00
0.005044,1.364760,-1.364760,-1.364760,-0.000000,-3.024958e-14,0.000000e+00
0.005045,1.394956,-1.394956,-1.394956,-0.000000,-3.019607e-14,0.000000e+00
0.005046,1.425096,-1.425096,-1.425096,-0.000000,-3.014078e-14,0.000000e+00
0.005047,1.455181,-1.455181,-1.455181,-0.000000,-3.008460e-14,0.000000e+00
0.005048,1.485208,-1.485208,-1.485208,-0.000000,-3.002709e-14,0.000000e+00
0.005049,1.515176,-1.515176,-1.515176,-0.000000,-2.996847e-14,0.000000e+00
0.005050,1.545085,-1.545085,-1.545085,-0.000000,-2.990852e-14,0.000000e+00
0.005051,1.574933,-1.574933,-1.574933,-0.000000,-2.984746e-14,0.000000e+00
0.005052,1.604718,-1.604718,-1.604718,-0.000000,-2.978529e-14,0.000000e+00
0.005053,1.634440,-1.634440,-1.634440,-0.000000,-2.972200e-14,0.000000e+00
0.005054,1.664098,-1.664098,-1.664098,-0.000000,-2.965761e-14,0.000000e+00
0.005055,1.693690,-1.693690,-1.693690,-0.000000,-2.959188e-14,0.000000e+00
0.005056,1.723215,-1.723215,-1.723215,-0.000000,-2.952505e-14,0.000000e+00
0.005057,1.752672,-1.752672,-1.752672,-0.000000,-2.945688e-14,0.000000e+00
0.005058,1.782059,-1.782059,-1.782059,-0.000000,-2.938783e-14,0.000000e+00
0.005059,1.811377,-1.811377,-1.811377,-0.000000,-2.931744e-14,0.000000e+00
0.005060,1.840623,-1.840623,-1.840623,-0.000000,-2.924594e-14,0.000000e+00
0.005061,1.869796,-1.869796,-1.869796,-0.000000,-2.917333e-14,0.000000e+00
0.005062,1.898895,-1.898895,-1.898895,-0.000000,-2.909939e-14,0.000000e+00
0.005063,1.927920,-1.927920,-1.927920,-0.000000,-2.902456e-14,0.000000e+00
0.005064,1.956868,-1.956868,-1.956868,-0.000000,-2.894840e-14,0.000000e+00
0.005065,1.985739,-1.985739,-1.985739,-0.000000,-2.887135e-14,0.000000e+00
0.005066,2.014532,-2.014532,-2.014532,-0.000000,-2.879297e-14,0.000000e+00
0.005067,2.043245,-2.043245,-2.043245,-0.000000,-2.871303e-14,0.000000e+00
0.005068,2.071878,-2.071878,-2.071878,-0.000000,-2.863221e-14,0.000000e+00
0.005069,2.100429,-2.100429,-2.100429,-0.000000,-2.855050e-14,0.000000e+00
0.005070,2.128896,-2.128896,-2.128896,-0.000000,-2.846789e-14,0.000000e+00
0.005071,2.157280,-2.157280,-2.157280,-0.000000,-2.838396e-14,0.000000e+00
0.005072,2.185579,-2.185579,-2.185579,-0.000000,-2.829870e-14,0.000000e+00
0.005073,2.213791,-2.213791,-2.213791,-0.000000,-2.821210e-14,0.000000e+00
0.005074,2.241916,-2.241916,-2.241916,-0.000000,-2.812506e-14,0.000000e+00
0.005075,2.269952,-2.269952,-2.269952,-0.000000,-2.803624e-14,0.000000e+00
0.005076,2.297899,-2.297899,-2.297899,-0.000000,-2.794653e-14,0.000000e+00
0.005077,2.325755,-2.325755,-2.325755,-0.000000,-2.785594e-14,0.000000e+00
0.005078,2.353520,-2.353520,-2.353520,-0.000000,-2.776446e-14,0.000000e+00
0.005079,2.381191,-2.381191,-2.381191,-0.000000,-2.767120e-14,0.000000e+00
0.005080,2.408768,-2.408768,-2.408768,-0.000000,-2.757750e-14,0.000000e+00
0.005081,2.436251,-2.436251,-2.436251,-0.000000,-2.748202e-14,0.000000e+00
0.005082,2.463637,-2.463637,-2.463637,-0.000000,-2.738654e-14,0.000000e+00
0.005083,2.490926,-2.490926,-2.490926,-0.000000,-2.728884e-14,0.000000e+00
0.005084,2.518116,-2.518116,-2.518116,-0.000000,-2.719025e-14,0.000000e+00
0.005085,2.545207,-2.545207,-2.545207,-0.000000,-2.709122e-14,0.000000e+00
0.005086,2.572198,-2.572198,-2.572198,-0.000000,-2.699085e-14,0.000000e+00
0.005087,2.599087,-2.599087,-2.599087,-0.000000,-2.688916e-14,0.000000e+00
0.005088,2.625873,-2.625873,-2.625873,-0.000000,-2.678657e-14,0.000000e+00
0.005089,2.652556,-2.652556,-2.652556,-0.000000,-2.668310e-14,0.000000e+00
0.005090,2.679134,-2.679134,-2.679134,-0.000000,-2.657785e-14,0.000000e+00
0.005091,2.705606,-2.705606,-2.705606,-0.000000,-2.647260e-14,0.000000e+00
0.005092,2.731972,-2.731972,-2.731972,-0.000000,-2.636558e-14,0.000000e+00
0.005093,2.758229,-2.758229,-2.758229,-0.000000,-2.625766e-14,0.000000e+00
0.005094,2.784378,-2.784378,-2.784378,-0.000000,-2.614842e-14,0.000000e+00
0.005095,2.810417,-2.810417,-2.810417,-0.000000,-2.603873e-14,0.000000e+00
0.005096,2.836345,-2.836345,-2.836345,-0.000000,-2.592815e-14,0.000000e+00
0.005097,2.862161,-2.862161,-2.862161,-0.000000,-2.581579e-14,0.000000e+00
0.005098,2.887864,-2.887864,-2.887864,-0.000000,-2.570300e-14,0.000000e+00
0.005099,2.913452,-2.913452,-2.913452,-0.000000,-2.558886e-14,0.000000e+00
0.005100,2.938926,-2.938926,-2.938926,-0.000000,-2.547385e-14,0.000000e+00
0.005101,2.964284,-2.964284,-2.964284,-0.000000,-2.535794e-14,0.000000e+00
0.005102,2.989525,-2.989525,-2.989525,-0.000000,-2.524070e-14,0.000000e+00
0.005103,3.014648,-3.014648,-3.014648,-0.000000,-2.512301e-14,0.000000e+00
0.005104,3.039651,-3.039651,-3.039651,-0.000000,-2.500400e-14,0.000000e+00
0.005105,3.064535,-3.064535,-3.064535,-0.000000,-2.488365e-14,0.000000e+00
0.005106,3.089298,-3.089298,-3.089298,-0.000000,-2.476286e-14,0.000000e+00
0.005107,3.113939,-3.113939,-3.113939,-0.000000,-2.464118e-14,0.000000e+00
0.005108,3.138457,-3.138457,-3.138457,-0.000000,-2.451817e-14,0.000000e+00
0.005109,3.162851,-3.162851,-3.162851,-0.000000,-2.439382e-14,0.000000e+00
0.005110,3.187120,-3.187120,-3.187120,-0.000000,-2.426903e-14,0.000000e+00
0.005111,3.211263,-3.211263,-3.211263,-0.000000,-2.414335e-14,0.000000e+00
0.005112,3.235280,-3.235280,-3.235280,-0.000000,-2.401634e-14,0.000000e+00
0.005113,3.259169,-3.259169,-3.259169,-0.000000,-2.388933e-14,0.000000e+00
0.005114,3.282929,-3.282929,-3.282929,-0.000000,-2.376010e-14,0.000000e+00
0.005115,3.306559,-3.306559,-3.306559,-0.000000,-2.363043e-14,0.000000e+00
0.005116,3.330059,-3.330059,-3.330059,-0.000000,-2.349987e-14,0.000000e+00
0.005117,3.353428,-3.353428,-3.353428,-0.000000,-2.336886e-14,0.000000e+00
0.005118,3.376664,-3.376664,-3.376664,-0.000000,-2.323652e-14,0.000000e+00
0.005119,3.399767,-3.399767,-3.399767,-0.000000,-2.310285e-14,0.000000e+00
0.005120,3.422736,-3.422736,-3.422736,-0.000000,-2.296829e-14,0.000000e+00
0.005121,3.445569,-3.445569,-3.445569,-0.000000,-2.283373e-14,0.000000e+00
0.005122,3.468267,-3.468267,-3.468267,-0.000000,-2.269740e-14,0.000000e+00
0.005123,3.490827,-3.490827,-3.490827,-0.000000,-2.256062e-14,0.000000e+00
0.005124,3.513250,-3.513250,-3.513250,-0.000000,-2.242295e-14,0.000000e+00
0.005125,3.535534,-3.535534,-3.535534,-0.000000,-2.228351e-14,0.000000e+00
0.005126,3.557678,-3.557678,-3.557678,-0.000000,-2.214451e-14,0.000000e+00
0.005127,3.579682,-3.579682,-3.579682,-0.000000,-2.200418e-14,0.000000e+00
0.005128,3.601545,-3.601545,-3.601545,-0.000000,-2.186251e-14,0.000000e+00
0.005129,3.623266,-3.623266,-3.623266,-0.000000,-2.172040e-14,0.000000e+00
0.005130,3.644843,-3.644843,-3.644843,-0.000000,-2.157741e-14,0.000000e+00
0.005131,3.666277,-3.666277,-3.666277,-0.000000,-2.143352e-14,0.000000e+00
0.005132,3.687566,-3.687566,-3.687566,-0.000000,-2.128875e-14,0.000000e+00
0.005133,3.708709,-3.708709,-3.708709,-0.000000,-2.114353e-14,0.000000e+00
0.005134,3.729706,-3.729706,-3.729706,-0.000000,-2.099698e-14,0.000000e+00
0.005135,3.750555,-3.750555,-3.750555,-0.000000,-2.084954e-14,0.000000e+00
0.005136,3.771257,-3.771257,-3.771257,-0.000000,-2.070166e-14,0.000000e+00
0.005137,3.791810,-3.791810,-3.791810,-0.000000,-2.055289e-14,0.000000e+00
0.005138,3.812213,-3.812213,-3.812213,-0.000000,-2.040279e-14,0.000000e+00
0.005139,3.832465,-3.832465,-3.832465,-0.000000,-2.025224e-14,0.000000e+00
0.005140,3.852566,-3.852566,-3.852566,-0.000000,-2.010081e-14,0.000000e+00
0.005141,3.872515,-3.872515,-3.872515,-0.000000,-1.994893e-14,0.000000e+00
0.005142,3.892312,-3.892312,-3.892312,-0.000000,-1.979616e-14,0.000000e+00
0.005143,3.911954,-3.911954,-3.911954,-0.000000,-1.964251e-14,0.000000e+00
0.005144,3.931442,-3.931442,-3.931442,-0.000000,-1.948841e-14,0.000000e+00
0.005145,3.950775,-3.950775,-3.950775,-0.000000,-1.933342e-14,0.000000e+00
0.005146,3.969952,-3.969952,-3.969952,-0.000000,-1.917666e-14,0.000000e+00
0.005147,3.988972,-3.988972,-3.988972,-0.000000,-1.902034e-14,0.000000e+00
0.005148,4.007835,-4.007835,-4.007835,-0.000000,-1.886225e-14,0.000000e+00
0.005149,4.026539,-4.026539,-4.026539,-0.000000,-1.870415e-14,0.000000e+00
0.005150,4.045085,-4.045085,-4.045085,-0.000000,-1.854605e-14,0.000000e+00
0.005151,4.063471,-4.063471,-4.063471,-0.000000,-1.838618e-14,0.000000e+00
0.005152,4.081696,-4.081696,-4.081696,-0.000000,-1.822542e-14,0.000000e+00
0.005153,4.099761,-4.099761,-4.099761,-0.000000,-1.806466e-14,0.000000e+00
0.005154,4.117663,-4.117663,-4.117663,-0.000000,-1.790212e-14,0.000000e+00
0.005155,4.135403,-4.135403,-4.135403,-0.000000,-1.773959e-14,0.000000e+00
0.005156,4.152979,-4.152979,-4.152979,-0.000000,-1.757705e-14,0.000000e+00
0.005157,4.170392,-4.170392,-4.170392,-0.000000,-1.741363e-14,0.000000e+00
0.005158,4.187640,-4.187640,-4.187640,-0.000000,-1.724754e-14,0.000000e+00
0.005159,4.204723,-4.204723,-4.204723,-0.000000,-1.708322e-14,0.000000e+00
0.005160,4.221640,-4.221640,-4.221640,-0.000000,-1.691713e-14,0.000000e+00
0.005161,4.238390,-4.238390,-4.238390,-0.000000,-1.675016e-14,0.000000e+00
0.005162,4.254972,-4.254972,-4.254972,-0.000000,-1.658229e-14,0.000000e+00
0.005163,4.271387,-4.271387,-4.271387,-0.000000,-1.641443e-14,0.000000e+00
0.005164,4.287633,-4.287633,-4.287633,-0.000000,-1.624656e-14,0.000000e+00
0.005165,4.303710,-4.303710,-4.303710,-0.000000,-1.607692e-14,0.000000e+00
0.005166,4.319617,-4.319617,-4.319617,-0.000000,-1.590728e-14,0.000000e+00
0.005167,4.335354,-4.335354,-4.335354,-0.000000,-1.573675e-14,0.000000e+00
0.005168,4.350919,-4.350919,-4.350919,-0.000000,-1.556533e-14,0.000000e+00
0.005169,4.366312,-4.366312,-4.366312,-0.000000,-1.539302e-14,0.000000e+00
0.005170,4.381533,-4.381533,-4.381533,-0.000000,-1.522160e-14,0.000000e+00
0.005171,4.396582,-4.396582,-4.396582,-0.000000,-1.504841e-14,0.000000e+00
0.005172,4.411456,-4.411456,-4.411456,-0.000000,-1.487521e-14,0.000000e+00
0.005173,4.426157,-4.426157,-4.426157,-0.000000,-1.470024e-14,0.000000e+00
0.005174,4.440682,-4.440682,-4.440682,-0.000000,-1.452527e-14,0.000000e+00
0.005175,4.455033,-4.455033,-4.455033,-0.000000,-1.435119e-14,0.000000e+00
0.005176,4.469207,-4.469207,-4.469207,-0.000000,-1.417444e-14,0.000000e+00
0.005177,4.483205,-4.483205,-4.483205,-0.000000,-1.399858e-14,0.000000e+00
0.005178,4.497026,-4.497026,-4.497026,-0.000000,-1.382094e-14,0.000000e+00
0.005179,4.510670,-4.510670,-4.510670,-0.000000,-1.364420e-14,0.000000e+00
0.005180,4.524135,-4.524135,-4.524135,-0.000000,-1.346567e-14,0.000000e+00
0.005181,4.537422,-4.537422,-4.537422,-0.000000,-1.328626e-14,0.000000e+00
0.005182,4.550530,-4.550530,-4.550530,-0.000000,-1.310774e-14,0.000000e+00
0.005183,4.563458,-4.563458,-4.563458,-0.000000,-1.292744e-14,0.000000e+00
0.005184,4.576206,-4.576206,-4.576206,-0.000000,-1.274714e-14,0.000000e+00
0.005185,4.588773,-4.588773,-4.588773,-0.000000,-1.256684e-14,0.000000e+00
0.005186,4.601159,-4.601159,-4.601159,-0.000000,-1.238654e-14,0.000000e+00
0.005187,4.613364,-4.613364,-4.613364,-0.000000,-1.220446e-14,0.000000e+00
0.005188,4.625386,-4.625386,-4.625386,-0.000000,-1.202238e-14,0.000000e+00
0.005189,4.637226,-4.637226,-4.637226,-0.000000,-1.183942e-14,0.000000e+00
0.005190,4.648882,-4.648882,-4.648882,-0.000000,-1.165734e-14,0.000000e+00
0.005191,4.660356,-4.660356,-4.660356,-0.000000,-1.147260e-14,0.000000e+00
0.005192,4.671645,-4.671645,-4.671645,-0.000000,-1.128875e-14,0.000000e+00
0.005193,4.682749,-4.682749,-4.682749,-0.000000,-1.110489e-14,0.000000e+00
0.005194,4.693669,-4.693669,-4.693669,-0.000000,-1.091927e-14,0.000000e+00
0.005195,4.704404,-4.704404,-4.704404,-0.000000,-1.073541e-14,0.000000e+00
0.005196,4.714953,-4.714953,-4.714953,-0.000000,-1.054978e-14,0.000000e+00
0.005197,4.725315,-4.725315,-4.725315,-0.000000,-1.036327e-14,0.000000e+00
0.005198,4.735492,-4.735492,-4.735492,-0.000000,-1.017586e-14,0.000000e+00
0.005199,4.745481,-4.745481,-4.745481,-0.000000,-9.989343e-15,0.000000e+00
0.005200,4.755283,-4.755283,-4.755283,-0.000000,-9.801937e-15,0.000000e+00
0.005201,4.764897,-4.764897,-4.764897,-0.000000,-9.613643e-15,0.000000e+00
0.005202,4.774323,-4.774323,-4.774323,-0.000000,-9.426238e-15,0.000000e+00
0.005203,4.783560,-4.783560,-4.783560,-0.000000,-9.237944e-15,0.000000e+00
0.005204,4.792609,-4.792609,-4.792609,-0.000000,-9.049650e-15,0.000000e+00
0.005205,4.801468,-4.801468,-4.801468,-0.000000,-8.859580e-15,0.000000e+00
0.005206,4.810138,-4.810138,-4.810138,-0.000000,-8.670398e-15,0.000000e+00
0.005207,4.818618,-4.818618,-4.818618,-0.000000,-8.480328e-15,0.000000e+00
0.005208,4.826908,-4.826908,-4.826908,-0.000000,-8.289369e-15,0.000000e+00
0.005209,4.835007,-4.835007,-4.835007,-0.000000,-8.099299e-15,0.000000e+00
0.005210,4.842916,-4.842916,-4.842916,-0.000000,-7.908341e-15,0.000000e+00
0.005211,4.850633,-4.850633,-4.850633,-0.000000,-7.717382e-15,0.000000e+00
0.005212,4.858159,-4.858159,-4.858159,-0.000000,-7.525536e-15,0.000000e+00
0.005213,4.865493,-4.865493,-4.865493,-0.000000,-7.333689e-15,0.000000e+00
0.005214,4.872634,-4.872634,-4.872634,-0.000000,-7.141843e-15,0.000000e+00
0.005215,4.879584,-4.879584,-4.879584,-0.000000,-6.949108e-15,0.000000e+00
0.005216,4.886341,-4.886341,-4.886341,-0.000000,-6.757261e-15,0.000000e+00
0.005217,4.892905,-4.892905,-4.892905,-0.000000,-6.564527e-15,0.000000e+00
0.005218,4.899275,-4.899275,-4.899275,-0.000000,-6.370016e-15,0.000000e+00
0.005219,4.905453,-4.905453,-4.905453,-0.000000,-6.177281e-15,0.000000e+00
0.005220,4.911436,-4.911436,-4.911436,-0.000000,-5.983658e-15,0.000000e+00
0.005221,4.917226,-4.917226,-4.917226,-0.000000,-5.790035e-15,0.000000e+00
0.005222,4.922822,-4.922822,-4.922822,-0.000000,-5.595524e-15,0.000000e+00
0.005223,4.928223,-4.928223,-4.928223,-0.000000,-5.401013e-15,0.000000e+00
0.005224,4.933430,-4.933430,-4.933430,-0.000000,-5.206502e-15,0.000000e+00
