Time(s),Switch State,V1(V),V2(V),V3(V),Capacitor Voltage(V)
0.019900,CLOSED,-5.000000,-5.000000,-4.999984,-4.999984
0.019950,CLOSED,-5.000000,-5.000000,-4.999985,-4.999985
0.020000,CLOSED,-5.000000,-5.000000,-4.999985,-4.999985
0.020050,CLOSED,-5.000000,-5.000000,-4.999986,-4.999986
0.020100,CLOSED,-5.000000,-5.000000,-4.999987,-4.999987
0.020150,CLOSED,-5.000000,-5.000000,-4.999987,-4.999987
0.020200,CLOSED,-5.000000,-5.000000,-4.999988,-4.999988
0.020250,CLOSED,-5.000000,-5.000000,-4.999988,-4.999988
0.020300,CLOSED,-5.000000,-5.000000,-4.999989,-4.999989
0.020350,CLOSED,-5.000000,-5.000000,-4.999990,-4.999990
0.020400,CLOSED,-5.000000,-5.000000,-4.999990,-4.999990
0.020450,CLOSED,-5.000000,-5.000000,-4.999990,-4.999990
0.020500,CLOSED,-5.000000,-5.000000,-4.999991,-4.999991
0.020550,CLOSED,-5.000000,-5.000000,-4.999991,-4.999991
0.020600,CLOSED,-5.000000,-5.000000,-4.999992,-4.999992
0.020650,CLOSED,-5.000000,-5.000000,-4.999992,-4.999992
0.020700,CLOSED,-5.000000,-5.000000,-4.999993,-4.999993
0.020750,CLOSED,-5.000000,-5.000000,-4.999993,-4.999993
0.020800,CLOSED,-5.000000,-5.000000,-4.999993,-4.999993
0.020850,CLOSED,-5.000000,-5.000000,-4.999994,-4.999994
0.020900,CLOSED,-5.000000,-5.000000,-4.999994,-4.999994
0.020950,CLOSED,-5.000000,-5.000000,-4.999994,-4.999994
0.021000,CLOSED,-5.000000,-5.000000,-4.999994,-4.999994
0.021050,CLOSED,-5.000000,-5.000000,-4.999995,-4.999995
0.021100,CLOSED,-5.000000,-5.000000,-4.999995,-4.999995
0.021150,CLOSED,-5.000000,-5.000000,-4.999995,-4.999995
0.021200,CLOSED,-5.000000,-5.000000,-4.999995,-4.999995
0.021250,CLOSED,-5.000000,-5.000000,-4.999996,-4.999996
0.021300,CLOSED,-5.000000,-5.000000,-4.999996,-4.999996
0.021350,CLOSED,-5.000000,-5.000000,-4.999996,-4.999996
0.021400,CLOSED,-5.000000,-5.000000,-4.999996,-4.999996
0.021450,CLOSED,-5.000000,-5.000000,-4.999996,-4.999996
0.021500,CLOSED,-5.000000,-5.000000,-4.999997,-4.999997
0.021550,CLOSED,-5.000000,-5.000000,-4.999997,-4.999997
0.021600,CLOSED,-5.000000,-5.000000,-4.999997,-4.999997
0.021650,CLOSED,-5.000000,-5.000000,-4.999997,-4.999997
0.021700,CLOSED,-5.000000,-5.000000,-4.999997,-4.999997
0.021750,CLOSED,-5.000000,-5.000000,-4.999997,-4.999997
0.021800,CLOSED,-5.000000,-5.000000,-4.999997,-4.999997
0.021850,CLOSED,-5.000000,-5.000000,-4.999998,-4.999998
0.021900,CLOSED,-5.000000,-5.000000,-4.999998,-4.999998
0.021950,CLOSED,-5.000000,-5.000000,-4.999998,-4.999998
0.022000,CLOSED,-5.000000,-5.000000,-4.999998,-4.999998
0.022050,CLOSED,-5.000000,-5.000000,-4.999998,-4.999998
0.022100,CLOSED,-5.000000,-5.000000,-4.999998,-4.999998
0.022150,CLOSED,-5.000000,-5.000000,-4.999998,-4.999998
0.022200,CLOSED,-5.000000,-5.000000,-4.999998,-4.999998
0.022250,CLOSED,-5.000000,-5.000000,-4.999998,-4.999998
0.022300,CLOSED,-5.000000,-5.000000,-4.999998,-4.999998
0.022350,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.022400,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.022450,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.022500,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.022550,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.022600,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.022650,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.022700,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.022750,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.022800,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.022850,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.022900,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.022950,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.023000,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.023050,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.023100,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.023150,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.023200,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.023250,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.023300,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.023350,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.023400,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.023450,CLOSED,-5.000000,-5.000000,-4.999999,-4.999999
0.023500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.023550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.023600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.023650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.023700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.023750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.023800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.023850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.023900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.023950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.024950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.025950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.026950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.027950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.028950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.029950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.030950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.031950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.032950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.033950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.034950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.035950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.036950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.037950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038800,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038850,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038900,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.038950,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039000,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039050,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039100,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039150,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039200,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039250,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039300,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039350,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039400,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039450,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039500,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039550,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039600,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039650,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039700,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
0.039750,CLOSED,-5.000000,-5.000000,-5.000000,-5.000000
