Time,Input,Output,DiodeCurrent
0.000000,0.000000,0.671138,-0.000671
0.000000,0.003142,0.671124,-0.000674
0.000000,0.006283,0.671110,-0.000677
0.000000,0.009425,0.671096,-0.000681
0.000000,0.012566,0.671082,-0.000684
0.000000,0.015708,0.671068,-0.000687
0.000001,0.018850,0.671054,-0.000690
0.000001,0.021991,0.671040,-0.000693
0.000001,0.025133,0.671026,-0.000696
0.000001,0.028274,0.671011,-0.000699
0.000001,0.031416,0.670997,-0.000702
0.000001,0.034557,0.670983,-0.000706
0.000001,0.037699,0.670969,-0.000709
0.000001,0.040840,0.670955,-0.000712
0.000001,0.043982,0.670941,-0.000715
0.000002,0.047123,0.670927,-0.000718
0.000002,0.050265,0.670913,-0.000721
0.000002,0.053406,0.670899,-0.000724
0.000002,0.056547,0.670885,-0.000727
0.000002,0.059689,0.670871,-0.000731
0.000002,0.062830,0.670857,-0.000734
0.000002,0.065972,0.670843,-0.000737
0.000002,0.069113,0.670829,-0.000740
0.000002,0.072254,0.670815,-0.000743
0.000002,0.075395,0.670801,-0.000746
0.000002,0.078537,0.670787,-0.000749
0.000003,0.081678,0.670773,-0.000752
0.000003,0.084819,0.670759,-0.000756
0.000003,0.087960,0.670745,-0.000759
0.000003,0.091101,0.670731,-0.000762
0.000003,0.094242,0.670717,-0.000765
0.000003,0.097383,0.670703,-0.000768
0.000003,0.100524,0.670689,-0.000771
0.000003,0.103665,0.670675,-0.000774
0.000003,0.106806,0.670661,-0.000777
0.000003,0.109947,0.670647,-0.000781
0.000004,0.113088,0.670633,-0.000784
0.000004,0.116228,0.670619,-0.000787
0.000004,0.119369,0.670604,-0.000790
0.000004,0.122510,0.670590,-0.000793
0.000004,0.125650,0.670576,-0.000796
0.000004,0.128791,0.670562,-0.000799
0.000004,0.131932,0.670548,-0.000802
0.000004,0.135072,0.670534,-0.000806
0.000004,0.138212,0.670520,-0.000809
0.000005,0.141353,0.670506,-0.000812
0.000005,0.144493,0.670492,-0.000815
0.000005,0.147633,0.670478,-0.000818
0.000005,0.150774,0.670464,-0.000821
0.000005,0.153914,0.670450,-0.000824
0.000005,0.157054,0.670436,-0.000827
0.000005,0.160194,0.670422,-0.000831
0.000005,0.163334,0.670408,-0.000834
0.000005,0.166474,0.670394,-0.000837
0.000005,0.169613,0.670380,-0.000840
0.000005,0.172753,0.670366,-0.000843
0.000006,0.175893,0.670352,-0.000846
0.000006,0.179033,0.670338,-0.000849
0.000006,0.182172,0.670324,-0.000852
0.000006,0.185312,0.670310,-0.000856
0.000006,0.188451,0.670296,-0.000859
0.000006,0.191590,0.670282,-0.000862
0.000006,0.194729,0.670268,-0.000865
0.000006,0.197869,0.670254,-0.000868
0.000006,0.201008,0.670240,-0.000871
0.000006,0.204147,0.670226,-0.000874
0.000007,0.207286,0.670212,-0.000877
0.000007,0.210425,0.670198,-0.000881
0.000007,0.213563,0.670184,-0.000884
0.000007,0.216702,0.670170,-0.000887
0.000007,0.219841,0.670156,-0.000890
0.000007,0.222979,0.670142,-0.000893
0.000007,0.226118,0.670128,-0.000896
0.000007,0.229256,0.670113,-0.000899
0.000007,0.232394,0.670099,-0.000902
0.000007,0.235532,0.670085,-0.000906
0.000008,0.238670,0.670071,-0.000909
0.000008,0.241808,0.670057,-0.000912
0.000008,0.244946,0.670043,-0.000915
0.000008,0.248084,0.670029,-0.000918
0.000008,0.251222,0.670015,-0.000921
0.000008,0.254359,0.670001,-0.000924
0.000008,0.257497,0.669987,-0.000927
0.000008,0.260634,0.669973,-0.000931
0.000008,0.263771,0.669959,-0.000934
0.000008,0.266908,0.669945,-0.000937
0.000009,0.270046,0.669931,-0.000940
0.000009,0.273182,0.669917,-0.000943
0.000009,0.276319,0.669903,-0.000946
0.000009,0.279456,0.669889,-0.000949
0.000009,0.282593,0.669875,-0.000952
0.000009,0.285729,0.669861,-0.000956
0.000009,0.288866,0.669847,-0.000959
0.000009,0.292002,0.669833,-0.000962
0.000009,0.295138,0.669819,-0.000965
0.000009,0.298274,0.669805,-0.000968
0.000010,0.301410,0.669791,-0.000971
0.000010,0.304546,0.669777,-0.000974
0.000010,0.307682,0.669763,-0.000977
0.000010,0.310817,0.669749,-0.000981
0.000010,0.313953,0.669735,-0.000984
0.000010,0.317088,0.669721,-0.000987
0.000010,0.320223,0.669707,-0.000990
0.000010,0.323358,0.669693,-0.000993
0.000010,0.326493,0.669679,-0.000996
0.000010,0.329628,0.669665,-0.000999
0.000011,0.332763,0.669651,-0.001002
0.000011,0.335897,0.669637,-0.001006
0.000011,0.339032,0.669623,-0.001009
0.000011,0.342166,0.669609,-0.001012
0.000011,0.345300,0.669595,-0.001015
0.000011,0.348434,0.669581,-0.001018
0.000011,0.351568,0.669567,-0.001021
0.000011,0.354702,0.669553,-0.001024
0.000011,0.357835,0.669539,-0.001027
0.000012,0.360969,0.669525,-0.001030
0.000012,0.364102,0.669511,-0.001034
0.000012,0.367235,0.669497,-0.001037
0.000012,0.370368,0.669483,-0.001040
0.000012,0.373501,0.669469,-0.001043
0.000012,0.376634,0.669455,-0.001046
0.000012,0.379767,0.669441,-0.001049
0.000012,0.382899,0.669427,-0.001052
0.000012,0.386031,0.669413,-0.001055
0.000012,0.389163,0.669399,-0.001059
0.000012,0.392295,0.669385,-0.001062
0.000013,0.395427,0.669371,-0.001065
0.000013,0.398559,0.669357,-0.001068
0.000013,0.401691,0.669343,-0.001071
0.000013,0.404822,0.669329,-0.001074
0.000013,0.407953,0.669315,-0.001077
0.000013,0.411084,0.669301,-0.001080
0.000013,0.414215,0.669287,-0.001084
0.000013,0.417346,0.669273,-0.001087
0.000013,0.420476,0.669259,-0.001090
0.000013,0.423607,0.669245,-0.001093
0.000014,0.426737,0.669231,-0.001096
0.000014,0.429867,0.669217,-0.001099
0.000014,0.432997,0.669203,-0.001102
0.000014,0.436126,0.669189,-0.001105
0.000014,0.439256,0.669175,-0.001108
0.000014,0.442385,0.669161,-0.001112
0.000014,0.445515,0.669147,-0.001115
0.000014,0.448644,0.669133,-0.001118
0.000014,0.451772,0.669119,-0.001121
0.000015,0.454901,0.669105,-0.001124
0.000015,0.458029,0.669091,-0.001127
0.000015,0.461158,0.669077,-0.001130
0.000015,0.464286,0.669063,-0.001133
0.000015,0.467414,0.669049,-0.001136
0.000015,0.470542,0.669035,-0.001140
0.000015,0.473669,0.669021,-0.001143
0.000015,0.476796,0.669007,-0.001146
0.000015,0.479924,0.668993,-0.001149
0.000015,0.483051,0.668980,-0.001152
0.000016,0.486177,0.668966,-0.001155
0.000016,0.489304,0.668952,-0.001158
0.000016,0.492430,0.668938,-0.001161
0.000016,0.495557,0.668924,-0.001164
0.000016,0.498683,0.668910,-0.001168
0.000016,0.501809,0.668896,-0.001171
0.000016,0.504934,0.668882,-0.001174
0.000016,0.508060,0.668868,-0.001177
0.000016,0.511185,0.668854,-0.001180
0.000016,0.514310,0.668840,-0.001183
0.000016,0.517435,0.668826,-0.001186
0.000017,0.520559,0.668812,-0.001189
0.000017,0.523684,0.668798,-0.001192
0.000017,0.526808,0.668784,-0.001196
0.000017,0.529932,0.668770,-0.001199
0.000017,0.533056,0.668756,-0.001202
0.000017,0.536179,0.668742,-0.001205
0.000017,0.539303,0.668728,-0.001208
0.000017,0.542426,0.668714,-0.001211
0.000017,0.545549,0.668700,-0.001214
0.000017,0.548672,0.668686,-0.001217
0.000018,0.551794,0.668672,-0.001220
0.000018,0.554916,0.668658,-0.001224
0.000018,0.558038,0.668644,-0.001227
0.000018,0.561160,0.668631,-0.001230
0.000018,0.564282,0.668617,-0.001233
0.000018,0.567403,0.668603,-0.001236
0.000018,0.570525,0.668589,-0.001239
0.000018,0.573645,0.668575,-0.001242
0.000018,0.576766,0.668561,-0.001245
0.000018,0.579887,0.668547,-0.001248
0.000019,0.583007,0.668533,-0.001252
0.000019,0.586127,0.668519,-0.001255
0.000019,0.589247,0.668505,-0.001258
0.000019,0.592366,0.668491,-0.001261
0.000019,0.595486,0.668477,-0.001264
0.000019,0.598605,0.668463,-0.001267
0.000019,0.601724,0.668449,-0.001270
0.000019,0.604842,0.668435,-0.001273
0.000019,0.607961,0.668421,-0.001276
0.000019,0.611079,0.668407,-0.001279
0.000020,0.614197,0.668394,-0.001283
0.000020,0.617315,0.668380,-0.001286
0.000020,0.620432,0.668366,-0.001289
0.000020,0.623549,0.668352,-0.001292
0.000020,0.626666,0.668338,-0.001295
0.000020,0.629783,0.668324,-0.001298
0.000020,0.632899,0.668310,-0.001301
0.000020,0.636016,0.668296,-0.001304
0.000020,0.639131,0.668282,-0.001307
0.000021,0.642247,0.668268,-0.001311
0.000021,0.645363,0.668254,-0.001314
0.000021,0.648478,0.668240,-0.001317
0.000021,0.651593,0.668226,-0.001320
0.000021,0.654707,0.668213,-0.001323
0.000021,0.657822,0.668199,-0.001326
0.000021,0.660936,0.668185,-0.001329
0.000021,0.664050,0.668171,-0.001332
0.000021,0.667163,0.668157,-0.001335
0.000021,0.670277,0.668143,-0.001338
0.000021,0.673390,0.668129,-0.001342
0.000022,0.676503,0.668115,-0.001345
0.000022,0.679615,0.668101,-0.001348
0.000022,0.682728,0.668087,-0.001351
0.000022,0.685840,0.668073,-0.001354
0.000022,0.688951,0.668060,-0.001357
0.000022,0.692063,0.668046,-0.001360
0.000022,0.695174,0.668032,-0.001363
0.000022,0.698285,0.668018,-0.001366
0.000022,0.701396,0.668004,-0.001369
0.000022,0.704506,0.667990,-0.001372
0.000023,0.707616,0.667976,-0.001376
0.000023,0.710726,0.667962,-0.001379
0.000023,0.713836,0.667948,-0.001382
0.000023,0.716945,0.667934,-0.001385
0.000023,0.720054,0.667921,-0.001388
0.000023,0.723163,0.667907,-0.001391
0.000023,0.726271,0.667893,-0.001394
0.000023,0.729379,0.667879,-0.001397
0.000023,0.732487,0.667865,-0.001400
0.000023,0.735595,0.667851,-0.001403
0.000024,0.738702,0.667837,-0.001407
0.000024,0.741809,0.667823,-0.001410
0.000024,0.744915,0.667809,-0.001413
0.000024,0.748022,0.667796,-0.001416
0.000024,0.751128,0.667782,-0.001419
0.000024,0.754234,0.667768,-0.001422
0.000024,0.757339,0.667754,-0.001425
0.000024,0.760444,0.667740,-0.001428
0.000024,0.763549,0.667726,-0.001431
0.000024,0.766654,0.667712,-0.001434
0.000025,0.769758,0.667698,-0.001437
0.000025,0.772862,0.667685,-0.001441
0.000025,0.775966,0.667671,-0.001444
0.000025,0.779069,0.667657,-0.001447
0.000025,0.782172,0.667643,-0.001450
0.000025,0.785275,0.667629,-0.001453
0.000025,0.788378,0.667615,-0.001456
0.000025,0.791480,0.667601,-0.001459
0.000025,0.794581,0.667588,-0.001462
0.000025,0.797683,0.667574,-0.001465
0.000026,0.800784,0.667560,-0.001468
0.000026,0.803885,0.667546,-0.001471
0.000026,0.806986,0.667532,-0.001475
0.000026,0.810086,0.667518,-0.001478
0.000026,0.813186,0.667504,-0.001481
0.000026,0.816285,0.667491,-0.001484
0.000026,0.819385,0.667477,-0.001487
0.000026,0.822484,0.667463,-0.001490
0.000026,0.825582,0.667449,-0.001493
0.000027,0.828681,0.667435,-0.001496
0.000027,0.831779,0.667421,-0.001499
0.000027,0.834876,0.667408,-0.001502
0.000027,0.837974,0.667394,-0.001505
0.000027,0.841071,0.667380,-0.001508
0.000027,0.844167,0.667366,-0.001512
0.000027,0.847264,0.667352,-0.001515
0.000027,0.850360,0.667338,-0.001518
0.000027,0.853455,0.667324,-0.001521
0.000027,0.856551,0.667311,-0.001524
0.000027,0.859646,0.667297,-0.001527
0.000028,0.862740,0.667283,-0.001530
0.000028,0.865834,0.667269,-0.001533
0.000028,0.868928,0.667255,-0.001536
0.000028,0.872022,0.667242,-0.001539
0.000028,0.875115,0.667228,-0.001542
0.000028,0.878208,0.667214,-0.001545
0.000028,0.881301,0.667200,-0.001549
0.000028,0.884393,0.667186,-0.001552
0.000028,0.887485,0.667172,-0.001555
0.000028,0.890576,0.667159,-0.001558
0.000029,0.893668,0.667145,-0.001561
0.000029,0.896758,0.667131,-0.001564
0.000029,0.899849,0.667117,-0.001567
0.000029,0.902939,0.667103,-0.001570
0.000029,0.906029,0.667090,-0.001573
0.000029,0.909118,0.667076,-0.001576
0.000029,0.912207,0.667062,-0.001579
0.000029,0.915296,0.667048,-0.001582
0.000029,0.918384,0.667034,-0.001585
0.000029,0.921472,0.667021,-0.001588
0.000030,0.924560,0.667007,-0.001592
0.000030,0.927647,0.666993,-0.001595
0.000030,0.930734,0.666979,-0.001598
0.000030,0.933820,0.666965,-0.001601
0.000030,0.936907,0.666952,-0.001604
0.000030,0.939992,0.666938,-0.001607
0.000030,0.943078,0.666924,-0.001610
0.000030,0.946163,0.666910,-0.001613
0.000030,0.949247,0.666896,-0.001616
0.000030,0.952332,0.666883,-0.001619
0.000031,0.955416,0.666869,-0.001622
0.000031,0.958499,0.666855,-0.001625
0.000031,0.961582,0.666841,-0.001628
0.000031,0.964665,0.666828,-0.001631
0.000031,0.967747,0.666814,-0.001635
0.000031,0.970829,0.666800,-0.001638
0.000031,0.973911,0.666786,-0.001641
0.000031,0.976992,0.666773,-0.001644
0.000031,0.980073,0.666759,-0.001647
0.000031,0.983153,0.666745,-0.001650
0.000032,0.986234,0.666731,-0.001653
0.000032,0.989313,0.666717,-0.001656
0.000032,0.992393,0.666704,-0.001659
0.000032,0.995471,0.666690,-0.001662
0.000032,0.998550,0.666676,-0.001665
0.000032,1.001628,0.666662,-0.001668
0.000032,1.004706,0.666649,-0.001671
0.000032,1.007783,0.666635,-0.001674
0.000032,1.010860,0.666621,-0.001677
0.000032,1.013936,0.666607,-0.001681
0.000033,1.017013,0.666594,-0.001684
0.000033,1.020088,0.666580,-0.001687
0.000033,1.023164,0.666566,-0.001690
0.000033,1.026239,0.666552,-0.001693
0.000033,1.029313,0.666539,-0.001696
0.000033,1.032387,0.666525,-0.001699
0.000033,1.035461,0.666511,-0.001702
0.000033,1.038534,0.666498,-0.001705
0.000033,1.041607,0.666484,-0.001708
0.000034,1.044679,0.666470,-0.001711
0.000034,1.047752,0.666456,-0.001714
0.000034,1.050823,0.666443,-0.001717
0.000034,1.053894,0.666429,-0.001720
0.000034,1.056965,0.666415,-0.001723
0.000034,1.060036,0.666401,-0.001726
0.000034,1.063106,0.666388,-0.001729
0.000034,1.066175,0.666374,-0.001733
0.000034,1.069244,0.666360,-0.001736
0.000034,1.072313,0.666347,-0.001739
0.000034,1.075381,0.666333,-0.001742
0.000035,1.078449,0.666319,-0.001745
0.000035,1.081516,0.666305,-0.001748
0.000035,1.084583,0.666292,-0.001751
0.000035,1.087650,0.666278,-0.001754
0.000035,1.090716,0.666264,-0.001757
0.000035,1.093782,0.666251,-0.001760
0.000035,1.096847,0.666237,-0.001763
0.000035,1.099912,0.666223,-0.001766
0.000035,1.102976,0.666210,-0.001769
0.000035,1.106040,0.666196,-0.001772
0.000036,1.109104,0.666182,-0.001775
0.000036,1.112167,0.666169,-0.001778
0.000036,1.115230,0.666155,-0.001781
0.000036,1.118292,0.666141,-0.001784
0.000036,1.121354,0.666127,-0.001787
0.000036,1.124415,0.666114,-0.001791
0.000036,1.127476,0.666100,-0.001794
0.000036,1.130537,0.666086,-0.001797
0.000036,1.133597,0.666073,-0.001800
0.000036,1.136656,0.666059,-0.001803
0.000037,1.139715,0.666045,-0.001806
0.000037,1.142774,0.666032,-0.001809
0.000037,1.145832,0.666018,-0.001812
0.000037,1.148890,0.666004,-0.001815
0.000037,1.151947,0.665991,-0.001818
0.000037,1.155004,0.665977,-0.001821
0.000037,1.158060,0.665963,-0.001824
0.000037,1.161116,0.665950,-0.001827
0.000037,1.164172,0.665936,-0.001830
0.000037,1.167227,0.665923,-0.001833
0.000038,1.170281,0.665909,-0.001836
0.000038,1.173335,0.665895,-0.001839
0.000038,1.176389,0.665882,-0.001842
0.000038,1.179442,0.665868,-0.001845
0.000038,1.182495,0.665854,-0.001848
0.000038,1.185547,0.665841,-0.001851
0.000038,1.188599,0.665827,-0.001854
0.000038,1.191650,0.665813,-0.001857
0.000038,1.194701,0.665800,-0.001861
0.000039,1.197751,0.665786,-0.001864
0.000039,1.200801,0.665773,-0.001867
0.000039,1.203851,0.665759,-0.001870
0.000039,1.206900,0.665745,-0.001873
0.000039,1.209948,0.665732,-0.001876
0.000039,1.212996,0.665718,-0.001879
0.000039,1.216044,0.665704,-0.001882
0.000039,1.219091,0.665691,-0.001885
0.000039,1.222137,0.665677,-0.001888
0.000039,1.225183,0.665664,-0.001891
0.000039,1.228229,0.665650,-0.001894
0.000040,1.231274,0.665636,-0.001897
0.000040,1.234319,0.665623,-0.001900
0.000040,1.237363,0.665609,-0.001903
0.000040,1.240406,0.665596,-0.001906
0.000040,1.243449,0.665582,-0.001909
0.000040,1.246492,0.665568,-0.001912
0.000040,1.249534,0.665555,-0.001915
0.000040,1.252576,0.665541,-0.001918
0.000040,1.255617,0.665528,-0.001921
0.000040,1.258658,0.665514,-0.001924
0.000041,1.261698,0.665500,-0.001927
0.000041,1.264738,0.665487,-0.001930
0.000041,1.267777,0.665473,-0.001933
0.000041,1.270815,0.665460,-0.001936
0.000041,1.273854,0.665446,-0.001939
0.000041,1.276891,0.665433,-0.001942
0.000041,1.279928,0.665419,-0.001945
0.000041,1.282965,0.665405,-0.001948
0.000041,1.286001,0.665392,-0.001951
0.000041,1.289037,0.665378,-0.001954
0.000042,1.292072,0.665365,-0.001957
0.000042,1.295107,0.665351,-0.001960
0.000042,1.298141,0.665338,-0.001963
0.000042,1.301174,0.665324,-0.001966
0.000042,1.304208,0.665310,-0.001970
0.000042,1.307240,0.665297,-0.001973
0.000042,1.310272,0.665283,-0.001976
0.000042,1.313304,0.665270,-0.001979
0.000042,1.316335,0.665256,-0.001982
0.000042,1.319365,0.665243,-0.001985
0.000043,1.322395,0.665229,-0.001988
0.000043,1.325425,0.665216,-0.001991
0.000043,1.328454,0.665202,-0.001994
0.000043,1.331482,0.665189,-0.001997
0.000043,1.334510,0.665175,-0.002000
0.000043,1.337537,0.665162,-0.002003
0.000043,1.340564,0.665148,-0.002006
0.000043,1.343590,0.665135,-0.002009
0.000043,1.346616,0.665121,-0.002012
0.000044,1.349641,0.665107,-0.002015
0.000044,1.352666,0.665094,-0.002018
0.000044,1.355690,0.665080,-0.002021
0.000044,1.358714,0.665067,-0.002024
0.000044,1.361737,0.665053,-0.002027
0.000044,1.364760,0.665040,-0.002030
0.000044,1.367782,0.665026,-0.002033
0.000044,1.370803,0.665013,-0.002036
0.000044,1.373824,0.664999,-0.002039
0.000044,1.376845,0.664986,-0.002042
0.000044,1.379864,0.664972,-0.002045
0.000045,1.382884,0.664959,-0.002048
0.000045,1.385903,0.664945,-0.002051
0.000045,1.388921,0.664932,-0.002054
0.000045,1.391938,0.664918,-0.002057
0.000045,1.394956,0.664905,-0.002060
0.000045,1.397972,0.664892,-0.002063
0.000045,1.400988,0.664878,-0.002066
0.000045,1.404004,0.664865,-0.002069
0.000045,1.407019,0.664851,-0.002072
0.000045,1.410033,0.664838,-0.002075
0.000046,1.413047,0.664824,-0.002078
0.000046,1.416060,0.664811,-0.002081
0.000046,1.419073,0.664797,-0.002084
0.000046,1.422085,0.664784,-0.002087
0.000046,1.425096,0.664770,-0.002090
0.000046,1.428107,0.664757,-0.002093
0.000046,1.431118,0.664743,-0.002096
0.000046,1.434128,0.664730,-0.002099
0.000046,1.437137,0.664717,-0.002102
0.000046,1.440146,0.664703,-0.002105
0.000047,1.443154,0.664690,-0.002108
0.000047,1.446161,0.664676,-0.002111
0.000047,1.449168,0.664663,-0.002114
0.000047,1.452175,0.664649,-0.002117
0.000047,1.455181,0.664636,-0.002120
0.000047,1.458186,0.664622,-0.002123
0.000047,1.461191,0.664609,-0.002126
0.000047,1.464195,0.664596,-0.002129
0.000047,1.467199,0.664582,-0.002132
0.000047,1.470202,0.664569,-0.002135
0.000048,1.473204,0.664555,-0.002138
0.000048,1.476206,0.664542,-0.002141
0.000048,1.479207,0.664529,-0.002144
0.000048,1.482208,0.664515,-0.002147
0.000048,1.485208,0.664502,-0.002150
0.000048,1.488207,0.664488,-0.002153
0.000048,1.491206,0.664475,-0.002156
0.000048,1.494205,0.664462,-0.002159
0.000048,1.497202,0.664448,-0.002162
0.000048,1.500200,0.664435,-0.002165
0.000049,1.503196,0.664421,-0.002168
0.000049,1.506192,0.664408,-0.002171
0.000049,1.509187,0.664395,-0.002174
0.000049,1.512182,0.664381,-0.002177
0.000049,1.515176,0.664368,-0.002180
0.000049,1.518170,0.664354,-0.002183
0.000049,1.521163,0.664341,-0.002186
0.000049,1.524155,0.664328,-0.002188
0.000049,1.527147,0.664314,-0.002191
0.000049,1.530138,0.664301,-0.002194
0.000050,1.533129,0.664288,-0.002197
0.000050,1.536119,0.664274,-0.002200
0.000050,1.539108,0.664261,-0.002203
0.000050,1.542097,0.664248,-0.002206
0.000050,1.545085,0.664234,-0.002209
0.000050,1.548072,0.664221,-0.002212
0.000050,1.551059,0.664208,-0.002215
0.000050,1.554046,0.664194,-0.002218
0.000050,1.557031,0.664181,-0.002221
0.000051,1.560016,0.664168,-0.002224
0.000051,1.563001,0.664154,-0.002227
0.000051,1.565985,0.664141,-0.002230
0.000051,1.568968,0.664128,-0.002233
0.000051,1.571951,0.664114,-0.002236
0.000051,1.574933,0.664101,-0.002239
0.000051,1.577914,0.664088,-0.002242
0.000051,1.580895,0.664074,-0.002245
0.000051,1.583875,0.664061,-0.002248
0.000051,1.586854,0.664048,-0.002251
0.000051,1.589833,0.664034,-0.002254
0.000052,1.592811,0.664021,-0.002257
0.000052,1.595789,0.664008,-0.002260
0.000052,1.598766,0.663994,-0.002263
0.000052,1.601742,0.663981,-0.002266
0.000052,1.604718,0.663968,-0.002269
0.000052,1.607693,0.663954,-0.002272
0.000052,1.610668,0.663941,-0.002275
0.000052,1.613641,0.663928,-0.002278
0.000052,1.616615,0.663915,-0.002281
0.000052,1.619587,0.663901,-0.002283
0.000053,1.622559,0.663888,-0.002286
0.000053,1.625530,0.663875,-0.002289
0.000053,1.628501,0.663862,-0.002292
0.000053,1.631471,0.663848,-0.002295
0.000053,1.634440,0.663835,-0.002298
0.000053,1.637409,0.663822,-0.002301
0.000053,1.640377,0.663808,-0.002304
0.000053,1.643344,0.663795,-0.002307
0.000053,1.646311,0.663782,-0.002310
0.000053,1.649277,0.663769,-0.002313
0.000054,1.652243,0.663755,-0.002316
0.000054,1.655207,0.663742,-0.002319
0.000054,1.658171,0.663729,-0.002322
0.000054,1.661135,0.663716,-0.002325
0.000054,1.664098,0.663702,-0.002328
0.000054,1.667060,0.663689,-0.002331
0.000054,1.670021,0.663676,-0.002334
0.000054,1.672982,0.663663,-0.002337
0.000054,1.675942,0.663650,-0.002340
0.000054,1.678902,0.663636,-0.002343
0.000055,1.681861,0.663623,-0.002345
0.000055,1.684819,0.663610,-0.002348
0.000055,1.687777,0.663597,-0.002351
0.000055,1.690733,0.663583,-0.002354
0.000055,1.693690,0.663570,-0.002357
0.000055,1.696645,0.663557,-0.002360
0.000055,1.699600,0.663544,-0.002363
0.000055,1.702554,0.663531,-0.002366
0.000055,1.705508,0.663517,-0.002369
0.000056,1.708461,0.663504,-0.002372
0.000056,1.711413,0.663491,-0.002375
0.000056,1.714364,0.663478,-0.002378
0.000056,1.717315,0.663465,-0.002381
0.000056,1.720265,0.663451,-0.002384
0.000056,1.723215,0.663438,-0.002387
0.000056,1.726163,0.663425,-0.002390
0.000056,1.729111,0.663412,-0.002393
0.000056,1.732059,0.663399,-0.002395
0.000056,1.735006,0.663386,-0.002398
0.000056,1.737952,0.663372,-0.002401
0.000057,1.740897,0.663359,-0.002404
0.000057,1.743842,0.663346,-0.002407
0.000057,1.746786,0.663333,-0.002410
0.000057,1.749729,0.663320,-0.002413
0.000057,1.752672,0.663307,-0.002416
0.000057,1.755614,0.663294,-0.002419
0.000057,1.758555,0.663280,-0.002422
0.000057,1.761495,0.663267,-0.002425
0.000057,1.764435,0.663254,-0.002428
0.000057,1.767374,0.663241,-0.002431
0.000058,1.770313,0.663228,-0.002434
0.000058,1.773250,0.663215,-0.002436
0.000058,1.776187,0.663202,-0.002439
0.000058,1.779124,0.663189,-0.002442
0.000058,1.782059,0.663175,-0.002445
0.000058,1.784994,0.663162,-0.002448
0.000058,1.787929,0.663149,-0.002451
0.000058,1.790862,0.663136,-0.002454
0.000058,1.793795,0.663123,-0.002457
0.000058,1.796727,0.663110,-0.002460
0.000059,1.799658,0.663097,-0.002463
0.000059,1.802589,0.663084,-0.002466
0.000059,1.805519,0.663071,-0.002469
0.000059,1.808448,0.663057,-0.002472
0.000059,1.811377,0.663044,-0.002474
0.000059,1.814305,0.663031,-0.002477
0.000059,1.817232,0.663018,-0.002480
0.000059,1.820158,0.663005,-0.002483
0.000059,1.823084,0.662992,-0.002486
0.000059,1.826009,0.662979,-0.002489
0.000060,1.828933,0.662966,-0.002492
0.000060,1.831857,0.662953,-0.002495
0.000060,1.834779,0.662940,-0.002498
0.000060,1.837701,0.662927,-0.002501
0.000060,1.840623,0.662914,-0.002504
0.000060,1.843543,0.662901,-0.002506
0.000060,1.846463,0.662888,-0.002509
0.000060,1.849382,0.662875,-0.002512
0.000060,1.852301,0.662862,-0.002515
0.000061,1.855219,0.662849,-0.002518
0.000061,1.858136,0.662835,-0.002521
0.000061,1.861052,0.662822,-0.002524
0.000061,1.863967,0.662809,-0.002527
0.000061,1.866882,0.662796,-0.002530
0.000061,1.869796,0.662783,-0.002533
0.000061,1.872709,0.662770,-0.002535
0.000061,1.875622,0.662757,-0.002538
0.000061,1.878534,0.662744,-0.002541
0.000061,1.881445,0.662731,-0.002544
0.000061,1.884355,0.662718,-0.002547
0.000062,1.887265,0.662705,-0.002550
0.000062,1.890173,0.662692,-0.002553
0.000062,1.893082,0.662679,-0.002556
0.000062,1.895989,0.662666,-0.002559
0.000062,1.898895,0.662653,-0.002562
0.000062,1.901801,0.662640,-0.002564
0.000062,1.904706,0.662627,-0.002567
0.000062,1.907611,0.662614,-0.002570
0.000062,1.910514,0.662601,-0.002573
0.000063,1.913417,0.662588,-0.002576
0.000063,1.916319,0.662576,-0.002579
0.000063,1.919221,0.662563,-0.002582
0.000063,1.922121,0.662550,-0.002585
0.000063,1.925021,0.662537,-0.002588
0.000063,1.927920,0.662524,-0.002590
0.000063,1.930818,0.662511,-0.002593
0.000063,1.933716,0.662498,-0.002596
0.000063,1.936613,0.662485,-0.002599
0.000063,1.939509,0.662472,-0.002602
0.000063,1.942404,0.662459,-0.002605
0.000064,1.945298,0.662446,-0.002608
0.000064,1.948192,0.662433,-0.002611
0.000064,1.951085,0.662420,-0.002614
0.000064,1.953977,0.662407,-0.002616
0.000064,1.956868,0.662394,-0.002619
0.000064,1.959759,0.662381,-0.002622
0.000064,1.962649,0.662369,-0.002625
0.000064,1.965538,0.662356,-0.002628
0.000064,1.968426,0.662343,-0.002631
0.000064,1.971314,0.662330,-0.002634
0.000065,1.974200,0.662317,-0.002637
0.000065,1.977086,0.662304,-0.002639
0.000065,1.979971,0.662291,-0.002642
0.000065,1.982856,0.662278,-0.002645
0.000065,1.985739,0.662265,-0.002648
0.000065,1.988622,0.662252,-0.002651
0.000065,1.991504,0.662240,-0.002654
0.000065,1.994386,0.662227,-0.002657
0.000065,1.997266,0.662214,-0.002659
0.000065,2.000146,0.662201,-0.002662
0.000066,2.003025,0.662188,-0.002665
0.000066,2.005903,0.662175,-0.002668
0.000066,2.008780,0.662162,-0.002671
0.000066,2.011656,0.662150,-0.002674
0.000066,2.014532,0.662137,-0.002677
0.000066,2.017407,0.662124,-0.002680
0.000066,2.020281,0.662111,-0.002682
0.000066,2.023155,0.662098,-0.002685
0.000066,2.026027,0.662085,-0.002688
