time,V1,V2,V3,I_R,I_C,I_D1,I_D2,I_D3,I_D4
0.025883,5.821230,2.552349,8.373579,8.373579e-03,-8.373579e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025892,5.835718,2.537164,8.372881,8.372881e-03,-8.372881e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025900,5.850190,2.521994,8.372184,8.372184e-03,-8.372184e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025908,5.864645,2.506841,8.371486,8.371486e-03,-8.371486e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025917,5.879084,2.491705,8.370789,8.370789e-03,-8.370789e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025925,5.893506,2.476585,8.370091,8.370091e-03,-8.370091e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025933,5.907911,2.461482,8.369394,8.369394e-03,-8.369394e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025942,5.922300,2.446396,8.368696,8.368696e-03,-8.368696e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025950,5.936671,2.431328,8.367999,8.367999e-03,-8.367999e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025958,5.951025,2.416277,8.367302,8.367302e-03,-8.367302e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025967,5.965362,2.401243,8.366604,8.366604e-03,-8.366604e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025975,5.979681,2.386227,8.365907,8.365907e-03,-8.365907e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025983,5.993982,2.371228,8.365210,8.365210e-03,-8.365210e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.025992,6.008265,2.356248,8.364513,8.364513e-03,-8.364513e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026000,6.022531,2.341285,8.363816,8.363816e-03,-8.363816e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026008,6.036778,2.326341,8.363119,8.363119e-03,-8.363119e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026017,6.051007,2.311415,8.362422,8.362422e-03,-8.362422e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026025,6.065218,2.296508,8.361725,8.361725e-03,-8.361725e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026033,6.079410,2.281619,8.361029,8.361029e-03,-8.361029e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026042,6.093583,2.266749,8.360332,8.360332e-03,-8.360332e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026050,6.107738,2.251898,8.359635,8.359635e-03,-8.359635e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026058,6.121873,2.237066,8.358939,8.358939e-03,-8.358939e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026067,6.135989,2.222253,8.358242,8.358242e-03,-8.358242e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026075,6.150087,2.207459,8.357546,8.357546e-03,-8.357546e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026083,6.164164,2.192685,8.356849,8.356849e-03,-8.356849e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026092,6.178222,2.177931,8.356153,8.356153e-03,-8.356153e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026100,6.192261,2.163196,8.355457,8.355457e-03,-8.355457e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026108,6.206279,2.148481,8.354761,8.354761e-03,-8.354761e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026117,6.220278,2.133787,8.354064,8.354064e-03,-8.354064e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026125,6.234256,2.119112,8.353368,8.353368e-03,-8.353368e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026133,6.248214,2.104458,8.352672,8.352672e-03,-8.352672e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026142,6.262152,2.089825,8.351976,8.351976e-03,-8.351976e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026150,6.276069,2.075212,8.351280,8.351280e-03,-8.351280e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026158,6.289965,2.060619,8.350584,8.350584e-03,-8.350584e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026167,6.303841,2.046048,8.349889,8.349889e-03,-8.349889e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026175,6.317695,2.031497,8.349193,8.349193e-03,-8.349193e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026183,6.331529,2.016968,8.348497,8.348497e-03,-8.348497e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026192,6.345341,2.002460,8.347801,8.347801e-03,-8.347801e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026200,6.359132,1.987974,8.347106,8.347106e-03,-8.347106e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026208,6.372901,1.973509,8.346410,8.346410e-03,-8.346410e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026217,6.386649,1.959066,8.345715,8.345715e-03,-8.345715e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026225,6.400374,1.944645,8.345019,8.345019e-03,-8.345019e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026233,6.414078,1.930246,8.344324,8.344324e-03,-8.344324e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026242,6.427760,1.915869,8.343629,8.343629e-03,-8.343629e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026250,6.441419,1.901514,8.342934,8.342934e-03,-8.342934e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026258,6.455056,1.887182,8.342238,8.342238e-03,-8.342238e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026267,6.468671,1.872872,8.341543,8.341543e-03,-8.341543e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026275,6.482263,1.858585,8.340848,8.340848e-03,-8.340848e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026283,6.495832,1.844321,8.340153,8.340153e-03,-8.340153e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026292,6.509378,1.830080,8.339458,8.339458e-03,-8.339458e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026300,6.522901,1.815862,8.338763,8.338763e-03,-8.338763e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026308,6.536401,1.801667,8.338068,8.338068e-03,-8.338068e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026317,6.549878,1.787496,8.337374,8.337374e-03,-8.337374e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026325,6.563331,1.773348,8.336679,8.336679e-03,-8.336679e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026333,6.576761,1.759224,8.335984,8.335984e-03,-8.335984e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026342,6.590166,1.745123,8.335290,8.335290e-03,-8.335290e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026350,6.603548,1.731047,8.334595,8.334595e-03,-8.334595e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026358,6.616906,1.716995,8.333901,8.333901e-03,-8.333901e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026367,6.630240,1.702966,8.333206,8.333206e-03,-8.333206e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026375,6.643549,1.688963,8.332512,8.332512e-03,-8.332512e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026383,6.656834,1.674983,8.331817,8.331817e-03,-8.331817e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026392,6.670095,1.661028,8.331123,8.331123e-03,-8.331123e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026400,6.683331,1.647099,8.330429,8.330429e-03,-8.330429e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026408,6.696541,1.633193,8.329735,8.329735e-03,-8.329735e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026417,6.709727,1.619313,8.329041,8.329041e-03,-8.329041e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026425,6.722888,1.605458,8.328347,8.328347e-03,-8.328347e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026433,6.736024,1.591629,8.327653,8.327653e-03,-8.327653e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026442,6.749134,1.577824,8.326959,8.326959e-03,-8.326959e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026450,6.762219,1.564046,8.326265,8.326265e-03,-8.326265e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026458,6.775278,1.550293,8.325571,8.325571e-03,-8.325571e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026467,6.788312,1.536566,8.324877,8.324877e-03,-8.324877e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026475,6.801319,1.522864,8.324184,8.324184e-03,-8.324184e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026483,6.814301,1.509189,8.323490,8.323490e-03,-8.323490e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026492,6.827256,1.495540,8.322797,8.322797e-03,-8.322797e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026500,6.840186,1.481918,8.322103,8.322103e-03,-8.322103e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026508,6.853088,1.468321,8.321410,8.321410e-03,-8.321410e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026517,6.865964,1.454752,8.320716,8.320716e-03,-8.320716e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026525,6.878814,1.441209,8.320023,8.320023e-03,-8.320023e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026533,6.891637,1.427693,8.319330,8.319330e-03,-8.319330e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026542,6.904432,1.414204,8.318636,8.318636e-03,-8.318636e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026550,6.917201,1.400742,8.317943,8.317943e-03,-8.317943e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026558,6.929942,1.387308,8.317250,8.317250e-03,-8.317250e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026567,6.942657,1.373900,8.316557,8.316557e-03,-8.316557e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026575,6.955343,1.360521,8.315864,8.315864e-03,-8.315864e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026583,6.968002,1.347169,8.315171,8.315171e-03,-8.315171e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026592,6.980634,1.333844,8.314478,8.314478e-03,-8.314478e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026600,6.993238,1.320548,8.313786,8.313786e-03,-8.313786e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026608,7.005813,1.307280,8.313093,8.313093e-03,-8.313093e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026617,7.018361,1.294039,8.312400,8.312400e-03,-8.312400e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026625,7.030880,1.280827,8.311707,8.311707e-03,-8.311707e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026633,7.043371,1.267644,8.311015,8.311015e-03,-8.311015e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026642,7.055833,1.254489,8.310322,8.310322e-03,-8.310322e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026650,7.068267,1.241363,8.309630,8.309630e-03,-8.309630e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026658,7.080672,1.228265,8.308937,8.308937e-03,-8.308937e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026667,7.093049,1.215196,8.308245,8.308245e-03,-8.308245e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026675,7.105396,1.202157,8.307553,8.307553e-03,-8.307553e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026683,7.117714,1.189146,8.306861,8.306861e-03,-8.306861e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026692,7.130003,1.176165,8.306168,8.306168e-03,-8.306168e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026700,7.142263,1.163213,8.305476,8.305476e-03,-8.305476e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026708,7.154493,1.150291,8.304784,8.304784e-03,-8.304784e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026717,7.166694,1.137398,8.304092,8.304092e-03,-8.304092e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026725,7.178865,1.124536,8.303400,8.303400e-03,-8.303400e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026733,7.191006,1.111703,8.302708,8.302708e-03,-8.302708e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026742,7.203117,1.098900,8.302016,8.302016e-03,-8.302016e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026750,7.215198,1.086127,8.301325,8.301325e-03,-8.301325e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026758,7.227248,1.073385,8.300633,8.300633e-03,-8.300633e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026767,7.239269,1.060673,8.299941,8.299941e-03,-8.299941e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026775,7.251259,1.047991,8.299250,8.299250e-03,-8.299250e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026783,7.263218,1.035340,8.298558,8.298558e-03,-8.298558e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026792,7.275147,1.022720,8.297867,8.297867e-03,-8.297867e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026800,7.287044,1.010131,8.297175,8.297175e-03,-8.297175e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026808,7.298911,0.997573,8.296484,8.296484e-03,-8.296484e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026817,7.310747,0.985045,8.295793,8.295793e-03,-8.295793e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026825,7.322552,0.972550,8.295101,8.295101e-03,-8.295101e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026833,7.334325,0.960085,8.294410,8.294410e-03,-8.294410e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026842,7.346067,0.947652,8.293719,8.293719e-03,-8.293719e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026850,7.357777,0.935251,8.293028,8.293028e-03,-8.293028e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026858,7.369456,0.922881,8.292337,8.292337e-03,-8.292337e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026867,7.381103,0.910543,8.291646,8.291646e-03,-8.291646e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026875,7.392718,0.898237,8.290955,8.290955e-03,-8.290955e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026883,7.404301,0.885963,8.290264,8.290264e-03,-8.290264e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026892,7.415851,0.873722,8.289573,8.289573e-03,-8.289573e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026900,7.427370,0.861513,8.288883,8.288883e-03,-8.288883e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026908,7.438856,0.849336,8.288192,8.288192e-03,-8.288192e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026917,7.450310,0.837191,8.287501,8.287501e-03,-8.287501e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026925,7.461731,0.825080,8.286811,8.286811e-03,-8.286811e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026933,7.473119,0.813001,8.286120,8.286120e-03,-8.286120e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026942,7.484475,0.800955,8.285430,8.285430e-03,-8.285430e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026950,7.495798,0.788942,8.284739,8.284739e-03,-8.284739e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026958,7.507087,0.776962,8.284049,8.284049e-03,-8.284049e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026967,7.518343,0.765015,8.283359,8.283359e-03,-8.283359e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026975,7.529566,0.753102,8.282668,8.282668e-03,-8.282668e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026983,7.540756,0.741222,8.281978,8.281978e-03,-8.281978e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.026992,7.551912,0.729376,8.281288,8.281288e-03,-8.281288e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027000,7.563035,0.717564,8.280598,8.280598e-03,-8.280598e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027008,7.574123,0.705785,8.279908,8.279908e-03,-8.279908e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027017,7.585178,0.694040,8.279218,8.279218e-03,-8.279218e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027025,7.596199,0.682329,8.278528,8.278528e-03,-8.278528e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027033,7.607186,0.670653,8.277839,8.277839e-03,-8.277839e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027042,7.618138,0.659010,8.277149,8.277149e-03,-8.277149e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027050,7.629057,0.647402,8.276459,8.276459e-03,-8.276459e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027058,7.639940,0.635829,8.275769,8.275769e-03,-8.275769e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027067,7.650790,0.624290,8.275080,8.275080e-03,-8.275080e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027075,7.661604,0.612786,8.274390,8.274390e-03,-8.274390e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027083,7.672384,0.601317,8.273701,8.273701e-03,-8.273701e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027092,7.683129,0.589882,8.273011,8.273011e-03,-8.273011e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027100,7.693839,0.578483,8.272322,8.272322e-03,-8.272322e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027108,7.704514,0.567118,8.271633,8.271633e-03,-8.271633e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027117,7.715154,0.555789,8.270944,8.270944e-03,-8.270944e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027125,7.725759,0.544496,8.270254,8.270254e-03,-8.270254e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027133,7.736328,0.533237,8.269565,8.269565e-03,-8.269565e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027142,7.746861,0.522015,8.268876,8.268876e-03,-8.268876e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027150,7.757359,0.510828,8.268187,8.268187e-03,-8.268187e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027158,7.767821,0.499677,8.267498,8.267498e-03,-8.267498e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027167,7.778248,0.488561,8.266809,8.266809e-03,-8.266809e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027175,7.788638,0.477482,8.266120,8.266120e-03,-8.266120e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027183,7.798993,0.466439,8.265432,8.265432e-03,-8.265432e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027192,7.809311,0.455432,8.264743,8.264743e-03,-8.264743e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027200,7.819593,0.444462,8.264054,8.264054e-03,-8.264054e-03,-1.000000e-12,-1.000000e-12,-1.000000e-12,-1.000000e-12
0.027208,7.829838,0.433527,8.263366,8.263366e-03,-8.263366e-03,-9.999999e-13,-1.000000e-12,-1.000000e-12,-9.999999e-13
0.027217,7.840047,0.422630,8.262677,8.262677e-03,-8.262677e-03,-9.999999e-13,-1.000000e-12,-1.000000e-12,-9.999999e-13
0.027225,7.850220,0.411769,8.261989,8.261989e-03,-8.261989e-03,-9.999999e-13,-1.000000e-12,-1.000000e-12,-9.999999e-13
0.027233,7.860356,0.400944,8.261300,8.261300e-03,-8.261300e-03,-9.999998e-13,-1.000000e-12,-1.000000e-12,-9.999998e-13
0.027242,7.870455,0.390157,8.260612,8.260612e-03,-8.260612e-03,-9.999997e-13,-1.000000e-12,-1.000000e-12,-9.999997e-13
0.027250,7.880517,0.379406,8.259923,8.259923e-03,-8.259923e-03,-9.999996e-13,-1.000000e-12,-1.000000e-12,-9.999996e-13
0.027258,7.890542,0.368693,8.259235,8.259235e-03,-8.259235e-03,-9.999994e-13,-1.000000e-12,-1.000000e-12,-9.999994e-13
0.027267,7.900530,0.358017,8.258547,8.258547e-03,-8.258547e-03,-9.999990e-13,-1.000000e-12,-1.000000e-12,-9.999990e-13
0.027275,7.910481,0.347377,8.257859,8.257859e-03,-8.257859e-03,-9.999985e-13,-1.000000e-12,-1.000000e-12,-9.999985e-13
0.027283,7.920395,0.336776,8.257171,8.257171e-03,-8.257171e-03,-9.999978e-13,-1.000000e-12,-1.000000e-12,-9.999978e-13
0.027292,7.930271,0.326211,8.256483,8.256483e-03,-8.256483e-03,-9.999967e-13,-1.000000e-12,-1.000000e-12,-9.999967e-13
0.027300,7.940110,0.315685,8.255795,8.255795e-03,-8.255795e-03,-9.999950e-13,-1.000000e-12,-1.000000e-12,-9.999950e-13
0.027308,7.949911,0.305196,8.255107,8.255107e-03,-8.255107e-03,-9.999925e-13,-1.000000e-12,-1.000000e-12,-9.999925e-13
0.027317,7.959674,0.294744,8.254419,8.254419e-03,-8.254419e-03,-9.999888e-13,-1.000000e-12,-1.000000e-12,-9.999888e-13
0.027325,7.969400,0.284331,8.253731,8.253731e-03,-8.253731e-03,-9.999833e-13,-1.000000e-12,-1.000000e-12,-9.999833e-13
0.027333,7.979088,0.273955,8.253043,8.253043e-03,-8.253043e-03,-9.999750e-13,-1.000000e-12,-1.000000e-12,-9.999750e-13
0.027342,7.988738,0.263618,8.252356,8.252356e-03,-8.252356e-03,-9.999628e-13,-1.000000e-12,-1.000000e-12,-9.999628e-13
0.027350,7.998349,0.253319,8.251668,8.251668e-03,-8.251668e-03,-9.999445e-13,-1.000000e-12,-1.000000e-12,-9.999445e-13
0.027358,8.007923,0.243058,8.250980,8.250980e-03,-8.250980e-03,-9.999175e-13,-1.000000e-12,-1.000000e-12,-9.999175e-13
0.027367,8.017458,0.232835,8.250293,8.250293e-03,-8.250293e-03,-9.998775e-13,-1.000000e-12,-1.000000e-12,-9.998775e-13
0.027375,8.026955,0.222651,8.249605,8.249605e-03,-8.249605e-03,-9.998183e-13,-1.000000e-12,-1.000000e-12,-9.998183e-13
0.027383,8.036413,0.212505,8.248918,8.248918e-03,-8.248918e-03,-9.997310e-13,-1.000000e-12,-1.000000e-12,-9.997310e-13
0.027392,8.045833,0.202398,8.248231,8.248231e-03,-8.248231e-03,-9.996023e-13,-1.000000e-12,-1.000000e-12,-9.996023e-13
0.027400,8.055214,0.192329,8.247543,8.247543e-03,-8.247543e-03,-9.994128e-13,-1.000000e-12,-1.000000e-12,-9.994128e-13
0.027408,8.064556,0.182300,8.246856,8.246856e-03,-8.246856e-03,-9.991345e-13,-1.000000e-12,-1.000000e-12,-9.991345e-13
0.027417,8.073860,0.172309,8.246169,8.246169e-03,-8.246169e-03,-9.987262e-13,-1.000000e-12,-1.000000e-12,-9.987262e-13
0.027425,8.083124,0.162358,8.245482,8.245482e-03,-8.245482e-03,-9.981280e-13,-1.000000e-12,-1.000000e-12,-9.981280e-13
0.027433,8.092349,0.152445,8.244795,8.244795e-03,-8.244795e-03,-9.972532e-13,-1.000000e-12,-1.000000e-12,-9.972532e-13
0.027442,8.101536,0.142572,8.244108,8.244108e-03,-8.244108e-03,-9.959755e-13,-1.000000e-12,-1.000000e-12,-9.959755e-13
0.027450,8.110683,0.132738,8.243421,8.243421e-03,-8.243421e-03,-9.941126e-13,-1.000000e-12,-1.000000e-12,-9.941126e-13
0.027458,8.119790,0.122944,8.242734,8.242734e-03,-8.242734e-03,-9.914004e-13,-1.000000e-12,-1.000000e-12,-9.914004e-13
0.027467,8.128858,0.113189,8.242047,8.242047e-03,-8.242047e-03,-9.874580e-13,-1.000000e-12,-1.000000e-12,-9.874580e-13
