time,V1,V2,V3,I_R,I_C,I_D1,I_D2,I_D3,I_D4
0.000000,-0.000000,0.000000,0.000000,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
0.000008,-0.015708,0.015708,0.000000,0.000000e+00,0.000000e+00,-4.553747e-13,8.361246e-13,8.361246e-13,-4.553747e-13
0.000017,-0.031416,0.031416,0.000000,9.711949e-17,1.165434e-12,-7.033815e-13,2.371333e-12,2.371333e-12,-7.033815e-13
0.000025,-0.047123,0.047123,0.000000,3.917759e-16,3.535877e-12,-8.384511e-13,5.190077e-12,5.190077e-12,-8.384511e-13
0.000033,-0.062830,0.062830,0.000000,1.059578e-15,8.013627e-12,-9.120132e-13,1.036534e-11,1.036534e-11,-9.120132e-13
0.000042,-0.078537,0.078537,0.000000,2.418162e-15,1.630300e-11,-9.520773e-13,1.986693e-11,1.986693e-11,-9.520773e-13
0.000050,-0.094242,0.094242,0.000000,5.048058e-15,3.155876e-11,-9.738977e-13,3.731085e-11,3.731085e-11,-9.738977e-13
0.000058,-0.109947,0.109947,0.000000,1.001357e-14,5.958611e-11,-9.857823e-13,6.933463e-11,6.933463e-11,-9.857823e-13
0.000067,-0.125650,0.125650,0.000000,1.926702e-14,1.110414e-10,-9.922554e-13,1.281215e-10,1.281215e-10,-9.922554e-13
0.000075,-0.141353,0.141353,0.000000,3.639292e-14,2.055108e-10,-9.957812e-13,2.360319e-10,2.360319e-10,-9.957812e-13
0.000083,-0.157054,0.157054,0.000000,6.796980e-14,3.789226e-10,-9.977017e-13,4.341027e-10,4.341027e-10,-9.977017e-13
0.000092,-0.172753,0.172753,0.000000,1.260709e-13,6.972129e-10,-9.987479e-13,7.976393e-10,7.976393e-10,-9.987479e-13
0.000100,-0.188451,0.188451,0.000000,2.328521e-13,1.281375e-09,-9.993178e-13,1.464821e-09,1.464821e-09,-9.993178e-13
0.000108,-0.204147,0.204147,0.000000,4.289694e-13,2.353408e-09,-9.996283e-13,2.689171e-09,2.689171e-09,-9.996283e-13
0.000117,-0.219841,0.219841,0.000000,7.890195e-13,4.320601e-09,-9.997974e-13,4.935795e-09,4.935795e-09,-9.997974e-13
0.000125,-0.235532,0.235532,0.000000,1.449861e-12,7.930100e-09,-9.998896e-13,9.057865e-09,9.057865e-09,-9.998896e-13
0.000133,-0.251222,0.251222,0.000000,2.662557e-12,1.455235e-08,-9.999398e-13,1.662024e-08,1.662024e-08,-9.999398e-13
0.000142,-0.266908,0.266908,0.000000,4.887624e-12,2.670080e-08,-9.999672e-13,3.049279e-08,3.049279e-08,-9.999672e-13
0.000150,-0.282593,0.282593,0.000000,8.969674e-12,4.898460e-08,-9.999821e-13,5.593806e-08,5.593806e-08,-9.999821e-13
0.000158,-0.298274,0.298274,0.000000,1.645759e-11,8.985499e-08,-9.999903e-13,1.026048e-07,1.026048e-07,-9.999903e-13
0.000167,-0.313953,0.313953,0.000000,3.019141e-11,1.648059e-07,-9.999947e-13,1.881815e-07,1.881815e-07,-9.999947e-13
0.000175,-0.329628,0.329628,0.000000,5.537796e-11,3.022386e-07,-9.999971e-13,3.450906e-07,3.450906e-07,-9.999971e-13
0.000183,-0.345300,0.345300,0.000000,1.015619e-10,5.542072e-07,-9.999984e-13,6.327528e-07,6.327528e-07,-9.999984e-13
0.000192,-0.360969,0.360969,0.000000,1.862371e-10,1.016102e-06,-9.999991e-13,1.160051e-06,1.160051e-06,-9.999991e-13
0.000200,-0.376634,0.376634,0.000000,3.414621e-10,1.862700e-06,-9.999995e-13,2.126472e-06,2.126472e-06,-9.999995e-13
0.000208,-0.392295,0.392296,0.000001,6.259767e-10,3.414175e-06,-9.999997e-13,3.897431e-06,3.897431e-06,-9.999997e-13
0.000217,-0.407952,0.407954,0.000001,1.147389e-09,6.256953e-06,-9.999999e-13,7.142171e-06,7.142171e-06,-9.999999e-13
0.000225,-0.423606,0.423608,0.000002,2.102798e-09,1.146490e-05,-9.999999e-13,1.308611e-05,1.308611e-05,-9.999999e-13
0.000233,-0.439254,0.439258,0.000004,3.853134e-09,2.100404e-05,-1.000000e-12,2.397255e-05,2.397255e-05,-1.000000e-12
0.000242,-0.454897,0.454905,0.000007,7.059198e-09,3.847276e-05,-1.000000e-12,4.390689e-05,4.390689e-05,-1.000000e-12
0.000250,-0.470535,0.470548,0.000013,1.293043e-08,7.045484e-05,-1.000000e-12,8.039949e-05,8.039949e-05,-1.000000e-12
0.000258,-0.486166,0.486189,0.000024,2.367963e-08,1.289904e-04,-1.000000e-12,1.471821e-04,1.471821e-04,-1.000000e-12
0.000267,-0.501787,0.501830,0.000043,4.335309e-08,2.360815e-04,-1.000000e-12,2.693401e-04,2.693401e-04,-1.000000e-12
0.000275,-0.517395,0.517474,0.000079,7.934372e-08,4.318875e-04,-1.000000e-12,4.926367e-04,4.926367e-04,-1.000000e-12
0.000283,-0.532983,0.533128,0.000145,1.451406e-07,7.895629e-04,-1.000000e-12,9.003604e-04,9.003604e-04,-1.000000e-12
0.000292,-0.548539,0.548804,0.000265,2.652992e-07,1.441903e-03,-1.000000e-12,1.643467e-03,1.643467e-03,-1.000000e-12
0.000300,-0.564040,0.564524,0.000484,4.843393e-07,2.628481e-03,-1.000000e-12,2.993532e-03,2.993532e-03,-1.000000e-12
0.000308,-0.579446,0.580328,0.000882,8.823975e-07,4.776698e-03,-1.000000e-12,5.432621e-03,5.432621e-03,-1.000000e-12
0.000317,-0.594685,0.596287,0.001602,1.601873e-06,8.633710e-03,-1.000000e-12,9.795777e-03,9.795777e-03,-1.000000e-12
0.000325,-0.609634,0.612524,0.002890,2.890024e-06,1.545781e-02,-1.000000e-12,1.746596e-02,1.746596e-02,-1.000000e-12
0.000333,-0.624087,0.629246,0.005159,5.158860e-06,2.722603e-02,-1.000000e-12,3.054969e-02,3.054969e-02,-1.000000e-12
0.000342,-0.637724,0.646771,0.009047,9.046933e-06,4.665687e-02,-1.000000e-12,5.177441e-02,5.177441e-02,-1.000000e-12
0.000350,-0.650108,0.665535,0.015427,1.542723e-05,7.656362e-02,-1.000000e-12,8.359525e-02,8.359525e-02,-1.000000e-12
0.000358,-0.660759,0.686021,0.025262,2.526170e-05,1.180136e-01,-1.000000e-12,1.262185e-01,1.262185e-01,-1.000000e-12
0.000367,-0.669321,0.708582,0.039261,3.926050e-05,1.679857e-01,-1.000000e-12,1.757807e-01,1.757807e-01,-1.000000e-12
0.000375,-0.675736,0.733276,0.057539,5.753942e-05,2.193470e-01,-1.000000e-12,2.252947e-01,2.252947e-01,-1.000000e-12
0.000383,-0.680258,0.759850,0.079591,7.959144e-05,2.646242e-01,-1.000000e-12,2.683606e-01,2.683606e-01,-1.000000e-12
0.000392,-0.683304,0.787885,0.104581,1.045811e-04,2.998760e-01,-1.000000e-12,3.019188e-01,3.019188e-01,-1.000000e-12
0.000400,-0.685294,0.816962,0.131667,1.316672e-04,3.250334e-01,-1.000000e-12,3.260834e-01,3.260834e-01,-1.000000e-12
0.000408,-0.686570,0.846738,0.160168,1.601683e-04,3.420124e-01,-1.000000e-12,3.425761e-01,3.425761e-01,-1.000000e-12
0.000417,-0.687377,0.876968,0.189591,1.895915e-04,3.530786e-01,-1.000000e-12,3.534368e-01,3.534368e-01,-1.000000e-12
0.000425,-0.687882,0.907484,0.219602,2.196021e-04,3.601272e-01,-1.000000e-12,3.604148e-01,3.604148e-01,-1.000000e-12
0.000433,-0.688196,0.938176,0.249980,2.499803e-04,3.645386e-01,-1.000000e-12,3.648152e-01,3.648152e-01,-1.000000e-12
0.000442,-0.688388,0.968973,0.280585,2.805847e-04,3.672527e-01,-1.000000e-12,3.675434e-01,3.675434e-01,-1.000000e-12
0.000450,-0.688505,0.999830,0.311325,3.113252e-04,3.688863e-01,-1.000000e-12,3.692014e-01,3.692014e-01,-1.000000e-12
0.000458,-0.688573,1.030718,0.342145,3.421449e-04,3.698365e-01,-1.000000e-12,3.701799e-01,3.701799e-01,-1.000000e-12
0.000467,-0.688611,1.061619,0.373008,3.730079e-04,3.703556e-01,-1.000000e-12,3.707290e-01,3.707290e-01,-1.000000e-12
0.000475,-0.688631,1.092522,0.403891,4.038915e-04,3.706029e-01,-1.000000e-12,3.710069e-01,3.710069e-01,-1.000000e-12
0.000483,-0.688638,1.123419,0.434781,4.347813e-04,3.706786e-01,-1.000000e-12,3.711134e-01,3.711134e-01,-1.000000e-12
0.000492,-0.688638,1.154306,0.465668,4.656685e-04,3.706457e-01,-1.000000e-12,3.711113e-01,3.711113e-01,-1.000000e-12
0.000500,-0.688633,1.185180,0.496547,4.965471e-04,3.705434e-01,-1.000000e-12,3.710399e-01,3.710399e-01,-1.000000e-12
0.000508,-0.688625,1.216038,0.527413,5.274135e-04,3.703963e-01,-1.000000e-12,3.709237e-01,3.709237e-01,-1.000000e-12
0.000517,-0.688615,1.246880,0.558265,5.582651e-04,3.702199e-01,-1.000000e-12,3.707782e-01,3.707782e-01,-1.000000e-12
0.000525,-0.688603,1.277704,0.589100,5.891004e-04,3.700238e-01,-1.000000e-12,3.706129e-01,3.706129e-01,-1.000000e-12
0.000533,-0.688591,1.308509,0.619918,6.199183e-04,3.698140e-01,-1.000000e-12,3.704339e-01,3.704339e-01,-1.000000e-12
0.000542,-0.688578,1.339295,0.650718,6.507178e-04,3.695943e-01,-1.000000e-12,3.702450e-01,3.702450e-01,-1.000000e-12
0.000550,-0.688564,1.370062,0.681498,6.814984e-04,3.693670e-01,-1.000000e-12,3.700485e-01,3.700485e-01,-1.000000e-12
0.000558,-0.688550,1.400809,0.712259,7.122595e-04,3.691336e-01,-1.000000e-12,3.698459e-01,3.698459e-01,-1.000000e-12
0.000567,-0.688535,1.431536,0.743001,7.430007e-04,3.688950e-01,-1.000000e-12,3.696381e-01,3.696381e-01,-1.000000e-12
0.000575,-0.688520,1.462242,0.773722,7.737217e-04,3.686519e-01,-1.000000e-12,3.694257e-01,3.694257e-01,-1.000000e-12
0.000583,-0.688505,1.492927,0.804422,8.044221e-04,3.684045e-01,-1.000000e-12,3.692090e-01,3.692090e-01,-1.000000e-12
0.000592,-0.688490,1.523591,0.835102,8.351015e-04,3.681531e-01,-1.000000e-12,3.689883e-01,3.689883e-01,-1.000000e-12
0.000600,-0.688474,1.554234,0.865760,8.657597e-04,3.678979e-01,-1.000000e-12,3.687637e-01,3.687637e-01,-1.000000e-12
0.000608,-0.688458,1.584854,0.896396,8.963963e-04,3.676389e-01,-1.000000e-12,3.685353e-01,3.685353e-01,-1.000000e-12
0.000617,-0.688442,1.615453,0.927011,9.270109e-04,3.673762e-01,-1.000000e-12,3.683033e-01,3.683033e-01,-1.000000e-12
0.000625,-0.688425,1.646029,0.957603,9.576034e-04,3.671098e-01,-1.000000e-12,3.680675e-01,3.680675e-01,-1.000000e-12
0.000633,-0.688408,1.676582,0.988173,9.881734e-04,3.668397e-01,-1.000000e-12,3.678280e-01,3.678280e-01,-1.000000e-12
0.000642,-0.688391,1.707112,1.018721,1.018721e-03,3.665661e-01,-1.000000e-12,3.675849e-01,3.675849e-01,-1.000000e-12
0.000650,-0.688374,1.737618,1.049245,1.049245e-03,3.662888e-01,-1.000000e-12,3.673381e-01,3.673381e-01,-1.000000e-12
0.000658,-0.688356,1.768102,1.079745,1.079745e-03,3.660079e-01,-1.000000e-12,3.670877e-01,3.670877e-01,-1.000000e-12
0.000667,-0.688338,1.798561,1.110222,1.110222e-03,3.657234e-01,-1.000000e-12,3.668337e-01,3.668337e-01,-1.000000e-12
0.000675,-0.688320,1.828995,1.140675,1.140675e-03,3.654353e-01,-1.000000e-12,3.665760e-01,3.665760e-01,-1.000000e-12
0.000683,-0.688302,1.859406,1.171104,1.171104e-03,3.651436e-01,-1.000000e-12,3.663148e-01,3.663148e-01,-1.000000e-12
0.000692,-0.688283,1.889791,1.201508,1.201508e-03,3.648483e-01,-1.000000e-12,3.660499e-01,3.660499e-01,-1.000000e-12
0.000700,-0.688264,1.920151,1.231887,1.231887e-03,3.645494e-01,-1.000000e-12,3.657814e-01,3.657814e-01,-1.000000e-12
0.000708,-0.688245,1.950486,1.262241,1.262241e-03,3.642469e-01,-1.000000e-12,3.655093e-01,3.655093e-01,-1.000000e-12
0.000717,-0.688225,1.980795,1.292569,1.292569e-03,3.639409e-01,-1.000000e-12,3.652336e-01,3.652336e-01,-1.000000e-12
0.000725,-0.688206,2.011077,1.322872,1.322872e-03,3.636313e-01,-1.000000e-12,3.649542e-01,3.649542e-01,-1.000000e-12
0.000733,-0.688185,2.041334,1.353148,1.353148e-03,3.633181e-01,-1.000000e-12,3.646713e-01,3.646713e-01,-1.000000e-12
0.000742,-0.688165,2.071564,1.383399,1.383399e-03,3.630013e-01,-1.000000e-12,3.643848e-01,3.643848e-01,-1.000000e-12
0.000750,-0.688145,2.101766,1.413622,1.413622e-03,3.626810e-01,-1.000000e-12,3.640947e-01,3.640947e-01,-1.000000e-12
0.000758,-0.688124,2.131942,1.443818,1.443818e-03,3.623570e-01,-1.000000e-12,3.638010e-01,3.638010e-01,-1.000000e-12
0.000767,-0.688103,2.162090,1.473987,1.473987e-03,3.620296e-01,-1.000000e-12,3.635037e-01,3.635037e-01,-1.000000e-12
0.000775,-0.688081,2.192210,1.504129,1.504129e-03,3.616986e-01,-1.000000e-12,3.632028e-01,3.632028e-01,-1.000000e-12
0.000783,-0.688059,2.222302,1.534243,1.534243e-03,3.613640e-01,-1.000000e-12,3.628983e-01,3.628983e-01,-1.000000e-12
0.000792,-0.688038,2.252366,1.564328,1.564328e-03,3.610258e-01,-1.000000e-12,3.625903e-01,3.625903e-01,-1.000000e-12
0.000800,-0.688015,2.282400,1.594385,1.594385e-03,3.606842e-01,-1.000000e-12,3.622787e-01,3.622787e-01,-1.000000e-12
0.000808,-0.687993,2.312406,1.624413,1.624413e-03,3.603390e-01,-1.000000e-12,3.619635e-01,3.619635e-01,-1.000000e-12
0.000817,-0.687970,2.342383,1.654413,1.654413e-03,3.599902e-01,-1.000000e-12,3.616447e-01,3.616447e-01,-1.000000e-12
0.000825,-0.687947,2.372329,1.684382,1.684382e-03,3.596379e-01,-1.000000e-12,3.613224e-01,3.613224e-01,-1.000000e-12
0.000833,-0.687924,2.402246,1.714323,1.714323e-03,3.592821e-01,-1.000000e-12,3.609965e-01,3.609965e-01,-1.000000e-12
0.000842,-0.687900,2.432133,1.744233,1.744233e-03,3.589227e-01,-1.000000e-12,3.606671e-01,3.606671e-01,-1.000000e-12
0.000850,-0.687876,2.461989,1.774113,1.774113e-03,3.585598e-01,-1.000000e-12,3.603341e-01,3.603341e-01,-1.000000e-12
0.000858,-0.687852,2.491814,1.803962,1.803962e-03,3.581934e-01,-1.000000e-12,3.599975e-01,3.599975e-01,-1.000000e-12
0.000867,-0.687828,2.521608,1.833781,1.833781e-03,3.578235e-01,-1.000000e-12,3.596574e-01,3.596574e-01,-1.000000e-12
0.000875,-0.687803,2.551371,1.863568,1.863568e-03,3.574501e-01,-1.000000e-12,3.593138e-01,3.593138e-01,-1.000000e-12
0.000883,-0.687778,2.581102,1.893324,1.893324e-03,3.570731e-01,-1.000000e-12,3.589666e-01,3.589666e-01,-1.000000e-12
0.000892,-0.687753,2.610802,1.923049,1.923049e-03,3.566927e-01,-1.000000e-12,3.586159e-01,3.586159e-01,-1.000000e-12
0.000900,-0.687727,2.640468,1.952741,1.952741e-03,3.563087e-01,-1.000000e-12,3.582616e-01,3.582616e-01,-1.000000e-12
0.000908,-0.687701,2.670103,1.982401,1.982401e-03,3.559213e-01,-1.000000e-12,3.579039e-01,3.579039e-01,-1.000000e-12
0.000917,-0.687675,2.699704,2.012029,2.012029e-03,3.555303e-01,-1.000000e-12,3.575425e-01,3.575425e-01,-1.000000e-12
0.000925,-0.687649,2.729272,2.041624,2.041624e-03,3.551359e-01,-1.000000e-12,3.571777e-01,3.571777e-01,-1.000000e-12
0.000933,-0.687622,2.758807,2.071185,2.071185e-03,3.547380e-01,-1.000000e-12,3.568094e-01,3.568094e-01,-1.000000e-12
0.000942,-0.687595,2.788308,2.100713,2.100713e-03,3.543366e-01,-1.000000e-12,3.564375e-01,3.564375e-01,-1.000000e-12
0.000950,-0.687568,2.817775,2.130207,2.130207e-03,3.539317e-01,-1.000000e-12,3.560621e-01,3.560621e-01,-1.000000e-12
0.000958,-0.687540,2.847208,2.159668,2.159668e-03,3.535233e-01,-1.000000e-12,3.556832e-01,3.556832e-01,-1.000000e-12
0.000967,-0.687513,2.876606,2.189094,2.189094e-03,3.531115e-01,-1.000000e-12,3.553008e-01,3.553008e-01,-1.000000e-12
0.000975,-0.687484,2.905969,2.218485,2.218485e-03,3.526962e-01,-1.000000e-12,3.549149e-01,3.549149e-01,-1.000000e-12
0.000983,-0.687456,2.935298,2.247841,2.247841e-03,3.522775e-01,-1.000000e-12,3.545256e-01,3.545256e-01,-1.000000e-12
0.000992,-0.687427,2.964590,2.277163,2.277163e-03,3.518553e-01,-1.000000e-12,3.541327e-01,3.541327e-01,-1.000000e-12
0.001000,-0.687398,2.993847,2.306449,2.306449e-03,3.514297e-01,-1.000000e-12,3.537363e-01,3.537363e-01,-1.000000e-12
0.001008,-0.687369,3.023068,2.335699,2.335699e-03,3.510006e-01,-1.000000e-12,3.533365e-01,3.533365e-01,-1.000000e-12
0.001017,-0.687340,3.052252,2.364913,2.364913e-03,3.505680e-01,-1.000000e-12,3.529332e-01,3.529332e-01,-1.000000e-12
0.001025,-0.687310,3.081400,2.394090,2.394090e-03,3.501321e-01,-1.000000e-12,3.525264e-01,3.525264e-01,-1.000000e-12
0.001033,-0.687280,3.110511,2.423231,2.423231e-03,3.496926e-01,-1.000000e-12,3.521161e-01,3.521161e-01,-1.000000e-12
0.001042,-0.687249,3.139585,2.452335,2.452335e-03,3.492498e-01,-1.000000e-12,3.517024e-01,3.517024e-01,-1.000000e-12
0.001050,-0.687219,3.168621,2.481402,2.481402e-03,3.488035e-01,-1.000000e-12,3.512852e-01,3.512852e-01,-1.000000e-12
0.001058,-0.687188,3.197620,2.510432,2.510432e-03,3.483539e-01,-1.000000e-12,3.508645e-01,3.508645e-01,-1.000000e-12
0.001067,-0.687157,3.226580,2.539424,2.539424e-03,3.479008e-01,-1.000000e-12,3.504405e-01,3.504405e-01,-1.000000e-12
0.001075,-0.687125,3.255502,2.568377,2.568377e-03,3.474443e-01,-1.000000e-12,3.500129e-01,3.500129e-01,-1.000000e-12
0.001083,-0.687093,3.284386,2.597293,2.597293e-03,3.469844e-01,-1.000000e-12,3.495819e-01,3.495819e-01,-1.000000e-12
0.001092,-0.687061,3.313230,2.626169,2.626169e-03,3.465210e-01,-1.000000e-12,3.491475e-01,3.491475e-01,-1.000000e-12
0.001100,-0.687029,3.342036,2.655007,2.655007e-03,3.460543e-01,-1.000000e-12,3.487096e-01,3.487096e-01,-1.000000e-12
0.001108,-0.686996,3.370802,2.683806,2.683806e-03,3.455842e-01,-1.000000e-12,3.482683e-01,3.482683e-01,-1.000000e-12
0.001117,-0.686963,3.399528,2.712565,2.712565e-03,3.451108e-01,-1.000000e-12,3.478236e-01,3.478236e-01,-1.000000e-12
0.001125,-0.686929,3.428214,2.741285,2.741285e-03,3.446339e-01,-1.000000e-12,3.473755e-01,3.473755e-01,-1.000000e-12
0.001133,-0.686896,3.456860,2.769964,2.769964e-03,3.441537e-01,-1.000000e-12,3.469239e-01,3.469239e-01,-1.000000e-12
0.001142,-0.686862,3.485465,2.798603,2.798603e-03,3.436701e-01,-1.000000e-12,3.464690e-01,3.464690e-01,-1.000000e-12
0.001150,-0.686828,3.514030,2.827202,2.827202e-03,3.431831e-01,-1.000000e-12,3.460106e-01,3.460106e-01,-1.000000e-12
0.001158,-0.686793,3.542553,2.855760,2.855760e-03,3.426928e-01,-1.000000e-12,3.455488e-01,3.455488e-01,-1.000000e-12
0.001167,-0.686758,3.571035,2.884276,2.884276e-03,3.421991e-01,-1.000000e-12,3.450837e-01,3.450837e-01,-1.000000e-12
0.001175,-0.686723,3.599475,2.912751,2.912751e-03,3.417020e-01,-1.000000e-12,3.446151e-01,3.446151e-01,-1.000000e-12
0.001183,-0.686688,3.627873,2.941185,2.941185e-03,3.412016e-01,-1.000000e-12,3.441431e-01,3.441431e-01,-1.000000e-12
0.001192,-0.686652,3.656228,2.969576,2.969576e-03,3.406979e-01,-1.000000e-12,3.436678e-01,3.436678e-01,-1.000000e-12
0.001200,-0.686616,3.684542,2.997926,2.997926e-03,3.401909e-01,-1.000000e-12,3.431891e-01,3.431891e-01,-1.000000e-12
0.001208,-0.686580,3.712812,3.026232,3.026232e-03,3.396805e-01,-1.000000e-12,3.427070e-01,3.427070e-01,-1.000000e-12
0.001217,-0.686543,3.741039,3.054496,3.054496e-03,3.391668e-01,-1.000000e-12,3.422216e-01,3.422216e-01,-1.000000e-12
0.001225,-0.686506,3.769223,3.082717,3.082717e-03,3.386497e-01,-1.000000e-12,3.417328e-01,3.417328e-01,-1.000000e-12
0.001233,-0.686469,3.797363,3.110895,3.110895e-03,3.381294e-01,-1.000000e-12,3.412406e-01,3.412406e-01,-1.000000e-12
0.001242,-0.686431,3.825460,3.139028,3.139028e-03,3.376057e-01,-1.000000e-12,3.407451e-01,3.407451e-01,-1.000000e-12
0.001250,-0.686393,3.853512,3.167118,3.167118e-03,3.370788e-01,-1.000000e-12,3.402463e-01,3.402463e-01,-1.000000e-12
0.001258,-0.686355,3.881519,3.195164,3.195164e-03,3.365485e-01,-1.000000e-12,3.397441e-01,3.397441e-01,-1.000000e-12
0.001267,-0.686317,3.909482,3.223165,3.223165e-03,3.360150e-01,-1.000000e-12,3.392385e-01,3.392385e-01,-1.000000e-12
0.001275,-0.686278,3.937400,3.251122,3.251122e-03,3.354782e-01,-1.000000e-12,3.387297e-01,3.387297e-01,-1.000000e-12
0.001283,-0.686239,3.965272,3.279033,3.279033e-03,3.349381e-01,-1.000000e-12,3.382175e-01,3.382175e-01,-1.000000e-12
0.001292,-0.686199,3.993099,3.306899,3.306899e-03,3.343947e-01,-1.000000e-12,3.377020e-01,3.377020e-01,-1.000000e-12
0.001300,-0.686160,4.020880,3.334720,3.334720e-03,3.338480e-01,-1.000000e-12,3.371831e-01,3.371831e-01,-1.000000e-12
0.001308,-0.686120,4.048614,3.362495,3.362495e-03,3.332981e-01,-1.000000e-12,3.366610e-01,3.366610e-01,-1.000000e-12
0.001317,-0.686079,4.076303,3.390224,3.390224e-03,3.327449e-01,-1.000000e-12,3.361356e-01,3.361356e-01,-1.000000e-12
0.001325,-0.686038,4.103945,3.417906,3.417906e-03,3.321885e-01,-1.000000e-12,3.356068e-01,3.356068e-01,-1.000000e-12
0.001333,-0.685997,4.131539,3.445542,3.445542e-03,3.316289e-01,-1.000000e-12,3.350748e-01,3.350748e-01,-1.000000e-12
0.001342,-0.685956,4.159087,3.473131,3.473131e-03,3.310659e-01,-1.000000e-12,3.345395e-01,3.345395e-01,-1.000000e-12
0.001350,-0.685914,4.186587,3.500672,3.500672e-03,3.304998e-01,-1.000000e-12,3.340009e-01,3.340009e-01,-1.000000e-12
0.001358,-0.685873,4.214039,3.528166,3.528166e-03,3.299304e-01,-1.000000e-12,3.334590e-01,3.334590e-01,-1.000000e-12
0.001367,-0.685830,4.241443,3.555613,3.555613e-03,3.293578e-01,-1.000000e-12,3.329139e-01,3.329139e-01,-1.000000e-12
0.001375,-0.685788,4.268799,3.583011,3.583011e-03,3.287820e-01,-1.000000e-12,3.323655e-01,3.323655e-01,-1.000000e-12
0.001383,-0.685745,4.296106,3.610362,3.610362e-03,3.282030e-01,-1.000000e-12,3.318138e-01,3.318138e-01,-1.000000e-12
0.001392,-0.685701,4.323365,3.637663,3.637663e-03,3.276208e-01,-1.000000e-12,3.312589e-01,3.312589e-01,-1.000000e-12
0.001400,-0.685658,4.350574,3.664916,3.664916e-03,3.270354e-01,-1.000000e-12,3.307008e-01,3.307008e-01,-1.000000e-12
0.001408,-0.685614,4.377734,3.692120,3.692120e-03,3.264468e-01,-1.000000e-12,3.301394e-01,3.301394e-01,-1.000000e-12
0.001417,-0.685570,4.404845,3.719275,3.719275e-03,3.258550e-01,-1.000000e-12,3.295747e-01,3.295747e-01,-1.000000e-12
0.001425,-0.685525,4.431905,3.746380,3.746380e-03,3.252600e-01,-1.000000e-12,3.290069e-01,3.290069e-01,-1.000000e-12
0.001433,-0.685480,4.458915,3.773435,3.773435e-03,3.246619e-01,-1.000000e-12,3.284358e-01,3.284358e-01,-1.000000e-12
0.001442,-0.685435,4.485875,3.800440,3.800440e-03,3.240605e-01,-1.000000e-12,3.278615e-01,3.278615e-01,-1.000000e-12
0.001450,-0.685389,4.512784,3.827395,3.827395e-03,3.234561e-01,-1.000000e-12,3.272840e-01,3.272840e-01,-1.000000e-12
0.001458,-0.685343,4.539642,3.854299,3.854299e-03,3.228484e-01,-1.000000e-12,3.267033e-01,3.267033e-01,-1.000000e-12
0.001467,-0.685297,4.566449,3.881152,3.881152e-03,3.222377e-01,-1.000000e-12,3.261193e-01,3.261193e-01,-1.000000e-12
0.001475,-0.685251,4.593205,3.907954,3.907954e-03,3.216237e-01,-1.000000e-12,3.255322e-01,3.255322e-01,-1.000000e-12
0.001483,-0.685204,4.619908,3.934704,3.934704e-03,3.210067e-01,-1.000000e-12,3.249419e-01,3.249419e-01,-1.000000e-12
0.001492,-0.685156,4.646560,3.961403,3.961403e-03,3.203865e-01,-1.000000e-12,3.243485e-01,3.243485e-01,-1.000000e-12
0.001500,-0.685109,4.673159,3.988050,3.988050e-03,3.197632e-01,-1.000000e-12,3.237518e-01,3.237518e-01,-1.000000e-12
0.001508,-0.685061,4.699706,4.014645,4.014645e-03,3.191368e-01,-1.000000e-12,3.231520e-01,3.231520e-01,-1.000000e-12
0.001517,-0.685013,4.726200,4.041187,4.041187e-03,3.185073e-01,-1.000000e-12,3.225490e-01,3.225490e-01,-1.000000e-12
0.001525,-0.684964,4.752641,4.067677,4.067677e-03,3.178746e-01,-1.000000e-12,3.219429e-01,3.219429e-01,-1.000000e-12
0.001533,-0.684915,4.779028,4.094113,4.094113e-03,3.172389e-01,-1.000000e-12,3.213336e-01,3.213336e-01,-1.000000e-12
0.001542,-0.684866,4.805362,4.120497,4.120497e-03,3.166001e-01,-1.000000e-12,3.207212e-01,3.207212e-01,-1.000000e-12
0.001550,-0.684816,4.831643,4.146827,4.146827e-03,3.159582e-01,-1.000000e-12,3.201056e-01,3.201056e-01,-1.000000e-12
0.001558,-0.684766,4.857869,4.173103,4.173103e-03,3.153132e-01,-1.000000e-12,3.194869e-01,3.194869e-01,-1.000000e-12
0.001567,-0.684716,4.884040,4.199325,4.199325e-03,3.146652e-01,-1.000000e-12,3.188651e-01,3.188651e-01,-1.000000e-12
0.001575,-0.684665,4.910158,4.225493,4.225493e-03,3.140141e-01,-1.000000e-12,3.182402e-01,3.182402e-01,-1.000000e-12
0.001583,-0.684614,4.936220,4.251606,4.251606e-03,3.133599e-01,-1.000000e-12,3.176121e-01,3.176121e-01,-1.000000e-12
0.001592,-0.684562,4.962227,4.277665,4.277665e-03,3.127027e-01,-1.000000e-12,3.169810e-01,3.169810e-01,-1.000000e-12
0.001600,-0.684511,4.988179,4.303668,4.303668e-03,3.120425e-01,-1.000000e-12,3.163468e-01,3.163468e-01,-1.000000e-12
0.001608,-0.684459,5.014075,4.329616,4.329616e-03,3.113792e-01,-1.000000e-12,3.157094e-01,3.157094e-01,-1.000000e-12
0.001617,-0.684406,5.039915,4.355509,4.355509e-03,3.107129e-01,-1.000000e-12,3.150690e-01,3.150690e-01,-1.000000e-12
0.001625,-0.684353,5.065699,4.381346,4.381346e-03,3.100435e-01,-1.000000e-12,3.144256e-01,3.144256e-01,-1.000000e-12
