Time,InputA,InputB,Output
0.003676,0.000000,0.000000,-0.672641
0.003677,0.000000,0.000000,-0.672641
0.003678,0.000000,0.000000,-0.672641
0.003679,0.000000,0.000000,-0.672641
0.003680,0.000000,0.000000,-0.672641
0.003681,0.000000,0.000000,-0.672641
0.003682,0.000000,0.000000,-0.672641
0.003683,0.000000,0.000000,-0.672641
0.003684,0.000000,0.000000,-0.672641
0.003685,0.000000,0.000000,-0.672641
0.003686,0.000000,0.000000,-0.672641
0.003687,0.000000,0.000000,-0.672641
0.003688,0.000000,0.000000,-0.672641
0.003689,0.000000,0.000000,-0.672641
0.003690,0.000000,0.000000,-0.672641
0.003691,0.000000,0.000000,-0.672641
0.003692,0.000000,0.000000,-0.672641
0.003693,0.000000,0.000000,-0.672641
0.003694,0.000000,0.000000,-0.672641
0.003695,0.000000,0.000000,-0.672641
0.003696,0.000000,0.000000,-0.672641
0.003697,0.000000,0.000000,-0.672641
0.003698,0.000000,0.000000,-0.672641
0.003699,0.000000,0.000000,-0.672641
0.003700,5.000000,0.000000,-3.167043
0.003701,5.000000,0.000000,-3.167043
0.003702,5.000000,0.000000,-3.167043
0.003703,5.000000,0.000000,-3.167043
0.003704,5.000000,0.000000,-3.167043
0.003705,5.000000,0.000000,-3.167043
0.003706,5.000000,0.000000,-3.167043
0.003707,5.000000,0.000000,-3.167043
0.003708,5.000000,0.000000,-3.167043
0.003709,5.000000,0.000000,-3.167043
0.003710,5.000000,0.000000,-3.167043
0.003711,5.000000,0.000000,-3.167043
0.003712,5.000000,0.000000,-3.167043
0.003713,5.000000,0.000000,-3.167043
0.003714,5.000000,0.000000,-3.167043
0.003715,5.000000,0.000000,-3.167043
0.003716,5.000000,0.000000,-3.167043
0.003717,5.000000,0.000000,-3.167043
0.003718,5.000000,0.000000,-3.167043
0.003719,5.000000,0.000000,-3.167043
0.003720,5.000000,0.000000,-3.167043
0.003721,5.000000,0.000000,-3.167043
0.003722,5.000000,0.000000,-3.167043
0.003723,5.000000,0.000000,-3.167043
0.003724,5.000000,0.000000,-3.167043
0.003725,5.000000,0.000000,-3.167043
0.003726,5.000000,0.000000,-3.167043
0.003727,5.000000,0.000000,-3.167043
0.003728,5.000000,0.000000,-3.167043
0.003729,5.000000,0.000000,-3.167043
0.003730,5.000000,0.000000,-3.167043
0.003731,5.000000,0.000000,-3.167043
0.003732,5.000000,0.000000,-3.167043
0.003733,5.000000,0.000000,-3.167043
0.003734,5.000000,0.000000,-3.167043
0.003735,5.000000,0.000000,-3.167043
0.003736,5.000000,0.000000,-3.167043
0.003737,5.000000,0.000000,-3.167043
0.003738,5.000000,0.000000,-3.167043
0.003739,5.000000,0.000000,-3.167043
0.003740,5.000000,0.000000,-3.167043
0.003741,5.000000,0.000000,-3.167043
0.003742,5.000000,0.000000,-3.167043
0.003743,5.000000,0.000000,-3.167043
0.003744,5.000000,0.000000,-3.167043
0.003745,5.000000,0.000000,-3.167043
0.003746,5.000000,0.000000,-3.167043
0.003747,5.000000,0.000000,-3.167043
0.003748,5.000000,0.000000,-3.167043
0.003749,5.000000,0.000000,-3.167043
0.003750,0.000000,5.000000,-3.167043
0.003751,0.000000,5.000000,-3.167043
0.003752,0.000000,5.000000,-3.167043
0.003753,0.000000,5.000000,-3.167043
0.003754,0.000000,5.000000,-3.167043
0.003755,0.000000,5.000000,-3.167043
0.003756,0.000000,5.000000,-3.167043
0.003757,0.000000,5.000000,-3.167043
0.003758,0.000000,5.000000,-3.167043
0.003759,0.000000,5.000000,-3.167043
0.003760,0.000000,5.000000,-3.167043
0.003761,0.000000,5.000000,-3.167043
0.003762,0.000000,5.000000,-3.167043
0.003763,0.000000,5.000000,-3.167043
0.003764,0.000000,5.000000,-3.167043
0.003765,0.000000,5.000000,-3.167043
0.003766,0.000000,5.000000,-3.167043
0.003767,0.000000,5.000000,-3.167043
0.003768,0.000000,5.000000,-3.167043
0.003769,0.000000,5.000000,-3.167043
0.003770,0.000000,5.000000,-3.167043
0.003771,0.000000,5.000000,-3.167043
0.003772,0.000000,5.000000,-3.167043
0.003773,0.000000,5.000000,-3.167043
0.003774,0.000000,5.000000,-3.167043
0.003775,0.000000,5.000000,-3.167043
0.003776,0.000000,5.000000,-3.167043
0.003777,0.000000,5.000000,-3.167043
0.003778,0.000000,5.000000,-3.167043
0.003779,0.000000,5.000000,-3.167043
0.003780,0.000000,5.000000,-3.167043
0.003781,0.000000,5.000000,-3.167043
0.003782,0.000000,5.000000,-3.167043
0.003783,0.000000,5.000000,-3.167043
0.003784,0.000000,5.000000,-3.167043
0.003785,0.000000,5.000000,-3.167043
0.003786,0.000000,5.000000,-3.167043
0.003787,0.000000,5.000000,-3.167043
0.003788,0.000000,5.000000,-3.167043
0.003789,0.000000,5.000000,-3.167043
0.003790,0.000000,5.000000,-3.167043
0.003791,0.000000,5.000000,-3.167043
0.003792,0.000000,5.000000,-3.167043
0.003793,0.000000,5.000000,-3.167043
0.003794,0.000000,5.000000,-3.167043
0.003795,0.000000,5.000000,-3.167043
0.003796,0.000000,5.000000,-3.167043
0.003797,0.000000,5.000000,-3.167043
0.003798,0.000000,5.000000,-3.167043
0.003799,0.000000,5.000000,-3.167043
0.003800,5.000000,5.000000,-5.661445
0.003801,5.000000,5.000000,-5.661445
0.003802,5.000000,5.000000,-5.661445
0.003803,5.000000,5.000000,-5.661445
0.003804,5.000000,5.000000,-5.661445
0.003805,5.000000,5.000000,-5.661445
0.003806,5.000000,5.000000,-5.661445
0.003807,5.000000,5.000000,-5.661445
0.003808,5.000000,5.000000,-5.661445
0.003809,5.000000,5.000000,-5.661445
0.003810,5.000000,5.000000,-5.661445
0.003811,5.000000,5.000000,-5.661445
0.003812,5.000000,5.000000,-5.661445
0.003813,5.000000,5.000000,-5.661445
0.003814,5.000000,5.000000,-5.661445
0.003815,5.000000,5.000000,-5.661445
0.003816,5.000000,5.000000,-5.661445
0.003817,5.000000,5.000000,-5.661445
0.003818,5.000000,5.000000,-5.661445
0.003819,5.000000,5.000000,-5.661445
0.003820,5.000000,5.000000,-5.661445
0.003821,5.000000,5.000000,-5.661445
0.003822,5.000000,5.000000,-5.661445
0.003823,5.000000,5.000000,-5.661445
0.003824,5.000000,5.000000,-5.661445
0.003825,5.000000,0.000000,-3.167043
0.003826,5.000000,0.000000,-3.167043
0.003827,5.000000,0.000000,-3.167043
0.003828,5.000000,0.000000,-3.167043
0.003829,5.000000,0.000000,-3.167043
0.003830,5.000000,0.000000,-3.167043
0.003831,5.000000,0.000000,-3.167043
0.003832,5.000000,0.000000,-3.167043
0.003833,5.000000,0.000000,-3.167043
0.003834,5.000000,0.000000,-3.167043
0.003835,5.000000,0.000000,-3.167043
0.003836,5.000000,0.000000,-3.167043
0.003837,5.000000,0.000000,-3.167043
0.003838,5.000000,0.000000,-3.167043
0.003839,5.000000,0.000000,-3.167043
0.003840,5.000000,0.000000,-3.167043
0.003841,5.000000,0.000000,-3.167043
0.003842,5.000000,0.000000,-3.167043
0.003843,5.000000,0.000000,-3.167043
0.003844,5.000000,0.000000,-3.167043
0.003845,5.000000,0.000000,-3.167043
0.003846,5.000000,0.000000,-3.167043
0.003847,5.000000,0.000000,-3.167043
0.003848,5.000000,0.000000,-3.167043
0.003849,5.000000,0.000000,-3.167043
0.003850,0.000000,0.000000,-0.672641
0.003851,0.000000,0.000000,-0.672641
0.003852,0.000000,0.000000,-0.672641
0.003853,0.000000,0.000000,-0.672641
0.003854,0.000000,0.000000,-0.672641
0.003855,0.000000,0.000000,-0.672641
0.003856,0.000000,0.000000,-0.672641
0.003857,0.000000,0.000000,-0.672641
0.003858,0.000000,0.000000,-0.672641
0.003859,0.000000,0.000000,-0.672641
0.003860,0.000000,0.000000,-0.672641
0.003861,0.000000,0.000000,-0.672641
0.003862,0.000000,0.000000,-0.672641
0.003863,0.000000,0.000000,-0.672641
0.003864,0.000000,0.000000,-0.672641
0.003865,0.000000,0.000000,-0.672641
0.003866,0.000000,0.000000,-0.672641
0.003867,0.000000,0.000000,-0.672641
0.003868,0.000000,0.000000,-0.672641
0.003869,0.000000,0.000000,-0.672641
0.003870,0.000000,0.000000,-0.672641
0.003871,0.000000,0.000000,-0.672641
0.003872,0.000000,0.000000,-0.672641
0.003873,0.000000,0.000000,-0.672641
0.003874,0.000000,0.000000,-0.672641
0.003875,0.000000,0.000000,-0.672641
0.003876,0.000000,0.000000,-0.672641
0.003877,0.000000,0.000000,-0.672641
0.003878,0.000000,0.000000,-0.672641
0.003879,0.000000,0.000000,-0.672641
0.003880,0.000000,0.000000,-0.672641
0.003881,0.000000,0.000000,-0.672641
0.003882,0.000000,0.000000,-0.672641
0.003883,0.000000,0.000000,-0.672641
0.003884,0.000000,0.000000,-0.672641
0.003885,0.000000,0.000000,-0.672641
0.003886,0.000000,0.000000,-0.672641
0.003887,0.000000,0.000000,-0.672641
0.003888,0.000000,0.000000,-0.672641
0.003889,0.000000,0.000000,-0.672641
0.003890,0.000000,0.000000,-0.672641
0.003891,0.000000,0.000000,-0.672641
0.003892,0.000000,0.000000,-0.672641
0.003893,0.000000,0.000000,-0.672641
0.003894,0.000000,0.000000,-0.672641
0.003895,0.000000,0.000000,-0.672641
0.003896,0.000000,0.000000,-0.672641
0.003897,0.000000,0.000000,-0.672641
0.003898,0.000000,0.000000,-0.672641
0.003899,0.000000,0.000000,-0.672641
0.003900,5.000000,5.000000,-5.661445
0.003901,5.000000,5.000000,-5.661445
0.003902,5.000000,5.000000,-5.661445
0.003903,5.000000,5.000000,-5.661445
0.003904,5.000000,5.000000,-5.661445
0.003905,5.000000,5.000000,-5.661445
0.003906,5.000000,5.000000,-5.661445
0.003907,5.000000,5.000000,-5.661445
0.003908,5.000000,5.000000,-5.661445
0.003909,5.000000,5.000000,-5.661445
0.003910,5.000000,5.000000,-5.661445
0.003911,5.000000,5.000000,-5.661445
0.003912,5.000000,5.000000,-5.661445
0.003913,5.000000,5.000000,-5.661445
0.003914,5.000000,5.000000,-5.661445
0.003915,5.000000,5.000000,-5.661445
0.003916,5.000000,5.000000,-5.661445
0.003917,5.000000,5.000000,-5.661445
0.003918,5.000000,5.000000,-5.661445
0.003919,5.000000,5.000000,-5.661445
0.003920,5.000000,5.000000,-5.661445
0.003921,5.000000,5.000000,-5.661445
0.003922,5.000000,5.000000,-5.661445
0.003923,5.000000,5.000000,-5.661445
0.003924,5.000000,5.000000,-5.661445
0.003925,5.000000,5.000000,-5.661445
0.003926,5.000000,5.000000,-5.661445
0.003927,5.000000,5.000000,-5.661445
0.003928,5.000000,5.000000,-5.661445
0.003929,5.000000,5.000000,-5.661445
0.003930,5.000000,5.000000,-5.661445
0.003931,5.000000,5.000000,-5.661445
0.003932,5.000000,5.000000,-5.661445
0.003933,5.000000,5.000000,-5.661445
0.003934,5.000000,5.000000,-5.661445
0.003935,5.000000,5.000000,-5.661445
0.003936,5.000000,5.000000,-5.661445
0.003937,5.000000,5.000000,-5.661445
0.003938,5.000000,5.000000,-5.661445
0.003939,5.000000,5.000000,-5.661445
0.003940,5.000000,5.000000,-5.661445
0.003941,5.000000,5.000000,-5.661445
0.003942,5.000000,5.000000,-5.661445
0.003943,5.000000,5.000000,-5.661445
0.003944,5.000000,5.000000,-5.661445
0.003945,5.000000,5.000000,-5.661445
0.003946,5.000000,5.000000,-5.661445
0.003947,5.000000,5.000000,-5.661445
0.003948,5.000000,5.000000,-5.661445
0.003949,5.000000,5.000000,-5.661445
0.003950,0.000000,5.000000,-3.167043
0.003951,0.000000,5.000000,-3.167043
0.003952,0.000000,5.000000,-3.167043
0.003953,0.000000,5.000000,-3.167043
0.003954,0.000000,5.000000,-3.167043
0.003955,0.000000,5.000000,-3.167043
0.003956,0.000000,5.000000,-3.167043
0.003957,0.000000,5.000000,-3.167043
0.003958,0.000000,5.000000,-3.167043
0.003959,0.000000,5.000000,-3.167043
0.003960,0.000000,5.000000,-3.167043
0.003961,0.000000,5.000000,-3.167043
0.003962,0.000000,5.000000,-3.167043
0.003963,0.000000,5.000000,-3.167043
0.003964,0.000000,5.000000,-3.167043
0.003965,0.000000,5.000000,-3.167043
0.003966,0.000000,5.000000,-3.167043
0.003967,0.000000,5.000000,-3.167043
0.003968,0.000000,5.000000,-3.167043
0.003969,0.000000,5.000000,-3.167043
0.003970,0.000000,5.000000,-3.167043
0.003971,0.000000,5.000000,-3.167043
0.003972,0.000000,5.000000,-3.167043
0.003973,0.000000,5.000000,-3.167043
0.003974,0.000000,5.000000,-3.167043
0.003975,0.000000,0.000000,-0.672641
0.003976,0.000000,0.000000,-0.672641
0.003977,0.000000,0.000000,-0.672641
0.003978,0.000000,0.000000,-0.672641
0.003979,0.000000,0.000000,-0.672641
0.003980,0.000000,0.000000,-0.672641
0.003981,0.000000,0.000000,-0.672641
0.003982,0.000000,0.000000,-0.672641
0.003983,0.000000,0.000000,-0.672641
0.003984,0.000000,0.000000,-0.672641
0.003985,0.000000,0.000000,-0.672641
0.003986,0.000000,0.000000,-0.672641
0.003987,0.000000,0.000000,-0.672641
0.003988,0.000000,0.000000,-0.672641
0.003989,0.000000,0.000000,-0.672641
0.003990,0.000000,0.000000,-0.672641
0.003991,0.000000,0.000000,-0.672641
0.003992,0.000000,0.000000,-0.672641
0.003993,0.000000,0.000000,-0.672641
0.003994,0.000000,0.000000,-0.672641
0.003995,0.000000,0.000000,-0.672641
0.003996,0.000000,0.000000,-0.672641
0.003997,0.000000,0.000000,-0.672641
0.003998,0.000000,0.000000,-0.672641
0.003999,0.000000,0.000000,-0.672641
0.004000,5.000000,0.000000,-3.167043
0.004001,5.000000,0.000000,-3.167043
0.004002,5.000000,0.000000,-3.167043
0.004003,5.000000,0.000000,-3.167043
0.004004,5.000000,0.000000,-3.167043
0.004005,5.000000,0.000000,-3.167043
0.004006,5.000000,0.000000,-3.167043
0.004007,5.000000,0.000000,-3.167043
0.004008,5.000000,0.000000,-3.167043
0.004009,5.000000,0.000000,-3.167043
0.004010,5.000000,0.000000,-3.167043
0.004011,5.000000,0.000000,-3.167043
0.004012,5.000000,0.000000,-3.167043
0.004013,5.000000,0.000000,-3.167043
0.004014,5.000000,0.000000,-3.167043
0.004015,5.000000,0.000000,-3.167043
0.004016,5.000000,0.000000,-3.167043
0.004017,5.000000,0.000000,-3.167043
0.004018,5.000000,0.000000,-3.167043
0.004019,5.000000,0.000000,-3.167043
0.004020,5.000000,0.000000,-3.167043
0.004021,5.000000,0.000000,-3.167043
0.004022,5.000000,0.000000,-3.167043
0.004023,5.000000,0.000000,-3.167043
0.004024,5.000000,0.000000,-3.167043
0.004025,5.000000,0.000000,-3.167043
0.004026,5.000000,0.000000,-3.167043
0.004027,5.000000,0.000000,-3.167043
0.004028,5.000000,0.000000,-3.167043
0.004029,5.000000,0.000000,-3.167043
0.004030,5.000000,0.000000,-3.167043
0.004031,5.000000,0.000000,-3.167043
0.004032,5.000000,0.000000,-3.167043
0.004033,5.000000,0.000000,-3.167043
0.004034,5.000000,0.000000,-3.167043
0.004035,5.000000,0.000000,-3.167043
0.004036,5.000000,0.000000,-3.167043
0.004037,5.000000,0.000000,-3.167043
0.004038,5.000000,0.000000,-3.167043
0.004039,5.000000,0.000000,-3.167043
0.004040,5.000000,0.000000,-3.167043
0.004041,5.000000,0.000000,-3.167043
0.004042,5.000000,0.000000,-3.167043
0.004043,5.000000,0.000000,-3.167043
0.004044,5.000000,0.000000,-3.167043
0.004045,5.000000,0.000000,-3.167043
0.004046,5.000000,0.000000,-3.167043
0.004047,5.000000,0.000000,-3.167043
0.004048,5.000000,0.000000,-3.167043
0.004049,5.000000,0.000000,-3.167043
0.004050,0.000000,5.000000,-3.167043
0.004051,0.000000,5.000000,-3.167043
0.004052,0.000000,5.000000,-3.167043
0.004053,0.000000,5.000000,-3.167043
0.004054,0.000000,5.000000,-3.167043
0.004055,0.000000,5.000000,-3.167043
0.004056,0.000000,5.000000,-3.167043
0.004057,0.000000,5.000000,-3.167043
0.004058,0.000000,5.000000,-3.167043
0.004059,0.000000,5.000000,-3.167043
0.004060,0.000000,5.000000,-3.167043
0.004061,0.000000,5.000000,-3.167043
0.004062,0.000000,5.000000,-3.167043
0.004063,0.000000,5.000000,-3.167043
0.004064,0.000000,5.000000,-3.167043
0.004065,0.000000,5.000000,-3.167043
0.004066,0.000000,5.000000,-3.167043
0.004067,0.000000,5.000000,-3.167043
0.004068,0.000000,5.000000,-3.167043
0.004069,0.000000,5.000000,-3.167043
0.004070,0.000000,5.000000,-3.167043
0.004071,0.000000,5.000000,-3.167043
0.004072,0.000000,5.000000,-3.167043
0.004073,0.000000,5.000000,-3.167043
0.004074,0.000000,5.000000,-3.167043
0.004075,0.000000,5.000000,-3.167043
0.004076,0.000000,5.000000,-3.167043
0.004077,0.000000,5.000000,-3.167043
0.004078,0.000000,5.000000,-3.167043
0.004079,0.000000,5.000000,-3.167043
0.004080,0.000000,5.000000,-3.167043
0.004081,0.000000,5.000000,-3.167043
0.004082,0.000000,5.000000,-3.167043
0.004083,0.000000,5.000000,-3.167043
0.004084,0.000000,5.000000,-3.167043
0.004085,0.000000,5.000000,-3.167043
0.004086,0.000000,5.000000,-3.167043
0.004087,0.000000,5.000000,-3.167043
0.004088,0.000000,5.000000,-3.167043
0.004089,0.000000,5.000000,-3.167043
0.004090,0.000000,5.000000,-3.167043
0.004091,0.000000,5.000000,-3.167043
0.004092,0.000000,5.000000,-3.167043
0.004093,0.000000,5.000000,-3.167043
0.004094,0.000000,5.000000,-3.167043
0.004095,0.000000,5.000000,-3.167043
0.004096,0.000000,5.000000,-3.167043
0.004097,0.000000,5.000000,-3.167043
0.004098,0.000000,5.000000,-3.167043
0.004099,0.000000,5.000000,-3.167043
0.004100,5.000000,5.000000,-5.661445
0.004101,5.000000,5.000000,-5.661445
0.004102,5.000000,5.000000,-5.661445
0.004103,5.000000,5.000000,-5.661445
0.004104,5.000000,5.000000,-5.661445
0.004105,5.000000,5.000000,-5.661445
0.004106,5.000000,5.000000,-5.661445
0.004107,5.000000,5.000000,-5.661445
0.004108,5.000000,5.000000,-5.661445
0.004109,5.000000,5.000000,-5.661445
0.004110,5.000000,5.000000,-5.661445
0.004111,5.000000,5.000000,-5.661445
0.004112,5.000000,5.000000,-5.661445
0.004113,5.000000,5.000000,-5.661445
0.004114,5.000000,5.000000,-5.661445
0.004115,5.000000,5.000000,-5.661445
0.004116,5.000000,5.000000,-5.661445
0.004117,5.000000,5.000000,-5.661445
0.004118,5.000000,5.000000,-5.661445
0.004119,5.000000,5.000000,-5.661445
0.004120,5.000000,5.000000,-5.661445
0.004121,5.000000,5.000000,-5.661445
0.004122,5.000000,5.000000,-5.661445
0.004123,5.000000,5.000000,-5.661445
0.004124,5.000000,5.000000,-5.661445
0.004125,5.000000,0.000000,-3.167043
0.004126,5.000000,0.000000,-3.167043
0.004127,5.000000,0.000000,-3.167043
0.004128,5.000000,0.000000,-3.167043
0.004129,5.000000,0.000000,-3.167043
0.004130,5.000000,0.000000,-3.167043
0.004131,5.000000,0.000000,-3.167043
0.004132,5.000000,0.000000,-3.167043
0.004133,5.000000,0.000000,-3.167043
0.004134,5.000000,0.000000,-3.167043
0.004135,5.000000,0.000000,-3.167043
0.004136,5.000000,0.000000,-3.167043
0.004137,5.000000,0.000000,-3.167043
0.004138,5.000000,0.000000,-3.167043
0.004139,5.000000,0.000000,-3.167043
0.004140,5.000000,0.000000,-3.167043
0.004141,5.000000,0.000000,-3.167043
0.004142,5.000000,0.000000,-3.167043
0.004143,5.000000,0.000000,-3.167043
0.004144,5.000000,0.000000,-3.167043
0.004145,5.000000,0.000000,-3.167043
0.004146,5.000000,0.000000,-3.167043
0.004147,5.000000,0.000000,-3.167043
0.004148,5.000000,0.000000,-3.167043
0.004149,5.000000,0.000000,-3.167043
0.004150,0.000000,0.000000,-0.672641
0.004151,0.000000,0.000000,-0.672641
0.004152,0.000000,0.000000,-0.672641
0.004153,0.000000,0.000000,-0.672641
0.004154,0.000000,0.000000,-0.672641
0.004155,0.000000,0.000000,-0.672641
0.004156,0.000000,0.000000,-0.672641
0.004157,0.000000,0.000000,-0.672641
0.004158,0.000000,0.000000,-0.672641
0.004159,0.000000,0.000000,-0.672641
0.004160,0.000000,0.000000,-0.672641
0.004161,0.000000,0.000000,-0.672641
0.004162,0.000000,0.000000,-0.672641
0.004163,0.000000,0.000000,-0.672641
0.004164,0.000000,0.000000,-0.672641
0.004165,0.000000,0.000000,-0.672641
0.004166,0.000000,0.000000,-0.672641
0.004167,0.000000,0.000000,-0.672641
0.004168,0.000000,0.000000,-0.672641
0.004169,0.000000,0.000000,-0.672641
0.004170,0.000000,0.000000,-0.672641
0.004171,0.000000,0.000000,-0.672641
0.004172,0.000000,0.000000,-0.672641
0.004173,0.000000,0.000000,-0.672641
0.004174,0.000000,0.000000,-0.672641
0.004175,0.000000,0.000000,-0.672641
0.004176,0.000000,0.000000,-0.672641
0.004177,0.000000,0.000000,-0.672641
0.004178,0.000000,0.000000,-0.672641
0.004179,0.000000,0.000000,-0.672641
0.004180,0.000000,0.000000,-0.672641
0.004181,0.000000,0.000000,-0.672641
0.004182,0.000000,0.000000,-0.672641
0.004183,0.000000,0.000000,-0.672641
0.004184,0.000000,0.000000,-0.672641
0.004185,0.000000,0.000000,-0.672641
0.004186,0.000000,0.000000,-0.672641
0.004187,0.000000,0.000000,-0.672641
0.004188,0.000000,0.000000,-0.672641
0.004189,0.000000,0.000000,-0.672641
0.004190,0.000000,0.000000,-0.672641
0.004191,0.000000,0.000000,-0.672641
0.004192,0.000000,0.000000,-0.672641
0.004193,0.000000,0.000000,-0.672641
0.004194,0.000000,0.000000,-0.672641
0.004195,0.000000,0.000000,-0.672641
0.004196,0.000000,0.000000,-0.672641
0.004197,0.000000,0.000000,-0.672641
0.004198,0.000000,0.000000,-0.672641
0.004199,0.000000,0.000000,-0.672641
0.004200,5.000000,5.000000,-5.661445
0.004201,5.000000,5.000000,-5.661445
0.004202,5.000000,5.000000,-5.661445
0.004203,5.000000,5.000000,-5.661445
0.004204,5.000000,5.000000,-5.661445
0.004205,5.000000,5.000000,-5.661445
0.004206,5.000000,5.000000,-5.661445
0.004207,5.000000,5.000000,-5.661445
0.004208,5.000000,5.000000,-5.661445
0.004209,5.000000,5.000000,-5.661445
0.004210,5.000000,5.000000,-5.661445
0.004211,5.000000,5.000000,-5.661445
0.004212,5.000000,5.000000,-5.661445
0.004213,5.000000,5.000000,-5.661445
0.004214,5.000000,5.000000,-5.661445
0.004215,5.000000,5.000000,-5.661445
0.004216,5.000000,5.000000,-5.661445
0.004217,5.000000,5.000000,-5.661445
0.004218,5.000000,5.000000,-5.661445
0.004219,5.000000,5.000000,-5.661445
0.004220,5.000000,5.000000,-5.661445
0.004221,5.000000,5.000000,-5.661445
0.004222,5.000000,5.000000,-5.661445
0.004223,5.000000,5.000000,-5.661445
0.004224,5.000000,5.000000,-5.661445
0.004225,5.000000,5.000000,-5.661445
0.004226,5.000000,5.000000,-5.661445
0.004227,5.000000,5.000000,-5.661445
0.004228,5.000000,5.000000,-5.661445
0.004229,5.000000,5.000000,-5.661445
0.004230,5.000000,5.000000,-5.661445
0.004231,5.000000,5.000000,-5.661445
0.004232,5.000000,5.000000,-5.661445
0.004233,5.000000,5.000000,-5.661445
0.004234,5.000000,5.000000,-5.661445
0.004235,5.000000,5.000000,-5.661445
0.004236,5.000000,5.000000,-5.661445
0.004237,5.000000,5.000000,-5.661445
0.004238,5.000000,5.000000,-5.661445
0.004239,5.000000,5.000000,-5.661445
0.004240,5.000000,5.000000,-5.661445
0.004241,5.000000,5.000000,-5.661445
0.004242,5.000000,5.000000,-5.661445
0.004243,5.000000,5.000000,-5.661445
0.004244,5.000000,5.000000,-5.661445
0.004245,5.000000,5.000000,-5.661445
0.004246,5.000000,5.000000,-5.661445
0.004247,5.000000,5.000000,-5.661445
0.004248,5.000000,5.000000,-5.661445
0.004249,5.000000,5.000000,-5.661445
0.004250,0.000000,5.000000,-3.167043
0.004251,0.000000,5.000000,-3.167043
0.004252,0.000000,5.000000,-3.167043
0.004253,0.000000,5.000000,-3.167043
0.004254,0.000000,5.000000,-3.167043
0.004255,0.000000,5.000000,-3.167043
0.004256,0.000000,5.000000,-3.167043
0.004257,0.000000,5.000000,-3.167043
0.004258,0.000000,5.000000,-3.167043
0.004259,0.000000,5.000000,-3.167043
0.004260,0.000000,5.000000,-3.167043
0.004261,0.000000,5.000000,-3.167043
0.004262,0.000000,5.000000,-3.167043
0.004263,0.000000,5.000000,-3.167043
0.004264,0.000000,5.000000,-3.167043
0.004265,0.000000,5.000000,-3.167043
0.004266,0.000000,5.000000,-3.167043
0.004267,0.000000,5.000000,-3.167043
0.004268,0.000000,5.000000,-3.167043
0.004269,0.000000,5.000000,-3.167043
0.004270,0.000000,5.000000,-3.167043
0.004271,0.000000,5.000000,-3.167043
0.004272,0.000000,5.000000,-3.167043
0.004273,0.000000,5.000000,-3.167043
0.004274,0.000000,5.000000,-3.167043
0.004275,0.000000,0.000000,-0.672641
0.004276,0.000000,0.000000,-0.672641
0.004277,0.000000,0.000000,-0.672641
0.004278,0.000000,0.000000,-0.672641
0.004279,0.000000,0.000000,-0.672641
0.004280,0.000000,0.000000,-0.672641
0.004281,0.000000,0.000000,-0.672641
0.004282,0.000000,0.000000,-0.672641
0.004283,0.000000,0.000000,-0.672641
0.004284,0.000000,0.000000,-0.672641
0.004285,0.000000,0.000000,-0.672641
0.004286,0.000000,0.000000,-0.672641
0.004287,0.000000,0.000000,-0.672641
0.004288,0.000000,0.000000,-0.672641
0.004289,0.000000,0.000000,-0.672641
0.004290,0.000000,0.000000,-0.672641
0.004291,0.000000,0.000000,-0.672641
0.004292,0.000000,0.000000,-0.672641
0.004293,0.000000,0.000000,-0.672641
0.004294,0.000000,0.000000,-0.672641
0.004295,0.000000,0.000000,-0.672641
0.004296,0.000000,0.000000,-0.672641
0.004297,0.000000,0.000000,-0.672641
0.004298,0.000000,0.000000,-0.672641
0.004299,0.000000,0.000000,-0.672641
0.004300,5.000000,0.000000,-3.167043
0.004301,5.000000,0.000000,-3.167043
0.004302,5.000000,0.000000,-3.167043
0.004303,5.000000,0.000000,-3.167043
0.004304,5.000000,0.000000,-3.167043
0.004305,5.000000,0.000000,-3.167043
0.004306,5.000000,0.000000,-3.167043
0.004307,5.000000,0.000000,-3.167043
0.004308,5.000000,0.000000,-3.167043
0.004309,5.000000,0.000000,-3.167043
0.004310,5.000000,0.000000,-3.167043
0.004311,5.000000,0.000000,-3.167043
0.004312,5.000000,0.000000,-3.167043
0.004313,5.000000,0.000000,-3.167043
0.004314,5.000000,0.000000,-3.167043
0.004315,5.000000,0.000000,-3.167043
0.004316,5.000000,0.000000,-3.167043
0.004317,5.000000,0.000000,-3.167043
0.004318,5.000000,0.000000,-3.167043
0.004319,5.000000,0.000000,-3.167043
0.004320,5.000000,0.000000,-3.167043
0.004321,5.000000,0.000000,-3.167043
0.004322,5.000000,0.000000,-3.167043
0.004323,5.000000,0.000000,-3.167043
0.004324,5.000000,0.000000,-3.167043
0.004325,5.000000,0.000000,-3.167043
0.004326,5.000000,0.000000,-3.167043
0.004327,5.000000,0.000000,-3.167043
0.004328,5.000000,0.000000,-3.167043
0.004329,5.000000,0.000000,-3.167043
0.004330,5.000000,0.000000,-3.167043
0.004331,5.000000,0.000000,-3.167043
0.004332,5.000000,0.000000,-3.167043
0.004333,5.000000,0.000000,-3.167043
0.004334,5.000000,0.000000,-3.167043
0.004335,5.000000,0.000000,-3.167043
0.004336,5.000000,0.000000,-3.167043
0.004337,5.000000,0.000000,-3.167043
0.004338,5.000000,0.000000,-3.167043
0.004339,5.000000,0.000000,-3.167043
0.004340,5.000000,0.000000,-3.167043
0.004341,5.000000,0.000000,-3.167043
